,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_is_rob4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_pred
1310,1310,0,0,36
1311,1311,0,0,15
1312,1312,0,0,74
1313,1313,1,1,66
1314,1314,0,0,37
1315,1315,1,0,46
1316,1316,0,0,6
1317,1317,0,0,54
1318,1318,1,1,9
1319,1319,0,0,57
1320,1320,1,1,34
1321,1321,1,1,48
1322,1322,1,1,71
1323,1323,0,0,17
1324,1324,1,1,42
1325,1325,0,0,79
1326,1326,1,1,91
1327,1327,1,1,58
1328,1328,0,0,78
1329,1329,0,0,37
1330,1330,1,1,1
1331,1331,1,1,5
1332,1332,1,1,65
1333,1333,1,0,5
1334,1334,0,0,4
1335,1335,0,0,96
1336,1336,0,0,63
1337,1337,1,1,63
1338,1338,0,0,10
1339,1339,1,1,28
1340,1340,1,1,99
1341,1341,1,1,20
1342,1342,1,0,88
1343,1343,1,0,50
1344,1344,1,0,53
1345,1345,0,0,50
1346,1346,1,1,59
1347,1347,0,0,27
1348,1348,1,1,35
1349,1349,0,0,38
1350,1350,1,0,6
1351,1351,0,0,46
1352,1352,0,0,71
1353,1353,0,0,73
1354,1354,1,1,23
1355,1355,1,1,68
1356,1356,1,0,26
1357,1357,0,0,52
1358,1358,1,1,17
1359,1359,1,1,65
1360,1360,1,1,47
1361,1361,0,0,69
1362,1362,1,1,94
1363,1363,1,0,81
1364,1364,1,1,76
1365,1365,1,1,91
1366,1366,1,1,72
1367,1367,1,0,35
1368,1368,1,1,18
1369,1369,0,0,47
1370,1370,1,0,92
1371,1371,1,0,98
1372,1372,0,0,41
1373,1373,1,1,0
1374,1374,0,0,88
1375,1375,1,1,50
1376,1376,1,1,43
1377,1377,0,1,72
1378,1378,1,0,73
1379,1379,1,1,4
1380,1380,1,1,53
1381,1381,0,0,25
1382,1382,1,0,8
1383,1383,0,0,5
1384,1384,0,1,59
1385,1385,1,1,29
1386,1386,0,0,27
1387,1387,0,0,33
1388,1388,1,1,38
1389,1389,1,0,5
1390,1390,0,0,87
1391,1391,1,1,41
1392,1392,0,0,17
1393,1393,1,0,23
1394,1394,1,0,68
1395,1395,1,0,59
1396,1396,1,0,81
1397,1397,1,1,43
1398,1398,1,0,8
1399,1399,0,0,9
1400,1400,0,0,91
1401,1401,1,1,92
1402,1402,0,0,84
1403,1403,1,0,34
1404,1404,1,1,48
1405,1405,1,0,80
1406,1406,1,1,25
1407,1407,0,0,15
1408,1408,0,0,48
1409,1409,1,0,88
1410,1410,1,0,10
1411,1411,1,0,50
1412,1412,0,0,37
1413,1413,0,0,25
1414,1414,1,0,95
1415,1415,1,1,94
1416,1416,0,0,33
1417,1417,1,1,52
1418,1418,0,0,33
1419,1419,1,1,16
1420,1420,1,1,99
1421,1421,1,1,68
1422,1422,1,1,28
1423,1423,1,0,15
1424,1424,0,0,96
1425,1425,1,0,34
1426,1426,1,1,57
1427,1427,1,1,13
1428,1428,1,1,22
1429,1429,0,0,92
1430,1430,0,0,87
1431,1431,1,1,50
1432,1432,1,1,34
1433,1433,1,0,43
1434,1434,1,1,20
1435,1435,1,1,87
1436,1436,1,1,91
1437,1437,0,0,65
1438,1438,1,1,9
1439,1439,0,0,33
1440,1440,1,1,19
1441,1441,1,1,57
1442,1442,1,1,14
1443,1443,1,1,27
1444,1444,1,0,46
1445,1445,1,0,13
1446,1446,1,1,44
1447,1447,1,1,24
1448,1448,1,0,10
1449,1449,0,0,56
1450,1450,0,0,21
1451,1451,1,0,56
1452,1452,0,0,38
1453,1453,0,0,42
1454,1454,1,1,51
1455,1455,1,1,78
1456,1456,1,0,62
1457,1457,1,1,53
1458,1458,0,0,37
1459,1459,1,1,28
1460,1460,1,0,28
1461,1461,1,1,11
1462,1462,1,0,65
1463,1463,1,0,48
1464,1464,0,0,37
1465,1465,0,0,49
1466,1466,0,0,30
1467,1467,1,1,66
1468,1468,0,1,46
1469,1469,1,1,8
1470,1470,1,1,94
1471,1471,1,1,25
1472,1472,1,0,70
1473,1473,1,0,54
1474,1474,1,0,12
1475,1475,1,1,86
1476,1476,0,0,72
1477,1477,1,0,76
1478,1478,1,0,13
1479,1479,0,0,11
1480,1480,1,1,7
1481,1481,1,1,91
1482,1482,0,0,80
1483,1483,1,1,45
1484,1484,1,1,51
1485,1485,1,1,53
1486,1486,1,1,28
1487,1487,1,1,9
1488,1488,1,1,87
1489,1489,1,0,13
1490,1490,1,1,30
1491,1491,1,1,58
1492,1492,0,1,10
1493,1493,0,0,35
1494,1494,0,0,92
1495,1495,1,1,39
1496,1496,0,0,32
1497,1497,0,0,96
1498,1498,1,0,34
1499,1499,1,1,26
1500,1500,0,0,74
1501,1501,1,1,59
1502,1502,1,0,64
1503,1503,1,0,37
1504,1504,1,1,92
1505,1505,1,1,14
1506,1506,1,1,26
1507,1507,0,0,39
1508,1508,1,1,94
1509,1509,1,0,29
1510,1510,1,1,15
1511,1511,0,0,84
1512,1512,0,0,24
1513,1513,1,1,32
1514,1514,1,1,9
1515,1515,0,0,44
1516,1516,1,0,12
1517,1517,1,0,27
1518,1518,1,0,78
1519,1519,0,0,38
1520,1520,0,0,27
1521,1521,0,0,46
1522,1522,1,1,69
1523,1523,1,0,66
1524,1524,0,0,27
1525,1525,1,1,20
1526,1526,1,1,54
1527,1527,0,0,82
1528,1528,1,1,86
1529,1529,0,0,88
1530,1530,0,1,63
1531,1531,0,0,50
1532,1532,1,0,6
1533,1533,1,0,54
1534,1534,1,0,69
1535,1535,1,1,47
1536,1536,1,1,62
1537,1537,1,1,57
1538,1538,1,0,85
1539,1539,0,1,73
1540,1540,0,0,11
1541,1541,0,0,35
1542,1542,1,0,82
1543,1543,0,0,95
1544,1544,1,1,59
1545,1545,1,0,81
1546,1546,0,0,79
1547,1547,1,1,79
1548,1548,1,1,25
1549,1549,1,0,44
1550,1550,0,0,3
1551,1551,0,0,39
1552,1552,1,1,17
1553,1553,1,1,49
1554,1554,0,0,71
1555,1555,1,1,74
1556,1556,1,1,63
1557,1557,0,1,28
1558,1558,1,0,56
1559,1559,1,0,43
1560,1560,0,0,62
1561,1561,0,0,20
1562,1562,1,1,9
1563,1563,1,0,17
1564,1564,1,1,31
1565,1565,1,1,52
1566,1566,1,0,52
1567,1567,1,0,36
1568,1568,1,1,58
1569,1569,1,1,79
1570,1570,0,0,35
1571,1571,0,0,99
1572,1572,1,0,15
1573,1573,1,0,15
1574,1574,1,0,79
1575,1575,1,1,56
1576,1576,1,0,3
1577,1577,1,0,77
1578,1578,1,1,57
1579,1579,1,1,5
1580,1580,0,0,68
1581,1581,0,0,54
1582,1582,0,1,52
1583,1583,0,0,96
1584,1584,1,1,64
1585,1585,1,0,3
1586,1586,1,1,22
1587,1587,0,0,77
1588,1588,1,1,15
1589,1589,1,1,83
1590,1590,1,0,19
1591,1591,1,0,64
1592,1592,1,1,61
1593,1593,1,1,33
1594,1594,1,0,16
1595,1595,1,1,76
1596,1596,1,0,96
1597,1597,1,0,87
1598,1598,0,1,70
1599,1599,1,1,39
1600,1600,1,0,60
1601,1601,1,0,59
1602,1602,0,0,50
1603,1603,0,0,80
1604,1604,1,1,68
1605,1605,0,0,18
1606,1606,1,1,23
1607,1607,1,0,42
1608,1608,1,1,47
1609,1609,0,0,51
1610,1610,0,0,25
1611,1611,0,0,55
1612,1612,1,1,24
1613,1613,1,1,17
1614,1614,1,1,12
1615,1615,0,0,78
1616,1616,0,0,8
1617,1617,1,1,17
1618,1618,0,0,32
1619,1619,1,1,21
1620,1620,1,1,42
1621,1621,1,1,21
1622,1622,1,0,46
1623,1623,1,0,79
1624,1624,1,0,21
1625,1625,1,1,61
1626,1626,0,0,80
1627,1627,1,1,41
1628,1628,0,0,94
1629,1629,1,0,40
1630,1630,1,1,54
1631,1631,0,0,54
1632,1632,1,0,65
1633,1633,0,1,20
1634,1634,0,0,4
1635,1635,1,0,37
1636,1636,0,0,96
1637,1637,1,0,92
1638,1638,1,1,71
1639,1639,1,1,17
1640,1640,1,0,96
1641,1641,1,1,94
1642,1642,1,1,39
1643,1643,0,0,97
1644,1644,1,0,79
1645,1645,1,1,34
1646,1646,1,1,26
1647,1647,1,1,33
1648,1648,0,0,7
1649,1649,0,0,78
1650,1650,1,0,53
1651,1651,1,0,88
1652,1652,1,1,20
1653,1653,1,1,47
1654,1654,0,0,45
1655,1655,0,0,58
1656,1656,0,0,89
1657,1657,1,0,25
1658,1658,0,0,26
1659,1659,1,1,56
1660,1660,1,1,68
1661,1661,1,0,27
1662,1662,1,0,13
1663,1663,1,1,92
1664,1664,1,1,12
1665,1665,1,1,46
1666,1666,1,1,76
1667,1667,1,1,67
1668,1668,1,1,27
1669,1669,1,1,2
1670,1670,0,0,69
1671,1671,1,1,48
1672,1672,0,0,4
1673,1673,0,0,21
1674,1674,1,1,20
1675,1675,1,1,8
1676,1676,0,0,72
1677,1677,0,0,83
1678,1678,1,0,63
1679,1679,1,0,7
1680,1680,1,1,10
1681,1681,0,0,96
1682,1682,0,0,11
1683,1683,0,0,96
1684,1684,0,0,13
1685,1685,1,1,69
1686,1686,0,0,55
1687,1687,0,0,60
1688,1688,1,0,78
1689,1689,0,0,45
1690,1690,0,0,22
1691,1691,1,1,5
1692,1692,1,0,30
1693,1693,1,1,86
1694,1694,1,0,85
1695,1695,1,1,33
1696,1696,1,1,10
1697,1697,0,0,30
1698,1698,1,0,34
1699,1699,1,1,24
1700,1700,1,0,56
1701,1701,1,0,61
1702,1702,0,0,92
1703,1703,1,1,38
1704,1704,0,0,30
1705,1705,1,0,44
1706,1706,1,1,53
1707,1707,1,1,7
1708,1708,0,0,79
1709,1709,1,0,17
1710,1710,0,0,75
1711,1711,1,0,91
1712,1712,0,0,53
1713,1713,1,1,82
1714,1714,1,1,10
1715,1715,1,1,21
1716,1716,1,1,30
1717,1717,0,0,64
1718,1718,1,1,47
1719,1719,1,1,57
1720,1720,1,1,16
1721,1721,1,0,81
1722,1722,0,0,95
1723,1723,1,0,72
1724,1724,0,1,47
1725,1725,0,0,33
1726,1726,1,0,62
1727,1727,1,1,95
1728,1728,0,0,44
1729,1729,1,0,61
1730,1730,1,0,2
1731,1731,0,0,14
1732,1732,1,1,21
1733,1733,1,0,87
1734,1734,1,0,5
1735,1735,1,0,69
1736,1736,1,1,37
1737,1737,1,1,59
1738,1738,1,1,0
1739,1739,1,0,78
1740,1740,1,1,20
1741,1741,1,1,85
1742,1742,1,1,54
1743,1743,0,1,57
1744,1744,1,0,73
1745,1745,1,1,69
1746,1746,1,1,3
1747,1747,0,0,75
1748,1748,1,0,49
1749,1749,1,0,33
1750,1750,1,1,73
1751,1751,0,0,67
1752,1752,1,1,97
1753,1753,0,0,31
1754,1754,0,0,31
1755,1755,1,0,54
1756,1756,0,0,27
1757,1757,0,0,80
1758,1758,1,0,11
1759,1759,1,1,1
1760,1760,1,0,51
1761,1761,1,1,28
1762,1762,0,0,44
1763,1763,1,0,47
1764,1764,0,0,26
1765,1765,1,0,83
1766,1766,1,1,40
1767,1767,1,1,14
1768,1768,0,1,67
1769,1769,0,0,73
1770,1770,1,1,12
1771,1771,1,0,42
1772,1772,0,0,93
1773,1773,1,1,29
1774,1774,1,0,59
1775,1775,1,0,8
1776,1776,1,0,17
1777,1777,1,0,56
1778,1778,0,0,11
1779,1779,0,0,33
1780,1780,1,1,1
1781,1781,1,1,82
1782,1782,1,0,51
1783,1783,1,0,34
1784,1784,1,1,86
1785,1785,0,0,52
1786,1786,1,1,86
1787,1787,1,0,93
1788,1788,1,0,38
1789,1789,1,1,20
1790,1790,0,0,87
1791,1791,1,0,2
1792,1792,0,1,5
1793,1793,1,1,91
1794,1794,0,0,34
1795,1795,1,0,65
1796,1796,1,1,64
1797,1797,1,1,90
1798,1798,1,0,70
1799,1799,1,1,34
1800,1800,1,0,11
1801,1801,1,0,55
1802,1802,1,1,68
1803,1803,0,0,59
1804,1804,1,1,6
1805,1805,1,0,79
1806,1806,0,0,6
1807,1807,1,1,22
1808,1808,0,0,9
1809,1809,1,0,10
1810,1810,1,1,1
1811,1811,1,1,75
1812,1812,1,1,48
1813,1813,1,1,5
1814,1814,0,0,81
1815,1815,0,0,73
1816,1816,1,1,99
1817,1817,0,0,84
1818,1818,1,1,82
1819,1819,1,1,76
1820,1820,1,0,51
1821,1821,0,1,70
1822,1822,1,0,65
1823,1823,1,1,77
1824,1824,1,1,70
1825,1825,1,1,12
1826,1826,1,0,91
1827,1827,1,1,83
1828,1828,1,1,95
1829,1829,1,0,48
1830,1830,0,0,47
1831,1831,0,0,95
1832,1832,1,0,49
1833,1833,1,0,11
1834,1834,0,0,21
1835,1835,1,1,17
1836,1836,0,0,33
1837,1837,1,1,94
1838,1838,1,0,29
1839,1839,1,0,87
1840,1840,1,1,49
1841,1841,0,0,93
1842,1842,1,1,57
1843,1843,0,0,97
1844,1844,1,0,95
1845,1845,1,0,28
1846,1846,1,1,16
1847,1847,0,0,26
1848,1848,0,0,35
1849,1849,1,1,31
1850,1850,1,1,25
1851,1851,1,0,2
1852,1852,0,0,76
1853,1853,1,0,21
1854,1854,0,0,44
1855,1855,0,0,52
1856,1856,1,1,56
1857,1857,1,1,28
1858,1858,1,1,17
1859,1859,1,1,53
1860,1860,1,1,71
1861,1861,1,0,7
1862,1862,1,1,94
1863,1863,1,1,53
1864,1864,1,1,89
1865,1865,0,0,77
1866,1866,1,1,28
1867,1867,1,1,7
1868,1868,0,0,50
1869,1869,1,1,79
1870,1870,1,0,53
1871,1871,1,0,87
1872,1872,1,1,43
1873,1873,0,0,17
1874,1874,1,0,69
1875,1875,0,0,98
1876,1876,1,1,17
1877,1877,1,1,6
1878,1878,1,1,53
1879,1879,1,1,68
1880,1880,1,0,44
1881,1881,1,0,89
1882,1882,1,0,15
1883,1883,1,0,80
1884,1884,1,1,45
1885,1885,1,1,95
1886,1886,0,0,13
1887,1887,1,0,80
1888,1888,1,1,28
1889,1889,0,1,60
1890,1890,1,1,23
1891,1891,1,1,52
1892,1892,1,1,24
1893,1893,1,0,21
1894,1894,0,0,99
1895,1895,1,1,99
1896,1896,0,0,56
1897,1897,1,1,21
1898,1898,1,1,59
1899,1899,0,0,83
1900,1900,1,0,81
1901,1901,1,0,88
1902,1902,1,1,93
1903,1903,1,1,61
1904,1904,1,1,17
1905,1905,1,0,44
1906,1906,1,0,49
1907,1907,1,1,81
1908,1908,1,0,78
1909,1909,0,0,16
1910,1910,1,0,40
1911,1911,1,1,60
1912,1912,0,0,6
1913,1913,1,1,58
1914,1914,1,0,4
1915,1915,1,1,88
1916,1916,0,0,95
1917,1917,0,0,6
1918,1918,1,1,36
1919,1919,1,1,26
1920,1920,1,1,74
1921,1921,1,0,88
1922,1922,1,1,56
1923,1923,0,0,19
1924,1924,0,0,95
1925,1925,1,1,0
1926,1926,1,0,43
1927,1927,1,0,22
1928,1928,1,1,47
1929,1929,0,0,30
1930,1930,0,0,30
1931,1931,1,1,69
1932,1932,1,1,9
1933,1933,1,1,78
1934,1934,0,0,91
1935,1935,0,0,94
1936,1936,0,0,11
1937,1937,1,1,97
1938,1938,1,1,29
1939,1939,0,0,27
1940,1940,1,1,64
1941,1941,1,0,98
1942,1942,1,1,65
1943,1943,1,1,36
1944,1944,1,1,94
1945,1945,0,0,26
1946,1946,0,0,41
1947,1947,1,1,20
1948,1948,1,0,36
1949,1949,0,0,26
1950,1950,1,1,76
1951,1951,0,0,37
1952,1952,1,0,63
1953,1953,1,1,6
1954,1954,0,0,14
1955,1955,1,0,99
1956,1956,0,0,78
1957,1957,1,0,21
1958,1958,1,0,38
1959,1959,1,1,83
1960,1960,1,0,67
1961,1961,1,1,31
1962,1962,1,1,49
1963,1963,1,1,39
1964,1964,0,0,42
1965,1965,1,1,66
1966,1966,1,1,53
1967,1967,1,1,54
1968,1968,1,1,41
1969,1969,1,1,36
1970,1970,1,0,61
1971,1971,1,1,88
1972,1972,1,1,30
1973,1973,1,1,19
1974,1974,1,1,95
1975,1975,1,1,41
1976,1976,1,1,89
1977,1977,0,0,28
1978,1978,1,1,46
1979,1979,0,0,99
1980,1980,1,1,37
1981,1981,1,1,31
1982,1982,1,1,22
1983,1983,0,0,92
1984,1984,0,0,18
1985,1985,1,1,13
1986,1986,0,0,72
1987,1987,0,0,53
1988,1988,1,0,95
1989,1989,1,0,2
1990,1990,1,1,38
1991,1991,0,0,75
1992,1992,1,0,28
1993,1993,0,0,45
1994,1994,1,0,42
1995,1995,1,0,7
1996,1996,0,0,27
1997,1997,1,0,61
1998,1998,1,1,12
1999,1999,0,0,48
2000,2000,0,0,54
2001,2001,1,1,41
2002,2002,0,0,66
2003,2003,1,0,65
2004,2004,1,0,17
2005,2005,1,0,51
2006,2006,1,1,99
2007,2007,0,0,46
2008,2008,1,1,67
2009,2009,1,1,63
2010,2010,0,0,36
2011,2011,1,1,9
2012,2012,1,1,58
2013,2013,1,1,96
2014,2014,0,0,2
2015,2015,1,1,1
2016,2016,0,0,50
2017,2017,1,1,53
2018,2018,0,0,92
2019,2019,1,1,13
2020,2020,0,0,2
2021,2021,0,0,3
2022,2022,1,0,35
2023,2023,1,1,39
2024,2024,0,0,23
2025,2025,1,1,81
2026,2026,0,0,94
2027,2027,1,1,3
2028,2028,1,0,77
2029,2029,1,0,89
2030,2030,0,1,95
2031,2031,1,1,85
2032,2032,0,1,52
2033,2033,1,1,48
2034,2034,0,0,35
2035,2035,0,0,88
2036,2036,0,0,3
2037,2037,1,0,39
2038,2038,1,1,82
2039,2039,1,1,43
2040,2040,1,1,12
2041,2041,1,1,21
2042,2042,0,0,77
2043,2043,0,0,23
2044,2044,1,1,5
2045,2045,0,0,15
2046,2046,1,1,63
2047,2047,1,0,78
2048,2048,0,0,88
2049,2049,1,1,40
2050,2050,0,0,3
2051,2051,1,0,15
2052,2052,0,0,33
2053,2053,0,0,23
2054,2054,0,0,30
2055,2055,1,1,39
2056,2056,0,0,6
2057,2057,1,1,69
2058,2058,1,1,53
2059,2059,0,0,72
2060,2060,1,1,12
2061,2061,1,0,57
2062,2062,1,1,5
2063,2063,1,0,17
2064,2064,1,1,97
2065,2065,1,0,37
2066,2066,1,1,48
2067,2067,1,1,79
2068,2068,1,1,5
2069,2069,0,0,57
2070,2070,1,1,16
2071,2071,0,0,74
2072,2072,1,1,48
2073,2073,1,1,54
2074,2074,1,0,79
2075,2075,0,0,77
2076,2076,0,1,61
2077,2077,0,0,83
2078,2078,1,1,19
2079,2079,1,0,14
2080,2080,0,0,38
2081,2081,1,0,84
2082,2082,1,1,48
2083,2083,1,0,36
2084,2084,0,0,96
2085,2085,1,1,95
2086,2086,1,1,20
2087,2087,0,1,52
2088,2088,0,0,53
2089,2089,0,0,53
2090,2090,0,0,26
2091,2091,1,1,71
2092,2092,0,1,31
2093,2093,0,0,74
2094,2094,1,1,91
2095,2095,0,1,22
2096,2096,1,1,87
2097,2097,1,0,91
2098,2098,0,0,78
2099,2099,1,1,86
2100,2100,1,1,58
2101,2101,1,1,89
2102,2102,1,1,97
2103,2103,0,0,57
2104,2104,1,0,72
2105,2105,1,0,85
2106,2106,0,0,25
2107,2107,0,0,80
2108,2108,1,1,20
2109,2109,0,0,25
2110,2110,0,0,55
2111,2111,1,0,49
2112,2112,0,0,67
2113,2113,1,1,91
2114,2114,1,1,56
2115,2115,1,1,92
2116,2116,1,1,19
2117,2117,0,1,97
2118,2118,1,1,28
2119,2119,0,0,74
2120,2120,1,1,41
2121,2121,1,0,81
2122,2122,1,0,90
2123,2123,1,1,89
2124,2124,1,1,86
2125,2125,0,0,77
2126,2126,1,1,41
2127,2127,0,0,65
2128,2128,0,0,78
2129,2129,1,1,87
2130,2130,0,0,46
2131,2131,1,0,34
2132,2132,1,1,36
2133,2133,1,1,90
2134,2134,1,1,94
2135,2135,1,1,71
2136,2136,0,0,42
2137,2137,1,1,62
2138,2138,1,1,95
2139,2139,1,0,33
2140,2140,1,0,38
2141,2141,1,1,95
2142,2142,1,0,41
2143,2143,1,1,24
2144,2144,1,0,89
2145,2145,1,1,15
2146,2146,1,1,81
2147,2147,0,0,88
2148,2148,1,1,48
2149,2149,1,1,30
2150,2150,1,1,52
2151,2151,1,1,79
2152,2152,0,0,25
2153,2153,1,1,68
2154,2154,0,0,9
2155,2155,1,0,78
2156,2156,1,0,45
2157,2157,0,1,15
2158,2158,0,0,38
2159,2159,1,0,52
2160,2160,1,0,43
2161,2161,1,1,20
2162,2162,1,0,98
2163,2163,0,0,74
2164,2164,0,0,76
2165,2165,1,1,49
2166,2166,1,0,44
2167,2167,0,0,38
2168,2168,0,0,51
2169,2169,0,0,79
2170,2170,0,0,13
2171,2171,1,0,89
2172,2172,0,0,78
2173,2173,0,1,27
2174,2174,1,1,26
2175,2175,1,1,53
2176,2176,0,0,28
2177,2177,1,0,41
2178,2178,1,1,12
2179,2179,1,1,2
2180,2180,1,1,4
2181,2181,0,0,67
2182,2182,1,0,19
2183,2183,1,0,56
2184,2184,1,0,74
2185,2185,1,0,79
2186,2186,0,1,7
2187,2187,0,0,98
2188,2188,0,0,74
2189,2189,1,0,22
2190,2190,1,0,6
2191,2191,1,1,59
2192,2192,0,0,35
2193,2193,1,1,87
2194,2194,0,0,74
2195,2195,1,1,87
2196,2196,1,0,49
2197,2197,1,1,91
2198,2198,0,0,33
2199,2199,0,0,25
2200,2200,1,0,51
2201,2201,1,1,7
2202,2202,1,1,99
2203,2203,0,0,76
2204,2204,1,0,25
2205,2205,1,1,66
2206,2206,1,1,80
2207,2207,0,0,40
2208,2208,0,0,69
2209,2209,0,0,53
2210,2210,1,1,14
2211,2211,1,1,42
2212,2212,1,1,86
2213,2213,0,0,10
2214,2214,1,0,90
2215,2215,0,0,26
2216,2216,1,1,24
2217,2217,1,0,84
2218,2218,0,0,99
2219,2219,1,1,97
2220,2220,1,0,88
2221,2221,1,1,4
2222,2222,1,1,26
2223,2223,0,0,32
2224,2224,1,1,19
2225,2225,1,1,67
2226,2226,0,0,67
2227,2227,0,0,78
2228,2228,0,0,51
2229,2229,1,1,6
2230,2230,1,0,35
2231,2231,1,1,29
2232,2232,1,1,51
2233,2233,1,1,59
2234,2234,1,1,62
2235,2235,1,1,60
2236,2236,1,1,68
2237,2237,0,0,78
2238,2238,1,1,83
2239,2239,1,0,0
2240,2240,1,1,41
2241,2241,0,0,19
2242,2242,1,1,48
2243,2243,1,1,82
2244,2244,0,0,73
2245,2245,0,1,10
2246,2246,1,1,28
2247,2247,1,1,71
2248,2248,1,1,79
2249,2249,1,1,43
2250,2250,0,0,49
2251,2251,1,0,5
2252,2252,1,1,17
2253,2253,1,0,7
2254,2254,1,1,84
2255,2255,1,0,57
2256,2256,0,0,44
2257,2257,1,0,57
2258,2258,1,1,68
2259,2259,1,1,26
2260,2260,1,1,59
2261,2261,0,0,63
2262,2262,1,1,87
2263,2263,1,1,99
2264,2264,1,1,3
2265,2265,1,1,66
2266,2266,1,0,38
2267,2267,0,0,89
2268,2268,1,1,75
2269,2269,1,1,20
2270,2270,1,1,47
2271,2271,1,1,0
2272,2272,1,1,14
2273,2273,0,0,12
2274,2274,1,1,62
2275,2275,0,1,44
2276,2276,1,1,63
2277,2277,1,1,69
2278,2278,1,0,3
2279,2279,0,0,30
2280,2280,1,1,73
2281,2281,1,1,38
2282,2282,0,0,72
2283,2283,1,0,52
2284,2284,0,0,13
2285,2285,0,0,90
2286,2286,1,1,60
2287,2287,1,1,21
2288,2288,0,1,47
2289,2289,1,0,68
2290,2290,1,0,16
2291,2291,1,1,19
2292,2292,1,0,40
2293,2293,0,0,62
2294,2294,0,0,10
2295,2295,0,0,0
2296,2296,1,0,57
2297,2297,0,0,13
2298,2298,1,1,68
2299,2299,0,0,54
2300,2300,0,0,84
2301,2301,0,0,34
2302,2302,1,0,10
2303,2303,1,0,47
2304,2304,0,1,49
2305,2305,1,1,11
2306,2306,1,1,72
2307,2307,1,1,23
2308,2308,0,0,44
2309,2309,0,0,15
2310,2310,1,0,31
2311,2311,0,0,26
2312,2312,0,0,80
2313,2313,1,1,54
2314,2314,1,1,9
2315,2315,1,1,15
2316,2316,1,0,2
2317,2317,1,0,26
2318,2318,0,0,5
2319,2319,0,0,91
2320,2320,1,1,12
2321,2321,1,1,58
2322,2322,0,1,67
2323,2323,1,1,76
2324,2324,1,1,95
2325,2325,1,1,67
2326,2326,1,1,95
2327,2327,0,0,54
2328,2328,0,0,70
2329,2329,1,0,47
2330,2330,0,0,5
2331,2331,1,1,29
2332,2332,1,1,51
2333,2333,1,0,44
2334,2334,1,1,45
2335,2335,1,1,60
2336,2336,1,1,34
2337,2337,1,0,97
2338,2338,1,1,1
2339,2339,0,0,55
2340,2340,0,0,42
2341,2341,0,0,42
2342,2342,0,0,27
2343,2343,1,0,92
2344,2344,0,0,38
2345,2345,1,0,65
2346,2346,0,0,30
2347,2347,0,0,42
2348,2348,0,0,25
2349,2349,1,0,34
2350,2350,1,1,76
2351,2351,0,0,36
2352,2352,1,0,50
2353,2353,1,1,30
2354,2354,1,1,69
2355,2355,1,1,59
2356,2356,1,0,34
2357,2357,0,0,78
2358,2358,0,0,11
2359,2359,1,1,66
2360,2360,1,1,31
2361,2361,1,0,73
2362,2362,1,1,87
2363,2363,1,1,90
2364,2364,1,1,18
2365,2365,0,0,35
2366,2366,1,1,38
2367,2367,1,1,81
2368,2368,1,1,25
2369,2369,0,0,90
2370,2370,0,0,50
2371,2371,0,0,83
2372,2372,0,0,17
2373,2373,1,1,76
2374,2374,0,0,74
2375,2375,1,1,0
2376,2376,0,0,81
2377,2377,0,0,1
2378,2378,1,1,5
2379,2379,0,0,37
2380,2380,1,1,41
2381,2381,0,0,36
2382,2382,1,1,5
2383,2383,1,0,52
2384,2384,0,0,74
2385,2385,1,0,25
2386,2386,1,1,20
2387,2387,0,0,10
2388,2388,1,0,98
2389,2389,1,1,20
2390,2390,1,1,32
2391,2391,1,1,35
2392,2392,0,0,90
2393,2393,0,0,79
2394,2394,1,1,61
2395,2395,1,1,43
2396,2396,1,1,58
2397,2397,1,0,36
2398,2398,1,1,99
2399,2399,1,1,60
2400,2400,1,1,70
2401,2401,0,0,65
2402,2402,0,0,96
2403,2403,1,1,26
2404,2404,1,1,56
2405,2405,0,0,33
2406,2406,1,1,83
2407,2407,1,1,23
2408,2408,1,0,52
2409,2409,1,0,32
2410,2410,1,1,54
2411,2411,1,0,33
2412,2412,1,1,61
2413,2413,1,0,49
2414,2414,0,0,0
2415,2415,1,1,15
2416,2416,1,1,50
2417,2417,1,1,3
2418,2418,1,1,12
2419,2419,1,1,86
2420,2420,0,0,65
2421,2421,1,1,58
2422,2422,1,0,5
2423,2423,1,1,30
2424,2424,0,0,44
2425,2425,0,0,0
2426,2426,1,0,0
2427,2427,1,0,11
2428,2428,1,1,9
2429,2429,0,0,12
2430,2430,1,1,53
2431,2431,1,0,33
2432,2432,1,1,94
2433,2433,0,0,32
2434,2434,1,0,99
2435,2435,1,1,34
2436,2436,1,1,1
2437,2437,1,0,17
2438,2438,0,0,74
2439,2439,1,1,69
2440,2440,1,1,66
2441,2441,0,0,2
2442,2442,1,1,67
2443,2443,1,1,40
2444,2444,0,0,30
2445,2445,1,1,24
2446,2446,1,1,82
2447,2447,1,0,23
2448,2448,0,0,69
2449,2449,1,1,66
2450,2450,0,0,73
2451,2451,1,0,11
2452,2452,1,0,11
2453,2453,0,0,9
2454,2454,1,1,88
2455,2455,0,0,80
2456,2456,1,0,29
2457,2457,1,0,46
2458,2458,1,1,95
2459,2459,1,1,54
2460,2460,1,1,41
2461,2461,1,1,6
2462,2462,1,0,19
2463,2463,1,1,22
2464,2464,1,0,3
