,sample_idx,Gowal2020Uncovering_28_10_extra_mra1_255_is_acc,Gowal2020Uncovering_28_10_extra_mra1_255_is_rob1_255,Gowal2020Uncovering_28_10_extra_mra1_255_pred
1317,1317,1,1,9
1318,1318,1,1,5
1319,1319,1,1,0
1320,1320,1,1,7
1321,1321,1,1,2
1322,1322,1,1,0
1323,1323,1,1,0
1324,1324,1,1,4
1325,1325,0,0,4
1326,1326,1,0,6
1327,1327,1,1,6
1328,1328,1,1,5
1329,1329,1,1,5
1330,1330,1,1,2
1331,1331,1,1,8
1332,1332,1,1,1
1333,1333,1,1,7
1334,1334,1,0,3
1335,1335,1,1,1
1336,1336,1,1,4
1337,1337,1,1,5
1338,1338,1,1,6
1339,1339,0,1,3
1340,1340,1,1,1
1341,1341,1,1,4
1342,1342,1,1,7
1343,1343,1,1,0
1344,1344,1,1,9
1345,1345,1,1,4
1346,1346,1,1,3
1347,1347,1,1,8
1348,1348,1,1,2
1349,1349,1,1,8
1350,1350,1,1,4
1351,1351,1,1,7
1352,1352,1,1,2
1353,1353,1,1,3
1354,1354,1,1,1
1355,1355,0,1,3
1356,1356,1,1,2
1357,1357,1,1,9
1358,1358,1,1,8
1359,1359,1,1,9
1360,1360,1,1,7
1361,1361,1,1,9
1362,1362,1,1,5
1363,1363,1,1,1
1364,1364,1,1,4
1365,1365,1,1,0
1366,1366,1,1,8
1367,1367,1,1,2
1368,1368,1,1,3
1369,1369,1,1,8
1370,1370,0,0,1
1371,1371,1,1,1
1372,1372,1,1,1
1373,1373,1,1,3
1374,1374,1,1,2
1375,1375,1,1,4
1376,1376,1,1,9
1377,1377,1,1,3
1378,1378,1,1,1
1379,1379,1,1,7
1380,1380,1,1,4
1381,1381,1,1,6
1382,1382,1,1,2
1383,1383,1,1,8
1384,1384,1,1,9
1385,1385,1,1,5
1386,1386,1,1,3
1387,1387,1,1,9
1388,1388,1,1,5
1389,1389,1,1,5
1390,1390,1,1,6
1391,1391,1,0,7
1392,1392,1,1,2
1393,1393,1,0,4
1394,1394,1,1,6
1395,1395,1,1,3
1396,1396,1,1,1
1397,1397,1,1,0
1398,1398,1,1,7
1399,1399,1,1,2
1400,1400,1,1,5
1401,1401,1,1,4
1402,1402,1,1,7
1403,1403,1,1,6
1404,1404,1,1,1
1405,1405,1,1,1
1406,1406,1,1,9
1407,1407,1,1,8
1408,1408,1,1,1
1409,1409,1,1,0
1410,1410,1,1,1
1411,1411,1,1,3
1412,1412,1,1,1
1413,1413,1,1,1
1414,1414,1,1,1
1415,1415,1,1,7
1416,1416,1,1,3
1417,1417,1,1,9
1418,1418,1,1,6
1419,1419,1,1,8
1420,1420,1,1,4
1421,1421,1,1,6
1422,1422,1,1,8
1423,1423,1,1,4
1424,1424,1,1,9
1425,1425,1,1,4
1426,1426,1,1,7
1427,1427,1,1,9
1428,1428,1,1,7
1429,1429,1,1,6
1430,1430,1,1,8
1431,1431,1,1,4
1432,1432,1,1,9
1433,1433,1,1,7
1434,1434,1,1,0
1435,1435,1,1,1
1436,1436,1,1,6
1437,1437,1,1,1
1438,1438,1,1,5
1439,1439,1,1,9
1440,1440,1,1,0
1441,1441,1,1,4
1442,1442,1,1,3
1443,1443,1,1,4
1444,1444,1,1,1
1445,1445,1,0,3
1446,1446,1,1,0
1447,1447,1,1,8
1448,1448,1,1,4
1449,1449,1,1,6
1450,1450,1,1,2
1451,1451,1,1,2
1452,1452,1,1,6
1453,1453,1,1,5
1454,1454,1,1,3
1455,1455,1,1,6
1456,1456,1,1,2
1457,1457,1,1,1
1458,1458,1,1,1
1459,1459,1,1,8
1460,1460,1,1,6
1461,1461,1,1,0
1462,1462,1,1,4
1463,1463,1,1,0
1464,1464,1,1,1
1465,1465,1,1,9
1466,1466,1,1,7
1467,1467,1,1,1
1468,1468,1,1,3
1469,1469,1,1,7
1470,1470,1,0,7
1471,1471,1,1,8
1472,1472,1,1,7
1473,1473,1,1,7
1474,1474,1,1,3
1475,1475,1,1,9
1476,1476,1,1,7
1477,1477,1,1,7
1478,1478,1,1,7
1479,1479,1,1,2
1480,1480,1,1,1
1481,1481,1,1,2
1482,1482,1,1,8
1483,1483,1,1,6
1484,1484,1,1,4
1485,1485,1,1,0
1486,1486,1,1,7
1487,1487,1,1,9
1488,1488,1,1,8
1489,1489,1,1,6
1490,1490,1,1,8
1491,1491,0,0,3
1492,1492,0,1,1
1493,1493,1,1,1
1494,1494,1,1,7
1495,1495,1,1,2
1496,1496,0,0,6
1497,1497,1,1,8
1498,1498,1,1,5
1499,1499,1,1,8
1500,1500,1,1,1
1501,1501,0,0,3
1502,1502,1,1,2
1503,1503,1,1,4
1504,1504,1,1,1
1505,1505,1,1,2
1506,1506,0,0,7
1507,1507,1,1,2
1508,1508,1,1,8
1509,1509,1,1,1
1510,1510,1,1,8
1511,1511,1,1,1
1512,1512,1,1,8
1513,1513,1,1,6
1514,1514,1,1,0
1515,1515,1,1,2
1516,1516,1,1,4
1517,1517,1,1,1
1518,1518,1,1,3
1519,1519,1,1,6
1520,1520,1,1,7
1521,1521,1,1,7
1522,1522,1,1,4
1523,1523,1,1,4
1524,1524,1,1,3
1525,1525,1,1,3
1526,1526,1,1,4
1527,1527,1,1,5
1528,1528,1,1,2
1529,1529,1,1,4
1530,1530,1,1,3
1531,1531,1,1,7
1532,1532,1,1,8
1533,1533,1,1,4
1534,1534,1,1,4
1535,1535,1,1,4
1536,1536,0,1,3
1537,1537,1,1,4
1538,1538,1,1,3
1539,1539,1,1,2
1540,1540,1,1,8
1541,1541,1,1,4
1542,1542,1,1,5
1543,1543,1,1,5
1544,1544,1,1,4
1545,1545,1,1,1
1546,1546,1,1,4
1547,1547,1,1,2
1548,1548,1,1,5
1549,1549,1,1,1
1550,1550,1,1,6
1551,1551,1,1,4
1552,1552,1,1,3
1553,1553,1,1,4
1554,1554,1,1,4
1555,1555,1,1,0
1556,1556,1,1,8
1557,1557,1,1,8
1558,1558,1,1,4
1559,1559,1,1,5
1560,1560,1,1,7
1561,1561,1,1,5
1562,1562,1,1,6
1563,1563,1,1,9
1564,1564,1,1,1
1565,1565,1,1,6
1566,1566,1,1,7
1567,1567,1,1,2
1568,1568,1,1,0
1569,1569,1,1,1
1570,1570,1,1,4
1571,1571,1,1,5
1572,1572,1,0,6
1573,1573,1,1,0
1574,1574,1,1,0
1575,1575,1,1,2
1576,1576,1,1,7
1577,1577,1,1,5
1578,1578,1,1,6
1579,1579,1,1,0
1580,1580,1,1,6
1581,1581,1,1,2
1582,1582,1,1,9
1583,1583,1,1,1
1584,1584,1,1,7
1585,1585,1,1,7
1586,1586,1,1,5
1587,1587,0,0,0
1588,1588,1,1,5
1589,1589,1,1,6
1590,1590,1,0,4
1591,1591,1,1,1
1592,1592,1,1,4
1593,1593,1,1,3
1594,1594,1,1,3
1595,1595,1,1,3
1596,1596,1,1,0
1597,1597,1,1,3
1598,1598,1,1,5
1599,1599,1,1,5
1600,1600,1,1,8
1601,1601,1,1,9
1602,1602,1,1,7
1603,1603,1,1,3
1604,1604,1,1,1
1605,1605,1,1,3
1606,1606,1,1,3
1607,1607,1,1,3
1608,1608,1,1,4
1609,1609,1,1,4
1610,1610,1,1,2
1611,1611,1,1,3
1612,1612,1,1,3
1613,1613,1,1,8
1614,1614,1,1,1
1615,1615,1,1,7
1616,1616,1,1,7
1617,1617,1,1,0
1618,1618,1,1,7
1619,1619,1,1,4
1620,1620,0,1,3
1621,1621,1,1,1
1622,1622,1,1,4
1623,1623,1,1,2
1624,1624,1,1,4
1625,1625,1,1,3
1626,1626,1,1,9
1627,1627,1,1,9
1628,1628,1,1,4
1629,1629,1,1,9
1630,1630,1,1,9
1631,1631,1,1,1
1632,1632,1,1,8
1633,1633,1,1,1
1634,1634,1,1,6
1635,1635,1,1,7
1636,1636,1,1,5
1637,1637,1,1,5
1638,1638,1,1,4
1639,1639,1,1,9
1640,1640,1,1,7
1641,1641,1,1,6
1642,1642,1,1,5
1643,1643,1,1,9
1644,1644,1,0,2
1645,1645,1,1,4
1646,1646,1,1,0
1647,1647,1,1,7
1648,1648,1,1,8
1649,1649,1,1,5
1650,1650,1,1,5
1651,1651,1,1,0
1652,1652,1,1,0
1653,1653,1,1,9
1654,1654,1,1,9
1655,1655,1,1,8
1656,1656,1,1,2
1657,1657,1,1,5
1658,1658,1,1,4
1659,1659,1,1,8
1660,1660,1,1,3
1661,1661,1,1,6
1662,1662,1,1,3
1663,1663,1,1,6
1664,1664,1,1,0
1665,1665,1,1,6
1666,1666,1,1,6
1667,1667,1,1,6
1668,1668,1,1,9
1669,1669,1,1,6
1670,1670,1,0,6
1671,1671,1,1,8
1672,1672,1,1,6
1673,1673,1,1,2
1674,1674,1,1,4
1675,1675,1,1,5
1676,1676,1,1,8
1677,1677,1,1,1
1678,1678,1,1,2
1679,1679,1,1,7
1680,1680,1,1,6
1681,1681,1,1,5
1682,1682,1,1,7
1683,1683,1,1,8
1684,1684,1,0,1
1685,1685,0,1,2
1686,1686,1,1,0
1687,1687,1,1,8
1688,1688,1,1,6
1689,1689,1,1,9
1690,1690,1,1,2
1691,1691,1,1,8
1692,1692,1,1,9
1693,1693,1,1,4
1694,1694,1,1,0
1695,1695,1,1,9
1696,1696,1,1,4
1697,1697,1,1,9
1698,1698,1,1,5
1699,1699,1,1,7
1700,1700,1,1,5
1701,1701,1,1,5
1702,1702,1,1,9
1703,1703,1,1,5
1704,1704,1,1,3
1705,1705,1,1,0
1706,1706,1,1,1
1707,1707,1,1,9
1708,1708,1,1,7
1709,1709,1,1,2
1710,1710,1,1,4
1711,1711,1,1,1
1712,1712,1,1,0
1713,1713,1,0,8
1714,1714,1,1,0
1715,1715,1,1,3
1716,1716,1,1,1
1717,1717,1,1,7
1718,1718,0,1,8
1719,1719,1,1,0
1720,1720,1,1,4
1721,1721,1,1,8
1722,1722,1,1,6
1723,1723,1,1,2
1724,1724,1,1,4
1725,1725,1,1,0
1726,1726,1,1,0
1727,1727,1,0,9
1728,1728,1,1,0
1729,1729,1,1,8
1730,1730,1,1,4
1731,1731,1,0,5
1732,1732,1,1,9
1733,1733,1,1,3
1734,1734,1,1,9
1735,1735,1,1,0
1736,1736,1,1,5
1737,1737,1,1,6
1738,1738,1,1,5
1739,1739,0,1,9
1740,1740,1,1,1
1741,1741,1,1,4
1742,1742,1,1,8
1743,1743,1,1,1
1744,1744,1,1,0
1745,1745,1,1,5
1746,1746,1,0,2
1747,1747,1,1,1
1748,1748,1,1,0
1749,1749,1,1,2
1750,1750,1,1,8
1751,1751,1,1,1
1752,1752,1,1,5
1753,1753,1,1,6
1754,1754,1,1,7
1755,1755,1,1,7
1756,1756,0,0,3
1757,1757,1,1,6
1758,1758,1,1,2
1759,1759,1,1,5
1760,1760,1,1,0
1761,1761,1,1,1
1762,1762,1,1,4
1763,1763,1,1,2
1764,1764,1,1,5
1765,1765,0,0,2
1766,1766,1,1,6
1767,1767,1,1,2
1768,1768,1,1,2
1769,1769,1,1,1
1770,1770,1,1,7
1771,1771,1,1,2
1772,1772,0,1,9
1773,1773,1,1,5
1774,1774,1,1,5
1775,1775,1,1,3
1776,1776,1,1,0
1777,1777,1,1,4
1778,1778,1,1,8
1779,1779,1,1,3
1780,1780,1,1,7
1781,1781,1,1,6
1782,1782,1,1,3
1783,1783,1,1,8
1784,1784,1,1,1
1785,1785,1,1,0
1786,1786,1,1,1
1787,1787,1,1,3
1788,1788,0,0,5
1789,1789,1,1,0
1790,1790,1,1,7
1791,1791,1,1,4
1792,1792,1,1,9
1793,1793,1,1,5
1794,1794,1,1,3
1795,1795,1,1,6
1796,1796,1,1,0
1797,1797,1,1,1
1798,1798,1,1,4
1799,1799,1,1,4
1800,1800,1,1,4
1801,1801,1,1,4
1802,1802,1,1,2
1803,1803,0,0,3
1804,1804,1,1,5
1805,1805,1,1,8
1806,1806,1,1,1
1807,1807,1,1,5
1808,1808,1,1,9
1809,1809,1,1,8
1810,1810,1,1,1
1811,1811,1,1,1
1812,1812,0,0,3
1813,1813,1,1,3
1814,1814,1,1,9
1815,1815,1,1,9
1816,1816,1,1,7
1817,1817,1,1,6
1818,1818,1,1,5
1819,1819,1,1,0
1820,1820,1,1,8
1821,1821,1,1,4
1822,1822,1,1,7
1823,1823,1,1,0
1824,1824,1,1,9
1825,1825,1,1,2
1826,1826,1,1,8
1827,1827,1,1,4
1828,1828,1,1,7
1829,1829,1,1,1
1830,1830,1,0,3
1831,1831,1,1,9
1832,1832,1,1,6
1833,1833,1,1,8
1834,1834,1,1,9
1835,1835,1,0,0
1836,1836,1,1,4
1837,1837,0,1,1
1838,1838,1,1,6
1839,1839,1,1,7
1840,1840,1,1,8
1841,1841,1,0,9
1842,1842,1,1,4
1843,1843,1,1,8
1844,1844,1,1,9
1845,1845,1,1,7
1846,1846,1,1,2
1847,1847,1,1,5
1848,1848,1,1,3
1849,1849,1,1,7
1850,1850,1,1,1
1851,1851,1,1,0
1852,1852,1,1,2
1853,1853,1,1,9
1854,1854,1,1,5
1855,1855,1,1,5
1856,1856,1,1,8
1857,1857,1,1,5
1858,1858,0,0,2
1859,1859,1,1,2
1860,1860,1,1,8
1861,1861,1,1,3
1862,1862,0,0,3
1863,1863,1,1,5
1864,1864,1,1,7
1865,1865,1,1,7
1866,1866,1,1,8
1867,1867,1,1,6
1868,1868,1,1,2
1869,1869,1,1,8
1870,1870,1,1,2
1871,1871,0,1,5
1872,1872,1,1,5
1873,1873,1,1,6
1874,1874,1,1,8
1875,1875,1,1,0
1876,1876,1,1,2
1877,1877,1,1,3
1878,1878,1,1,7
1879,1879,1,1,0
1880,1880,1,1,1
1881,1881,1,1,9
1882,1882,1,1,1
1883,1883,1,1,3
1884,1884,0,0,5
1885,1885,1,1,5
1886,1886,1,1,8
1887,1887,1,1,3
1888,1888,1,1,2
1889,1889,1,1,9
1890,1890,1,1,6
1891,1891,1,1,8
1892,1892,1,1,6
1893,1893,1,1,9
1894,1894,1,1,3
1895,1895,1,1,8
1896,1896,1,1,9
1897,1897,1,1,8
1898,1898,1,1,0
1899,1899,1,1,7
1900,1900,1,1,8
1901,1901,1,1,5
1902,1902,1,1,0
1903,1903,1,1,0
1904,1904,1,1,1
1905,1905,1,1,3
1906,1906,1,1,9
1907,1907,1,1,1
1908,1908,1,1,5
1909,1909,1,1,3
1910,1910,1,1,4
1911,1911,1,1,4
1912,1912,1,1,0
1913,1913,1,1,9
1914,1914,1,1,9
1915,1915,1,1,9
1916,1916,1,1,9
1917,1917,1,1,8
1918,1918,1,1,2
1919,1919,1,1,4
1920,1920,1,1,2
1921,1921,1,1,2
1922,1922,1,1,5
1923,1923,1,1,1
1924,1924,0,0,6
1925,1925,1,1,1
1926,1926,1,1,0
1927,1927,1,1,9
1928,1928,1,1,4
1929,1929,1,0,2
1930,1930,1,1,1
1931,1931,1,1,6
1932,1932,1,1,0
1933,1933,1,1,3
1934,1934,1,0,7
1935,1935,0,1,2
1936,1936,1,1,3
1937,1937,1,1,1
1938,1938,0,0,0
1939,1939,1,1,6
1940,1940,1,1,5
1941,1941,1,1,7
1942,1942,1,1,2
1943,1943,1,1,8
1944,1944,1,1,4
1945,1945,1,1,4
1946,1946,1,1,8
1947,1947,1,1,3
1948,1948,1,1,5
1949,1949,1,1,0
1950,1950,1,1,5
1951,1951,1,1,7
1952,1952,1,1,4
1953,1953,1,1,4
1954,1954,1,1,2
1955,1955,1,1,2
1956,1956,1,1,7
1957,1957,1,1,3
1958,1958,1,1,6
1959,1959,1,1,0
1960,1960,1,1,2
1961,1961,1,1,7
1962,1962,1,1,6
1963,1963,1,1,2
1964,1964,1,1,3
1965,1965,1,1,0
1966,1966,1,1,7
1967,1967,1,1,7
1968,1968,1,1,8
1969,1969,0,1,9
1970,1970,1,1,1
1971,1971,1,1,4
1972,1972,1,1,6
1973,1973,1,1,0
1974,1974,1,1,6
1975,1975,1,1,6
1976,1976,1,1,5
1977,1977,1,1,5
1978,1978,1,1,6
1979,1979,1,1,3
1980,1980,1,1,9
1981,1981,1,1,3
1982,1982,1,1,6
1983,1983,0,0,3
1984,1984,1,1,7
1985,1985,1,1,6
1986,1986,1,1,4
1987,1987,1,1,9
1988,1988,1,1,5
1989,1989,1,1,6
1990,1990,1,1,4
1991,1991,1,1,1
1992,1992,1,1,6
1993,1993,1,1,3
1994,1994,1,1,8
1995,1995,1,1,2
1996,1996,1,1,3
1997,1997,1,1,9
1998,1998,0,0,2
1999,1999,1,1,5
2000,2000,1,1,1
2001,2001,1,0,5
2002,2002,1,1,4
2003,2003,1,1,5
2004,2004,1,1,7
2005,2005,1,1,5
2006,2006,1,1,7
2007,2007,1,1,8
2008,2008,1,1,9
2009,2009,1,1,1
2010,2010,0,1,5
2011,2011,1,0,2
2012,2012,1,1,5
2013,2013,1,1,6
2014,2014,1,1,8
2015,2015,1,1,4
2016,2016,1,1,6
2017,2017,1,1,5
2018,2018,1,0,3
2019,2019,1,1,9
2020,2020,1,1,9
2021,2021,1,1,8
2022,2022,1,1,5
2023,2023,1,1,5
2024,2024,1,1,6
2025,2025,1,1,4
2026,2026,1,1,5
2027,2027,1,1,9
2028,2028,1,1,7
2029,2029,1,1,3
2030,2030,1,1,4
2031,2031,1,1,1
2032,2032,0,0,2
2033,2033,1,1,2
2034,2034,1,0,3
2035,2035,1,1,6
2036,2036,1,1,5
2037,2037,1,1,5
2038,2038,1,1,2
2039,2039,1,1,8
2040,2040,1,1,0
2041,2041,1,1,0
2042,2042,1,1,1
2043,2043,1,1,8
2044,2044,1,1,3
2045,2045,1,1,1
2046,2046,0,1,5
2047,2047,1,1,5
2048,2048,1,1,8
2049,2049,1,1,3
2050,2050,1,1,8
2051,2051,1,1,5
2052,2052,1,1,8
2053,2053,1,1,6
2054,2054,1,1,3
2055,2055,1,1,5
2056,2056,1,1,5
2057,2057,1,1,5
2058,2058,1,0,0
2059,2059,1,1,9
2060,2060,1,1,5
2061,2061,1,1,5
2062,2062,1,1,7
2063,2063,1,1,1
2064,2064,1,1,8
2065,2065,1,1,2
2066,2066,1,1,2
2067,2067,1,0,7
2068,2068,1,1,3
2069,2069,1,1,4
2070,2070,1,1,2
2071,2071,1,1,9
2072,2072,1,1,6
2073,2073,1,1,2
2074,2074,1,1,2
2075,2075,1,1,4
2076,2076,1,1,3
2077,2077,1,1,0
2078,2078,0,0,6
2079,2079,1,1,0
2080,2080,1,1,1
2081,2081,1,1,3
2082,2082,1,1,2
2083,2083,0,0,5
2084,2084,1,1,7
2085,2085,1,1,0
2086,2086,1,1,1
2087,2087,1,1,0
2088,2088,0,0,4
2089,2089,1,1,7
2090,2090,1,1,2
2091,2091,1,1,0
2092,2092,1,1,1
2093,2093,1,1,6
2094,2094,1,1,5
2095,2095,1,1,0
2096,2096,1,1,2
2097,2097,1,1,2
2098,2098,1,1,0
2099,2099,1,1,1
2100,2100,1,1,2
2101,2101,1,1,6
2102,2102,1,1,0
2103,2103,1,1,1
2104,2104,1,1,6
2105,2105,1,1,6
2106,2106,1,1,5
2107,2107,1,1,3
2108,2108,1,0,4
2109,2109,1,1,0
2110,2110,1,1,0
2111,2111,1,1,9
2112,2112,1,1,1
2113,2113,1,1,0
2114,2114,1,1,2
2115,2115,1,1,5
2116,2116,1,1,9
2117,2117,1,1,7
2118,2118,1,1,8
2119,2119,1,1,6
2120,2120,1,1,4
2121,2121,1,1,6
2122,2122,1,1,0
2123,2123,1,1,2
2124,2124,1,1,0
2125,2125,1,1,1
2126,2126,1,1,9
2127,2127,0,0,4
2128,2128,0,1,6
2129,2129,1,1,9
2130,2130,1,1,0
2131,2131,1,1,7
2132,2132,1,1,2
2133,2133,1,1,3
2134,2134,1,1,4
2135,2135,1,1,8
2136,2136,1,0,0
2137,2137,1,1,2
2138,2138,1,1,6
2139,2139,1,1,8
2140,2140,1,1,9
2141,2141,1,1,7
2142,2142,1,1,1
2143,2143,1,1,9
2144,2144,1,1,3
2145,2145,1,1,7
2146,2146,1,1,2
2147,2147,1,1,7
2148,2148,1,1,9
2149,2149,1,1,6
2150,2150,1,1,9
2151,2151,1,1,5
2152,2152,1,1,7
2153,2153,1,1,8
2154,2154,1,1,5
2155,2155,1,1,9
2156,2156,1,1,8
2157,2157,1,1,3
2158,2158,1,1,9
2159,2159,0,1,9
2160,2160,1,1,0
2161,2161,1,1,5
2162,2162,1,1,5
2163,2163,1,1,7
2164,2164,1,1,1
2165,2165,0,1,0
2166,2166,1,1,0
2167,2167,1,1,7
2168,2168,1,1,5
2169,2169,1,1,8
2170,2170,1,1,2
2171,2171,1,1,2
2172,2172,1,1,5
2173,2173,1,1,3
2174,2174,1,0,9
2175,2175,1,0,3
2176,2176,1,1,1
2177,2177,1,1,9
2178,2178,1,1,3
2179,2179,1,1,1
2180,2180,1,1,4
2181,2181,1,1,3
2182,2182,1,1,4
2183,2183,1,1,4
2184,2184,1,1,9
2185,2185,1,1,0
2186,2186,1,1,9
2187,2187,0,1,3
2188,2188,1,1,9
2189,2189,1,1,2
2190,2190,1,1,9
2191,2191,1,1,4
2192,2192,1,1,0
2193,2193,1,1,2
2194,2194,1,1,8
2195,2195,1,1,4
2196,2196,1,1,8
2197,2197,1,1,6
2198,2198,1,1,8
2199,2199,1,1,2
2200,2200,1,1,0
2201,2201,1,1,5
2202,2202,1,1,9
2203,2203,1,1,6
2204,2204,1,1,9
2205,2205,1,1,5
2206,2206,1,1,1
2207,2207,1,1,3
2208,2208,1,1,4
2209,2209,1,1,4
2210,2210,1,1,2
2211,2211,1,1,7
2212,2212,1,0,2
2213,2213,1,1,4
2214,2214,1,1,4
2215,2215,1,1,0
2216,2216,1,1,2
2217,2217,1,1,8
2218,2218,1,1,4
2219,2219,1,1,5
2220,2220,1,1,1
2221,2221,1,1,2
2222,2222,1,1,6
2223,2223,1,1,8
2224,2224,1,1,1
2225,2225,1,1,7
2226,2226,0,0,6
2227,2227,1,1,8
2228,2228,1,1,7
2229,2229,1,1,4
2230,2230,1,1,3
2231,2231,1,1,3
2232,2232,0,1,3
2233,2233,1,0,3
2234,2234,1,1,7
2235,2235,1,1,2
2236,2236,1,1,5
2237,2237,1,1,6
2238,2238,1,1,1
2239,2239,1,1,7
2240,2240,1,1,9
2241,2241,1,1,0
2242,2242,1,1,2
2243,2243,1,1,3
2244,2244,1,1,9
2245,2245,1,1,8
2246,2246,1,1,9
2247,2247,1,1,5
2248,2248,0,0,8
2249,2249,1,1,0
2250,2250,1,1,7
2251,2251,1,1,6
2252,2252,1,1,3
2253,2253,0,0,5
2254,2254,1,1,8
2255,2255,1,1,1
2256,2256,1,1,4
2257,2257,1,1,0
2258,2258,1,1,1
2259,2259,1,1,5
2260,2260,1,1,4
2261,2261,1,1,3
2262,2262,1,1,2
2263,2263,1,1,6
2264,2264,1,1,0
2265,2265,1,1,8
2266,2266,1,1,8
2267,2267,1,0,6
2268,2268,1,1,3
2269,2269,1,1,3
2270,2270,0,0,4
2271,2271,0,1,8
2272,2272,1,1,7
2273,2273,1,1,5
2274,2274,1,1,1
2275,2275,1,1,6
2276,2276,1,1,0
2277,2277,1,1,5
2278,2278,1,1,9
2279,2279,1,1,9
2280,2280,1,1,4
2281,2281,1,1,5
2282,2282,1,1,9
2283,2283,1,1,4
2284,2284,1,1,8
2285,2285,1,1,3
2286,2286,1,1,3
2287,2287,1,1,2
2288,2288,1,1,5
2289,2289,1,1,1
2290,2290,1,1,9
2291,2291,1,1,5
2292,2292,1,1,5
2293,2293,0,0,1
2294,2294,1,1,1
2295,2295,1,1,8
2296,2296,1,1,9
2297,2297,1,1,7
2298,2298,1,1,0
2299,2299,1,1,6
2300,2300,1,1,3
2301,2301,1,0,2
2302,2302,1,1,0
2303,2303,1,1,2
2304,2304,1,1,6
2305,2305,1,1,9
2306,2306,1,1,3
2307,2307,1,1,9
2308,2308,1,1,1
2309,2309,0,0,3
2310,2310,1,1,6
2311,2311,1,1,7
2312,2312,1,1,2
2313,2313,1,1,6
2314,2314,0,0,5
2315,2315,1,1,2
2316,2316,1,1,5
2317,2317,1,1,5
2318,2318,1,1,2
2319,2319,1,1,7
2320,2320,1,1,5
2321,2321,1,1,2
2322,2322,1,1,0
2323,2323,1,1,8
2324,2324,1,1,0
2325,2325,1,1,7
2326,2326,1,1,7
2327,2327,1,1,1
2328,2328,1,1,7
2329,2329,1,1,4
2330,2330,1,1,0
2331,2331,0,0,5
2332,2332,1,1,2
2333,2333,1,1,6
2334,2334,1,1,1
2335,2335,1,1,5
2336,2336,1,1,9
2337,2337,1,1,7
2338,2338,1,1,6
2339,2339,1,1,2
2340,2340,1,1,7
2341,2341,1,1,0
2342,2342,1,1,5
2343,2343,1,1,6
2344,2344,1,1,0
2345,2345,1,1,1
2346,2346,1,1,1
2347,2347,1,1,8
2348,2348,1,1,4
2349,2349,1,1,5
2350,2350,1,0,3
2351,2351,1,1,1
2352,2352,1,1,2
2353,2353,1,1,4
2354,2354,1,1,8
2355,2355,1,1,9
2356,2356,1,1,8
2357,2357,1,1,1
2358,2358,1,1,7
2359,2359,1,1,2
2360,2360,1,1,7
2361,2361,1,1,2
2362,2362,1,1,3
2363,2363,1,1,2
2364,2364,1,1,6
2365,2365,1,1,7
2366,2366,1,1,9
2367,2367,1,1,4
2368,2368,1,1,0
2369,2369,1,1,1
2370,2370,1,1,0
2371,2371,1,1,4
2372,2372,1,0,5
2373,2373,1,1,0
2374,2374,1,1,8
2375,2375,1,1,0
2376,2376,1,1,7
2377,2377,1,1,6
2378,2378,1,1,1
2379,2379,1,1,0
2380,2380,1,1,8
2381,2381,1,1,5
2382,2382,1,1,9
2383,2383,1,1,2
2384,2384,1,1,5
2385,2385,1,1,4
2386,2386,0,1,3
2387,2387,1,1,9
2388,2388,1,1,0
2389,2389,1,1,6
2390,2390,1,1,1
2391,2391,1,1,2
2392,2392,1,1,5
2393,2393,1,1,1
2394,2394,1,1,6
2395,2395,1,1,7
2396,2396,1,1,1
2397,2397,1,1,5
2398,2398,1,1,8
2399,2399,1,1,8
2400,2400,1,1,0
2401,2401,1,1,3
2402,2402,1,1,9
2403,2403,1,1,4
2404,2404,1,1,0
2405,2405,0,1,6
2406,2406,1,1,4
2407,2407,1,1,9
2408,2408,1,1,2
2409,2409,1,1,4
2410,2410,1,1,3
2411,2411,1,1,0
2412,2412,1,1,6
2413,2413,0,1,6
2414,2414,1,1,5
2415,2415,1,1,6
2416,2416,1,1,6
2417,2417,1,1,7
2418,2418,1,1,8
2419,2419,1,1,4
2420,2420,1,1,8
2421,2421,1,1,8
2422,2422,1,1,3
2423,2423,1,1,2
2424,2424,1,1,8
2425,2425,1,1,0
2426,2426,1,1,2
2427,2427,1,1,5
2428,2428,1,1,6
2429,2429,1,1,8
2430,2430,1,1,7
2431,2431,1,1,8
2432,2432,1,1,9
2433,2433,1,1,9
2434,2434,1,1,0
2435,2435,1,1,6
2436,2436,1,1,6
2437,2437,1,1,8
2438,2438,1,1,1
2439,2439,1,1,1
2440,2440,1,1,7
2441,2441,1,1,4
2442,2442,1,1,4
2443,2443,1,1,2
2444,2444,1,1,3
2445,2445,1,1,6
2446,2446,1,1,9
2447,2447,1,1,6
2448,2448,1,1,2
2449,2449,1,1,4
2450,2450,1,1,1
2451,2451,1,1,8
2452,2452,1,0,2
2453,2453,1,1,3
2454,2454,1,1,1
2455,2455,1,1,6
2456,2456,1,1,8
2457,2457,1,1,6
2458,2458,1,1,8
2459,2459,1,1,5
2460,2460,1,1,9
2461,2461,1,1,0
2462,2462,1,1,1
2463,2463,1,1,0
2464,2464,1,1,2
2465,2465,1,1,9
2466,2466,1,1,2
2467,2467,1,1,9
2468,2468,1,1,0
2469,2469,1,1,9
2470,2470,1,1,7
2471,2471,1,1,8
2472,2472,1,1,5
2473,2473,0,1,8
2474,2474,1,1,6
