,sample_idx,cifar_resnet50_cifar10_trades4_255_adv_conf4_255,cifar_resnet50_cifar10_trades4_255_is_acc,cifar_resnet50_cifar10_trades4_255_is_rob4_255,cifar_resnet50_cifar10_trades4_255_nat_conf,cifar_resnet50_cifar10_trades4_255_pred
1248,1248,0.3874364495277405,0,1,0.5148787498474121,4
1249,1249,0.4414823651313782,1,1,0.5864238739013672,4
1250,1250,0.5614514350891113,1,1,0.7165246605873108,7
1251,1251,0.3758185803890228,0,0,0.3096175193786621,5
1252,1252,0.887787938117981,1,1,0.93473881483078,5
1253,1253,0.8562893867492676,1,1,0.9190373420715332,8
1254,1254,0.9129211902618408,1,1,0.958623468875885,2
1255,1255,0.7407176494598389,1,1,0.8183237314224243,4
1256,1256,0.6867364645004272,0,1,0.9064105153083801,8
1257,1257,0.47436660528182983,1,1,0.6491348743438721,2
1258,1258,0.9066727757453918,1,1,0.9396567344665527,1
1259,1259,0.9085554480552673,1,1,0.9370365738868713,8
1260,1260,0.8401891589164734,0,0,0.6059358716011047,9
1261,1261,0.5568807125091553,1,0,0.3999427855014801,9
1262,1262,0.9495803713798523,1,1,0.9738376140594482,8
1263,1263,0.6916537880897522,1,0,0.605748176574707,8
1264,1264,0.9034928679466248,1,1,0.9448868632316589,8
1265,1265,0.6915097236633301,0,0,0.7217977046966553,1
1266,1266,0.641921877861023,1,0,0.7140044569969177,0
1267,1267,0.6783474087715149,1,1,0.7779027819633484,4
1268,1268,0.3744412660598755,1,0,0.5125786066055298,3
1269,1269,0.7944161295890808,1,1,0.864132821559906,3
1270,1270,0.6453933119773865,1,1,0.816888153553009,1
1271,1271,0.9788403511047363,1,1,0.9880457520484924,8
1272,1272,0.4190360903739929,0,1,0.6483550071716309,7
1273,1273,0.5257729887962341,1,1,0.6800051331520081,6
1274,1274,0.4031822085380554,1,1,0.5556135773658752,3
1275,1275,0.3485184609889984,1,0,0.4299461841583252,3
1276,1276,0.45980873703956604,1,1,0.631697952747345,5
1277,1277,0.42897605895996094,0,1,0.5248899459838867,3
1278,1278,0.794215738773346,1,1,0.8882119655609131,2
1279,1279,0.8737101554870605,1,1,0.9335165023803711,8
1280,1280,0.5703830718994141,0,0,0.5774745941162109,5
1281,1281,0.9695864319801331,1,1,0.9805243015289307,8
1282,1282,0.9129089713096619,1,1,0.9424834847450256,9
1283,1283,0.8066902160644531,1,1,0.8924769759178162,5
1284,1284,0.6045433878898621,1,1,0.8520566821098328,8
1285,1285,0.5718503594398499,1,1,0.7371610403060913,9
1286,1286,0.7145150303840637,1,1,0.853355884552002,8
1287,1287,0.4846140444278717,1,1,0.8457207083702087,9
1288,1288,0.9859508872032166,1,1,0.9892800450325012,1
1289,1289,0.49079951643943787,1,1,0.6600158214569092,6
1290,1290,0.9320545196533203,1,1,0.9462629556655884,5
1291,1291,0.8998144865036011,1,1,0.9362474679946899,9
1292,1292,0.4848637282848358,1,0,0.5350381731987,4
1293,1293,0.48476049304008484,1,0,0.3901591897010803,4
1294,1294,0.6365585923194885,0,0,0.6144932508468628,0
1295,1295,0.9270719885826111,1,1,0.9545486569404602,0
1296,1296,0.8608877062797546,1,1,0.9037176370620728,7
1297,1297,0.570780873298645,0,0,0.5949174165725708,0
1298,1298,0.9828392863273621,1,1,0.989159882068634,9
1299,1299,0.4461097717285156,1,0,0.49700185656547546,7
1300,1300,0.4465668499469757,0,1,0.4805729389190674,3
1301,1301,0.9832663536071777,1,1,0.9882732033729553,1
1302,1302,0.5486459136009216,1,0,0.2765677273273468,6
1303,1303,0.4856566786766052,1,0,0.62391597032547,4
1304,1304,0.35203248262405396,0,0,0.23337312042713165,8
1305,1305,0.7676356434822083,1,1,0.9427144527435303,9
1306,1306,0.5788396000862122,1,0,0.32788532972335815,1
1307,1307,0.5906391739845276,1,1,0.6846088171005249,2
1308,1308,0.462283730506897,0,1,0.4950220584869385,4
1309,1309,0.4231269955635071,1,1,0.5397242903709412,6
1310,1310,0.9493696093559265,1,1,0.9776719212532043,0
1311,1311,0.9040772318840027,1,1,0.9503746032714844,8
1312,1312,0.5873556137084961,1,1,0.6793848276138306,6
1313,1313,0.9529873132705688,1,1,0.9674518704414368,1
1314,1314,0.96681809425354,1,1,0.9817772507667542,9
1315,1315,0.8032107949256897,1,1,0.8434407114982605,4
1316,1316,0.8846768140792847,1,1,0.9170123338699341,5
1317,1317,0.9956483244895935,1,1,0.9964853525161743,9
1318,1318,0.42201635241508484,1,1,0.5896725654602051,5
1319,1319,0.9847860932350159,1,1,0.9903299808502197,0
1320,1320,0.7762558460235596,1,1,0.8588960766792297,7
1321,1321,0.4088992476463318,1,0,0.5250179171562195,2
1322,1322,0.9007617831230164,1,1,0.9409964680671692,0
1323,1323,0.5921472907066345,1,0,0.5687509179115295,0
1324,1324,0.6428309082984924,1,1,0.7544721961021423,4
1325,1325,0.4343438148498535,0,0,0.5606923699378967,4
1326,1326,0.44036221504211426,1,0,0.6055738925933838,6
1327,1327,0.9479416608810425,1,1,0.9615282416343689,6
1328,1328,0.4650075435638428,0,0,0.7023512125015259,3
1329,1329,0.6087499260902405,0,0,0.3763790726661682,7
1330,1330,0.5828360915184021,0,0,0.348403662443161,3
1331,1331,0.9515434503555298,1,1,0.9703515768051147,8
1332,1332,0.8513768911361694,1,1,0.9258082509040833,1
1333,1333,0.5063861608505249,1,0,0.7320132255554199,7
1334,1334,0.5102686285972595,0,0,0.5361248850822449,2
1335,1335,0.9931656718254089,1,1,0.9957922697067261,1
1336,1336,0.46703827381134033,1,1,0.6378988027572632,4
1337,1337,0.3448559641838074,1,0,0.3873486816883087,5
1338,1338,0.9048892855644226,1,1,0.9327576160430908,6
1339,1339,0.42994406819343567,0,0,0.5088748335838318,3
1340,1340,0.9928815364837646,1,1,0.9955909252166748,1
1341,1341,0.6677403450012207,1,1,0.7844666838645935,4
1342,1342,0.3502005636692047,1,0,0.5093221068382263,7
1343,1343,0.9388546347618103,1,1,0.9757645726203918,0
1344,1344,0.6123695373535156,1,1,0.7815733551979065,9
1345,1345,0.5474421381950378,1,1,0.6774604916572571,4
1346,1346,0.3395897150039673,0,0,0.2574305534362793,9
1347,1347,0.9785830974578857,1,1,0.9844574332237244,8
1348,1348,0.42715510725975037,1,0,0.37442630529403687,2
1349,1349,0.9740191102027893,1,1,0.9844188690185547,8
1350,1350,0.5045614838600159,1,0,0.4471176266670227,4
1351,1351,0.9965143799781799,1,1,0.9970740079879761,7
1352,1352,0.5053612589836121,0,0,0.5592907667160034,4
1353,1353,0.35045820474624634,1,0,0.31432950496673584,3
1354,1354,0.9199610948562622,1,1,0.9462944865226746,1
1355,1355,0.512464702129364,0,1,0.6209664344787598,3
1356,1356,0.4360406696796417,0,0,0.23886442184448242,3
1357,1357,0.8980040550231934,1,1,0.9517261981964111,9
1358,1358,0.966910183429718,1,1,0.9759566783905029,8
1359,1359,0.9586085677146912,1,1,0.9696459770202637,9
1360,1360,0.7174347639083862,1,1,0.7844454050064087,7
1361,1361,0.9161603450775146,1,1,0.9548730850219727,9
1362,1362,0.6978996992111206,1,1,0.7889219522476196,5
1363,1363,0.9423917531967163,1,1,0.9609560370445251,1
1364,1364,0.8659552335739136,1,1,0.9016129970550537,4
1365,1365,0.9409481287002563,1,1,0.9550334811210632,0
1366,1366,0.9464459419250488,1,1,0.9637253880500793,8
1367,1367,0.5692620873451233,1,1,0.6660885214805603,2
1368,1368,0.601179838180542,1,0,0.4920681118965149,3
1369,1369,0.8472052812576294,1,1,0.90699303150177,8
1370,1370,0.7965672016143799,0,0,0.5717173218727112,1
1371,1371,0.9806283712387085,1,1,0.9874045848846436,1
1372,1372,0.7715367078781128,0,0,0.5287087559700012,9
1373,1373,0.45764464139938354,1,1,0.5423957705497742,3
1374,1374,0.5758754014968872,1,0,0.6018884778022766,2
1375,1375,0.9171860218048096,1,1,0.9378390312194824,4
1376,1376,0.6071152091026306,1,1,0.8280963897705078,9
1377,1377,0.35718122124671936,1,1,0.5270729660987854,3
1378,1378,0.9689067006111145,1,1,0.9784871935844421,1
1379,1379,0.6273081302642822,1,0,0.6762509346008301,7
1380,1380,0.46261224150657654,1,0,0.4335919916629791,4
1381,1381,0.5848513841629028,1,1,0.6880179047584534,6
1382,1382,0.7555559873580933,1,1,0.8405851721763611,2
1383,1383,0.37649309635162354,1,0,0.3584417402744293,8
1384,1384,0.5150806903839111,1,1,0.7550095319747925,9
1385,1385,0.521722674369812,1,1,0.6841590404510498,5
1386,1386,0.8379577994346619,1,1,0.8830851912498474,3
1387,1387,0.971772313117981,1,1,0.9795347452163696,9
1388,1388,0.41676071286201477,1,0,0.4535040557384491,5
1389,1389,0.38191479444503784,0,0,0.4576375484466553,4
1390,1390,0.8305048942565918,1,1,0.8803671002388,6
1391,1391,0.4824851155281067,0,0,0.28326141834259033,4
1392,1392,0.7699988484382629,1,1,0.8680850863456726,2
1393,1393,0.35891085863113403,0,0,0.3805299401283264,3
1394,1394,0.3020455241203308,0,1,0.35889574885368347,5
1395,1395,0.3690011203289032,0,1,0.5424962043762207,6
1396,1396,0.7574084401130676,1,1,0.9296674728393555,1
1397,1397,0.9166980981826782,1,1,0.9408165216445923,0
1398,1398,0.7663695812225342,1,1,0.8454219698905945,7
1399,1399,0.6392934918403625,0,1,0.7982348799705505,0
1400,1400,0.565270721912384,1,1,0.6927366256713867,5
1401,1401,0.48468998074531555,1,0,0.599206805229187,4
1402,1402,0.7767747044563293,1,1,0.8429056406021118,7
1403,1403,0.5336472988128662,0,0,0.46984875202178955,4
1404,1404,0.9054834842681885,1,1,0.9416949152946472,1
1405,1405,0.5539591312408447,1,1,0.6531158685684204,1
1406,1406,0.8795278668403625,1,1,0.9308458566665649,9
1407,1407,0.5316752195358276,1,1,0.8078126907348633,8
1408,1408,0.9431489109992981,1,1,0.9759934544563293,1
1409,1409,0.7831906676292419,1,1,0.9059413075447083,0
1410,1410,0.9902980923652649,1,1,0.9922593235969543,1
1411,1411,0.6377212405204773,1,1,0.7311843633651733,3
1412,1412,0.9746882915496826,1,1,0.9821959137916565,1
1413,1413,0.8147008419036865,1,1,0.8999108672142029,1
1414,1414,0.9492300748825073,1,1,0.9623836874961853,1
1415,1415,0.824543833732605,1,1,0.8891556262969971,7
1416,1416,0.5731030106544495,1,0,0.5232136249542236,3
1417,1417,0.6669924259185791,1,1,0.8639988303184509,9
1418,1418,0.4113426208496094,0,0,0.5103991031646729,2
1419,1419,0.9877694249153137,1,1,0.9908343553543091,8
1420,1420,0.6661386489868164,1,0,0.5313406586647034,4
1421,1421,0.7567709684371948,1,1,0.8094367980957031,6
1422,1422,0.6243061423301697,1,1,0.862616240978241,8
1423,1423,0.7838454246520996,1,1,0.8418830037117004,4
1424,1424,0.9620063900947571,1,1,0.9723372459411621,9
1425,1425,0.4089604318141937,1,0,0.5507552623748779,4
1426,1426,0.7941690683364868,1,1,0.8448019623756409,7
1427,1427,0.8517999649047852,1,1,0.9077700972557068,9
1428,1428,0.6054418683052063,1,1,0.8477783203125,7
1429,1429,0.4695964455604553,1,0,0.5368409752845764,6
1430,1430,0.32449692487716675,1,0,0.5031952261924744,8
1431,1431,0.5003404021263123,1,1,0.6330500841140747,4
1432,1432,0.9793557524681091,1,1,0.9851239323616028,9
1433,1433,0.8434189558029175,1,1,0.8929456472396851,7
1434,1434,0.4630556106567383,1,0,0.5317848324775696,0
1435,1435,0.9811176657676697,1,1,0.9846413731575012,1
1436,1436,0.9570749402046204,1,1,0.9655123949050903,6
1437,1437,0.8733431100845337,1,1,0.9195859432220459,1
1438,1438,0.3947833776473999,0,1,0.6031589508056641,8
1439,1439,0.5602013468742371,1,1,0.8370591402053833,9
1440,1440,0.487558513879776,0,0,0.4322803318500519,8
1441,1441,0.5688818097114563,1,1,0.6405226588249207,4
1442,1442,0.5915374755859375,1,0,0.4395204782485962,3
1443,1443,0.4775514304637909,1,0,0.6124815344810486,4
1444,1444,0.964297354221344,1,1,0.9745961427688599,1
1445,1445,0.5485080480575562,0,0,0.4846096634864807,4
1446,1446,0.8772761821746826,1,1,0.9492220282554626,0
1447,1447,0.8457849621772766,1,1,0.9148982763290405,8
1448,1448,0.8097926378250122,1,1,0.8806760907173157,4
1449,1449,0.9223023056983948,1,1,0.9409803152084351,6
1450,1450,0.4303424656391144,1,1,0.48878365755081177,2
1451,1451,0.3945142924785614,1,0,0.35764434933662415,2
1452,1452,0.6667012572288513,1,1,0.8156028985977173,6
1453,1453,0.41986843943595886,0,0,0.27152693271636963,6
1454,1454,0.6903316974639893,1,1,0.8030626773834229,3
1455,1455,0.9638872742652893,1,1,0.9779049158096313,6
1456,1456,0.4675862193107605,1,0,0.3561740219593048,2
1457,1457,0.9745868444442749,1,1,0.9808135628700256,1
1458,1458,0.9085044860839844,1,1,0.9414058923721313,1
1459,1459,0.743037223815918,1,1,0.8914719223976135,8
1460,1460,0.7418957948684692,1,1,0.7967701554298401,6
1461,1461,0.848253071308136,1,1,0.9177451133728027,0
1462,1462,0.47212135791778564,1,0,0.44486483931541443,4
1463,1463,0.6043526530265808,1,1,0.7927642464637756,0
1464,1464,0.6981074810028076,1,1,0.8636037111282349,1
1465,1465,0.9452379941940308,1,1,0.9616325497627258,9
1466,1466,0.9804621934890747,1,1,0.986315906047821,7
1467,1467,0.8842113018035889,1,1,0.9394792914390564,1
1468,1468,0.8271101117134094,1,1,0.8830491304397583,3
1469,1469,0.9610254764556885,1,1,0.9699370265007019,7
1470,1470,0.635313868522644,0,0,0.43113574385643005,2
1471,1471,0.61415034532547,1,0,0.4603186249732971,8
1472,1472,0.8382666110992432,1,1,0.9142282009124756,7
1473,1473,0.9688286781311035,1,1,0.9777241349220276,7
1474,1474,0.5474535822868347,1,1,0.7559188008308411,3
1475,1475,0.8786263465881348,1,1,0.950419008731842,9
1476,1476,0.9521155953407288,1,1,0.9632633924484253,7
1477,1477,0.7329766750335693,1,1,0.8893086314201355,7
1478,1478,0.7020142674446106,0,0,0.3436340093612671,9
1479,1479,0.3493255078792572,1,1,0.5535367727279663,2
1480,1480,0.40723907947540283,1,1,0.7311919927597046,1
1481,1481,0.9730326533317566,1,1,0.9826819896697998,2
1482,1482,0.7750833034515381,1,1,0.8352693319320679,8
1483,1483,0.8530371785163879,1,1,0.9116253852844238,6
1484,1484,0.4183861017227173,1,0,0.527996838092804,4
1485,1485,0.7507079243659973,1,1,0.891793966293335,0
1486,1486,0.8794766068458557,1,1,0.9083437323570251,7
1487,1487,0.9431893229484558,1,1,0.9629577398300171,9
1488,1488,0.6065414547920227,1,1,0.8096985220909119,8
1489,1489,0.5090816020965576,1,1,0.6417787671089172,6
1490,1490,0.9764411449432373,1,1,0.9865009188652039,8
1491,1491,0.40288394689559937,0,1,0.5008780360221863,6
1492,1492,0.3752848505973816,0,0,0.34414926171302795,8
1493,1493,0.7413769364356995,1,1,0.8159046173095703,1
1494,1494,0.7755852341651917,1,1,0.891966700553894,7
1495,1495,0.5023172497749329,1,1,0.6571252346038818,2
1496,1496,0.45141705870628357,0,0,0.5539041757583618,4
1497,1497,0.9636929631233215,1,1,0.9734757542610168,8
1498,1498,0.5586180090904236,0,1,0.6596795320510864,3
1499,1499,0.48834073543548584,1,0,0.7024533152580261,8
1500,1500,0.8816043138504028,1,1,0.9305452704429626,1
1501,1501,0.376648485660553,0,0,0.41750797629356384,3
1502,1502,0.4286467730998993,1,0,0.31919533014297485,2
1503,1503,0.42883506417274475,1,1,0.6273647546768188,4
1504,1504,0.3757995367050171,1,0,0.6213262677192688,1
1505,1505,0.41344621777534485,1,0,0.48561760783195496,2
1506,1506,0.49278807640075684,0,1,0.6585995554924011,7
1507,1507,0.46672022342681885,1,0,0.43879762291908264,2
1508,1508,0.922131359577179,1,1,0.9613860845565796,8
1509,1509,0.9607853293418884,1,1,0.9710196852684021,1
1510,1510,0.7472891211509705,1,1,0.8469694256782532,8
1511,1511,0.9976208806037903,1,1,0.9981867671012878,1
1512,1512,0.8198288083076477,1,1,0.9319064617156982,8
1513,1513,0.38630205392837524,0,0,0.3109951913356781,5
1514,1514,0.4272095859050751,1,0,0.5871281027793884,0
1515,1515,0.608322262763977,1,1,0.7451528906822205,2
1516,1516,0.5692076683044434,1,1,0.6902384161949158,4
1517,1517,0.9857139587402344,1,1,0.989072322845459,1
1518,1518,0.5446820259094238,1,1,0.6029388904571533,3
1519,1519,0.6877877116203308,1,1,0.838469386100769,6
1520,1520,0.7112475037574768,1,1,0.7808526754379272,7
1521,1521,0.5406500101089478,1,0,0.6335707902908325,7
1522,1522,0.739999532699585,1,1,0.806638777256012,4
1523,1523,0.7224460244178772,1,1,0.8022441864013672,4
1524,1524,0.3848215639591217,1,1,0.5273789763450623,3
1525,1525,0.43378007411956787,0,1,0.6877680420875549,5
1526,1526,0.3976835608482361,1,0,0.510672926902771,4
1527,1527,0.43524259328842163,0,0,0.30108919739723206,2
1528,1528,0.9867377877235413,1,1,0.9912782311439514,2
1529,1529,0.3370450437068939,0,1,0.37998244166374207,3
1530,1530,0.49298354983329773,1,0,0.609293520450592,3
1531,1531,0.6778092384338379,1,1,0.7826114892959595,7
1532,1532,0.5359166264533997,1,0,0.7164492011070251,8
1533,1533,0.8600160479545593,1,1,0.9073106050491333,4
1534,1534,0.5859168767929077,1,1,0.6582065224647522,4
1535,1535,0.6621060967445374,1,0,0.4989760220050812,4
1536,1536,0.5666481256484985,0,1,0.6714836955070496,3
1537,1537,0.438129723072052,1,1,0.6014037132263184,4
1538,1538,0.384394109249115,1,1,0.49804121255874634,3
1539,1539,0.3947128355503082,1,0,0.4291926324367523,2
1540,1540,0.9630764722824097,1,1,0.9717361927032471,8
1541,1541,0.6929805278778076,1,1,0.753165602684021,4
1542,1542,0.5177029371261597,1,1,0.6243572235107422,5
1543,1543,0.46846553683280945,1,0,0.5039216876029968,5
1544,1544,0.5205029845237732,1,1,0.6240642666816711,4
1545,1545,0.7708171010017395,1,1,0.9063414335250854,1
1546,1546,0.5401296019554138,1,1,0.6702635288238525,4
1547,1547,0.5513635873794556,0,0,0.6081432700157166,0
1548,1548,0.5776032209396362,1,0,0.5258235335350037,5
1549,1549,0.7348711490631104,0,0,0.5634850859642029,9
1550,1550,0.5340372920036316,1,1,0.7240228056907654,6
1551,1551,0.5886433720588684,1,1,0.6831353902816772,4
1552,1552,0.37738218903541565,1,0,0.38090088963508606,3
1553,1553,0.5815087556838989,1,1,0.6642388105392456,4
1554,1554,0.6544447541236877,0,0,0.45407941937446594,6
1555,1555,0.6513370871543884,1,1,0.8070511221885681,0
1556,1556,0.7548938989639282,1,1,0.8691314458847046,8
1557,1557,0.8595042824745178,1,1,0.907340407371521,8
1558,1558,0.4733664393424988,1,1,0.6710866689682007,4
1559,1559,0.4800568222999573,1,0,0.5218756794929504,5
1560,1560,0.9989978671073914,1,1,0.9992966651916504,7
1561,1561,0.5120604038238525,1,1,0.6295747756958008,5
1562,1562,0.8597046732902527,1,1,0.8867689371109009,6
1563,1563,0.9883558750152588,1,1,0.991175651550293,9
1564,1564,0.7787123322486877,1,1,0.8937906622886658,1
1565,1565,0.6965916156768799,1,1,0.7585720419883728,6
1566,1566,0.8391651511192322,1,1,0.9212906956672668,7
1567,1567,0.815065324306488,1,1,0.888700544834137,2
1568,1568,0.7434221506118774,1,1,0.8312861919403076,0
1569,1569,0.8937702775001526,1,1,0.9660263061523438,1
1570,1570,0.5700846910476685,1,0,0.47985774278640747,4
1571,1571,0.5642208456993103,1,0,0.5288105607032776,5
1572,1572,0.47847530245780945,1,0,0.32102641463279724,6
1573,1573,0.5684980750083923,1,1,0.7758342027664185,0
1574,1574,0.494490385055542,0,0,0.48697975277900696,9
1575,1575,0.48130306601524353,1,1,0.6146558523178101,2
1576,1576,0.49364209175109863,1,0,0.30280715227127075,7
1577,1577,0.43716350197792053,0,0,0.2584303319454193,3
1578,1578,0.620227575302124,1,1,0.7701746225357056,6
1579,1579,0.9203637838363647,1,1,0.9596603512763977,0
1580,1580,0.5008073449134827,0,0,0.3755611777305603,3
1581,1581,0.5910241007804871,0,0,0.2362450212240219,5
1582,1582,0.9532923698425293,1,1,0.9651573300361633,9
1583,1583,0.6749014258384705,1,0,0.3510242998600006,1
1584,1584,0.5110264420509338,1,1,0.717294454574585,7
1585,1585,0.9735185503959656,1,1,0.983705997467041,7
1586,1586,0.6990736722946167,1,1,0.8153636455535889,5
1587,1587,0.6211599707603455,1,0,0.5140308737754822,2
1588,1588,0.5568933486938477,1,1,0.7198471426963806,5
1589,1589,0.7821944355964661,1,1,0.8646003007888794,6
1590,1590,0.533061683177948,0,0,0.45151662826538086,2
1591,1591,0.9982967972755432,1,1,0.9987063407897949,1
1592,1592,0.5336074829101562,1,0,0.44523006677627563,4
1593,1593,0.7363766431808472,1,1,0.8082350492477417,3
1594,1594,0.4396286904811859,1,1,0.5724053978919983,3
1595,1595,0.45017772912979126,0,0,0.32985299825668335,5
1596,1596,0.9481600522994995,1,1,0.9710073471069336,0
1597,1597,0.4104202687740326,1,1,0.5449159145355225,3
1598,1598,0.6396489143371582,1,1,0.7256753444671631,5
1599,1599,0.9353458285331726,1,1,0.9502581357955933,5
1600,1600,0.43738624453544617,0,0,0.4358738362789154,9
1601,1601,0.8837143182754517,1,1,0.9372056126594543,9
1602,1602,0.651703417301178,1,1,0.7797812223434448,7
1603,1603,0.9153603911399841,1,1,0.9610389471054077,3
1604,1604,0.9931685924530029,1,1,0.995751142501831,1
1605,1605,0.4472106695175171,1,0,0.3172358572483063,3
1606,1606,0.40166977047920227,1,1,0.5213775038719177,3
1607,1607,0.40611448884010315,1,0,0.5023667216300964,3
1608,1608,0.4315788149833679,1,1,0.6049732565879822,4
1609,1609,0.5249192118644714,1,1,0.6831214427947998,4
1610,1610,0.4678494930267334,0,0,0.2886379659175873,0
1611,1611,0.5180976986885071,1,1,0.6270402073860168,3
1612,1612,0.45270052552223206,0,0,0.30879876017570496,6
1613,1613,0.562213659286499,1,1,0.8287808895111084,8
1614,1614,0.9906332492828369,1,1,0.9925202131271362,1
1615,1615,0.8583028316497803,1,1,0.9118698239326477,7
1616,1616,0.8090779781341553,1,1,0.8697840571403503,7
1617,1617,0.9824073314666748,1,1,0.986265242099762,0
1618,1618,0.3190705478191376,0,0,0.41503486037254333,2
1619,1619,0.8666069507598877,1,1,0.8973061442375183,4
1620,1620,0.46917107701301575,1,0,0.36537328362464905,5
1621,1621,0.941015362739563,1,1,0.9552942514419556,1
1622,1622,0.43154796957969666,1,1,0.5885693430900574,4
1623,1623,0.4474444091320038,0,0,0.37337276339530945,4
1624,1624,0.5218105912208557,1,1,0.7246671915054321,4
1625,1625,0.4834190309047699,1,1,0.6203981637954712,3
1626,1626,0.35362154245376587,1,0,0.221321702003479,9
1627,1627,0.9843127727508545,1,1,0.9872546792030334,9
1628,1628,0.819692850112915,1,1,0.8998804092407227,4
1629,1629,0.9754602313041687,1,1,0.9811117053031921,9
1630,1630,0.9423055052757263,1,1,0.977933943271637,9
1631,1631,0.8119478225708008,1,1,0.9162061810493469,1
1632,1632,0.46406248211860657,1,0,0.5073620080947876,8
1633,1633,0.6287519931793213,0,0,0.623794436454773,8
1634,1634,0.7560687065124512,1,1,0.819905698299408,6
1635,1635,0.6386238932609558,1,1,0.8468980193138123,7
1636,1636,0.3988386392593384,1,0,0.39026308059692383,5
1637,1637,0.46778422594070435,1,1,0.7729662656784058,5
1638,1638,0.38113418221473694,1,0,0.4267762005329132,4
1639,1639,0.5147358775138855,1,1,0.8321881294250488,9
1640,1640,0.39426934719085693,0,0,0.2827485203742981,4
1641,1641,0.816815197467804,1,1,0.8956298232078552,6
1642,1642,0.4126381576061249,0,0,0.3140808045864105,4
1643,1643,0.7092332243919373,1,1,0.837742805480957,9
1644,1644,0.3825775384902954,0,0,0.3587700128555298,6
1645,1645,0.5555282831192017,1,1,0.6886303424835205,4
1646,1646,0.9761843681335449,1,1,0.9874985814094543,0
1647,1647,0.8310883045196533,1,1,0.8874796032905579,7
1648,1648,0.5025532245635986,1,1,0.7096731066703796,8
1649,1649,0.39242857694625854,1,0,0.24291548132896423,5
1650,1650,0.9755166172981262,1,1,0.9830986857414246,5
1651,1651,0.8401360511779785,1,1,0.864605724811554,0
1652,1652,0.9800741076469421,1,1,0.9875520467758179,0
1653,1653,0.6183169484138489,1,1,0.8020733594894409,9
1654,1654,0.9723910093307495,1,1,0.9856387972831726,9
1655,1655,0.9110037088394165,1,1,0.9287168383598328,8
1656,1656,0.4847221374511719,1,0,0.4576033651828766,2
1657,1657,0.793566882610321,1,1,0.8681302666664124,5
1658,1658,0.8249576091766357,1,1,0.8729478716850281,4
1659,1659,0.9554581046104431,1,1,0.9735907912254333,8
1660,1660,0.5982284545898438,1,1,0.6872273683547974,3
1661,1661,0.4927513003349304,1,1,0.5732066631317139,6
1662,1662,0.4739812910556793,1,0,0.4578065276145935,3
1663,1663,0.43507522344589233,1,0,0.6612996459007263,6
1664,1664,0.8930314779281616,1,1,0.9507125020027161,0
1665,1665,0.8689503073692322,1,1,0.8989337682723999,6
1666,1666,0.4739381670951843,1,1,0.6158153414726257,6
1667,1667,0.45796528458595276,1,1,0.6136073470115662,6
1668,1668,0.48961809277534485,1,0,0.7553910613059998,9
1669,1669,0.6935433745384216,1,1,0.7992809414863586,6
1670,1670,0.5265312790870667,0,0,0.5446493029594421,4
1671,1671,0.9281612634658813,1,1,0.9541626572608948,8
1672,1672,0.6672853827476501,1,1,0.7553135752677917,6
1673,1673,0.6888054609298706,0,0,0.45623159408569336,6
1674,1674,0.5511243343353271,1,1,0.7033920288085938,4
1675,1675,0.4789346158504486,0,0,0.3085116446018219,7
1676,1676,0.8474358320236206,1,1,0.9218997955322266,8
1677,1677,0.9920358061790466,1,1,0.9930701851844788,1
1678,1678,0.5036699175834656,1,1,0.6625320315361023,2
1679,1679,0.9803661704063416,1,1,0.9884297847747803,7
1680,1680,0.6141590476036072,1,1,0.7756199240684509,6
1681,1681,0.3969741761684418,0,0,0.3081265687942505,6
1682,1682,0.9129566550254822,1,1,0.9349839687347412,7
1683,1683,0.6312209963798523,1,0,0.7471163868904114,8
1684,1684,0.4950832724571228,0,0,0.7059617042541504,9
1685,1685,0.46248242259025574,0,0,0.2503076195716858,2
1686,1686,0.6713285446166992,1,0,0.5123355388641357,0
1687,1687,0.5744287967681885,1,0,0.59255450963974,8
1688,1688,0.7915447354316711,1,1,0.8758876323699951,6
1689,1689,0.6096963882446289,0,0,0.4370700716972351,7
1690,1690,0.5824761986732483,1,0,0.34386640787124634,2
1691,1691,0.9580690264701843,1,1,0.9751191735267639,8
1692,1692,0.7230365872383118,1,1,0.9537702798843384,9
1693,1693,0.5750524997711182,0,0,0.5066142678260803,8
1694,1694,0.9947020411491394,1,1,0.9960130453109741,0
1695,1695,0.8497464060783386,1,1,0.9451683163642883,9
1696,1696,0.6033139228820801,1,1,0.7995153665542603,4
1697,1697,0.9083551168441772,1,1,0.9399550557136536,9
1698,1698,0.4380204379558563,1,1,0.5750701427459717,5
1699,1699,0.8609568476676941,1,1,0.9054243564605713,7
1700,1700,0.499447762966156,1,0,0.4456627368927002,5
1701,1701,0.6697930693626404,1,1,0.7832600474357605,5
1702,1702,0.5364152193069458,1,1,0.8318156599998474,9
1703,1703,0.9158132672309875,1,1,0.9539929628372192,5
1704,1704,0.48119738698005676,1,1,0.6790639162063599,3
1705,1705,0.9712390303611755,1,1,0.9797773957252502,0
1706,1706,0.9955880641937256,1,1,0.9966525435447693,1
1707,1707,0.8294715285301208,1,1,0.925434947013855,9
1708,1708,0.6672875285148621,1,1,0.8085920214653015,7
1709,1709,0.5200459957122803,1,1,0.6259007453918457,2
1710,1710,0.5365375280380249,1,0,0.37792786955833435,4
1711,1711,0.9749177694320679,1,1,0.9788399934768677,1
