,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_adv_conf1_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_adv_conf2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_adv_conf4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_rob1_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_rob2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_rob4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_nat_conf,Rebuffi2021Fixing_28_10_cutmix_ddpm_pred
1462,1462,0.1046941503882408,0.11754514276981355,0.15466928482055664,1,1,0,0,0.10566797107458115,65
1463,1463,0.17140960693359375,0.2127126157283783,0.30432331562042236,0,0,0,0,0.13636499643325806,45
1464,1464,0.1713680922985077,0.1992001980543137,0.25892412662506104,0,0,0,0,0.1609056144952774,89
1465,1465,0.324361264705658,0.29853448271751404,0.2672027051448822,0,1,1,0,0.3480047285556793,49
1466,1466,0.3751769959926605,0.3740284740924835,0.36565402150154114,0,1,1,1,0.3746812641620636,30
1467,1467,0.4956485033035278,0.4721992313861847,0.43072134256362915,1,1,1,1,0.519794225692749,66
1468,1468,0.358733594417572,0.3490625321865082,0.3261420428752899,0,1,1,1,0.3672051727771759,46
1469,1469,0.7343710660934448,0.7306917905807495,0.7220157384872437,1,1,1,1,0.7371890544891357,8
1470,1470,0.6741830706596375,0.6552714109420776,0.6156965494155884,1,1,1,1,0.692207932472229,94
1471,1471,0.4033558666706085,0.3885814845561981,0.36248263716697693,1,1,1,1,0.4187304377555847,25
1472,1472,0.32918041944503784,0.3427408039569855,0.3803166449069977,0,1,0,0,0.34205877780914307,62
1473,1473,0.19681651890277865,0.24756531417369845,0.3533797562122345,0,1,0,0,0.21247181296348572,40
1474,1474,0.6582696437835693,0.6403082609176636,0.5970106720924377,1,1,1,1,0.6726534366607666,12
1475,1475,0.471872091293335,0.4517711699008942,0.5212054252624512,0,1,0,0,0.5083550214767456,87
1476,1476,0.107555590569973,0.10684231668710707,0.1257128119468689,0,1,1,0,0.10744170099496841,55
1477,1477,0.4683921933174133,0.432091623544693,0.3605937659740448,1,1,1,1,0.5047624111175537,76
1478,1478,0.3604313731193543,0.36866334080696106,0.3727237284183502,1,1,1,1,0.3484036326408386,13
1479,1479,0.3796460032463074,0.3671512305736542,0.342813640832901,0,1,1,1,0.39166685938835144,11
1480,1480,0.6505762934684753,0.6339154243469238,0.596257746219635,1,1,1,1,0.6657559275627136,7
1481,1481,0.4991629421710968,0.4846538603305817,0.45328062772750854,1,1,1,1,0.5111269950866699,91
1482,1482,0.1019853726029396,0.10117755085229874,0.1215607225894928,0,1,0,0,0.10576122254133224,80
1483,1483,0.3781358599662781,0.3698011636734009,0.34870588779449463,1,1,1,1,0.3849659860134125,45
1484,1484,0.7950565218925476,0.7898110151290894,0.7782602906227112,1,1,1,1,0.8002092242240906,51
1485,1485,0.650173544883728,0.6326632499694824,0.5948349237442017,1,1,1,1,0.6663576364517212,53
1486,1486,0.6629002690315247,0.6375905275344849,0.5810455679893494,1,1,1,1,0.6857961416244507,28
1487,1487,0.4910541772842407,0.4613875448703766,0.3972318172454834,1,1,1,1,0.5185242295265198,9
1488,1488,0.5962952971458435,0.5634105205535889,0.4896703362464905,1,1,1,1,0.6255704760551453,87
1489,1489,0.2758884429931641,0.2729710638523102,0.26367732882499695,1,1,1,1,0.27786311507225037,13
1490,1490,0.1999548077583313,0.19286422431468964,0.17371076345443726,1,1,1,1,0.20491810142993927,30
1491,1491,0.7806305289268494,0.771925687789917,0.7504503726959229,1,1,1,1,0.7889412045478821,58
1492,1492,0.42728614807128906,0.4104546904563904,0.4113573431968689,0,1,1,0,0.44430121779441833,10
1493,1493,0.06818100810050964,0.07562318444252014,0.09327507764101028,0,0,0,0,0.06538325548171997,42
1494,1494,0.2570081353187561,0.2369927018880844,0.24360762536525726,0,1,1,0,0.2781728506088257,0
1495,1495,0.7458500266075134,0.722619354724884,0.6556994318962097,1,1,1,1,0.7656266689300537,39
1496,1496,0.0750776007771492,0.07575933635234833,0.09945940226316452,0,1,0,0,0.07520236819982529,32
1497,1497,0.3775537312030792,0.3738259077072144,0.3645132780075073,0,1,1,1,0.38033342361450195,96
1498,1498,0.09463036805391313,0.09432382881641388,0.12954622507095337,0,1,0,0,0.09944526106119156,50
1499,1499,0.5042037963867188,0.4767223596572876,0.412448525428772,1,1,1,1,0.5292943120002747,26
1500,1500,0.18087603151798248,0.17011745274066925,0.22682258486747742,0,1,1,0,0.19078555703163147,26
1501,1501,0.6354726552963257,0.6180610060691833,0.5811870694160461,1,1,1,1,0.6518595218658447,59
1502,1502,0.3991492986679077,0.3819887638092041,0.3427252769470215,1,1,1,1,0.4140148460865021,64
1503,1503,0.21764597296714785,0.2584308087825775,0.3444044291973114,0,0,0,0,0.20196177065372467,15
1504,1504,0.3701783120632172,0.36643996834754944,0.356911301612854,1,1,1,1,0.3728097975254059,92
1505,1505,0.8597561120986938,0.8581206202507019,0.854758083820343,1,1,1,1,0.8614083528518677,14
1506,1506,0.8480228185653687,0.8454039096832275,0.8385788798332214,1,1,1,1,0.8505700826644897,26
1507,1507,0.20932422578334808,0.2552977800369263,0.3608415722846985,1,0,0,0,0.1829383373260498,37
1508,1508,0.8538051843643188,0.8506574630737305,0.8432829976081848,1,1,1,1,0.8566384315490723,94
1509,1509,0.11038432270288467,0.12451530247926712,0.16347861289978027,0,1,0,0,0.10941758006811142,6
1510,1510,0.5214198231697083,0.4814376533031464,0.3767488896846771,1,1,1,1,0.554280161857605,15
1511,1511,0.3832960426807404,0.3806079030036926,0.361580491065979,0,1,1,1,0.377023309469223,5
1512,1512,0.15678885579109192,0.204374760389328,0.32028427720069885,1,0,0,0,0.12990202009677887,7
1513,1513,0.693875253200531,0.6574631929397583,0.573235273361206,1,1,1,1,0.7269602417945862,32
1514,1514,0.8874362111091614,0.8833779096603394,0.8750131130218506,1,1,1,1,0.8912790417671204,9
1515,1515,0.14556598663330078,0.1644335836172104,0.20156608521938324,0,0,0,0,0.1371135264635086,15
1516,1516,0.1956290304660797,0.2121831625699997,0.25476449728012085,1,1,0,0,0.20291151106357574,12
1517,1517,0.0779900923371315,0.08600890636444093,0.10356731712818146,0,0,0,0,0.07636165618896484,3
1518,1518,0.5257357358932495,0.5126742720603943,0.47899535298347473,1,1,1,1,0.53657466173172,78
1519,1519,0.1205291599035263,0.13810886442661285,0.17645694315433502,0,0,0,0,0.1219324916601181,50
1520,1520,0.099346823990345,0.11196888983249664,0.1374596804380417,0,0,0,0,0.08984178304672241,4
1521,1521,0.21595969796180725,0.22452238202095032,0.2375570833683014,0,1,1,1,0.20489612221717834,46
1522,1522,0.28231993317604065,0.26133427023887634,0.2184632122516632,1,1,1,1,0.30240726470947266,69
1523,1523,0.24180884659290314,0.2259144335985184,0.19231782853603363,1,1,1,1,0.25758907198905945,66
1524,1524,0.17639048397541046,0.17397138476371765,0.1664985716342926,0,1,1,1,0.1782555878162384,27
1525,1525,0.8943774700164795,0.8934580683708191,0.891437828540802,1,1,1,1,0.8954325318336487,20
1526,1526,0.7678727507591248,0.7628119587898254,0.7497358918190002,1,1,1,1,0.7718079090118408,54
1527,1527,0.07533545792102814,0.09622707962989807,0.1505827158689499,0,0,0,0,0.06164633110165596,35
1528,1528,0.8999607563018799,0.8993157744407654,0.898079514503479,1,1,1,1,0.9005337357521057,86
1529,1529,0.2591245472431183,0.24464964866638186,0.326153963804245,1,1,1,0,0.2736726403236389,84
1530,1530,0.18605676293373108,0.18046416342258453,0.16786359250545502,0,1,1,1,0.19096820056438446,63
1531,1531,0.15605871379375458,0.15210582315921786,0.14446383714675903,0,1,1,1,0.1597171425819397,43
1532,1532,0.11011360585689543,0.1318276673555374,0.1817161589860916,0,0,0,0,0.1010725349187851,34
1533,1533,0.4494696855545044,0.43365126848220825,0.39897993206977844,1,1,1,1,0.46431076526641846,54
1534,1534,0.6908037662506104,0.665401816368103,0.6066284775733948,1,1,1,1,0.7127583622932434,69
1535,1535,0.6453889608383179,0.635082483291626,0.6149711608886719,1,1,1,1,0.6556423306465149,47
1536,1536,0.8319373130798341,0.8231702446937561,0.8057894110679626,1,1,1,1,0.8407983183860779,62
1537,1537,0.25250354409217834,0.24016472697258,0.21743479371070862,0,1,1,1,0.2643961012363434,32
1538,1538,0.0995093286037445,0.10507768392562866,0.14960232377052307,0,1,0,0,0.09571073204278946,89
1539,1539,0.7076129317283629,0.7015965580940247,0.6871305108070374,0,1,1,1,0.71309894323349,73
1540,1540,0.1745516061782837,0.14092543721199036,0.19657640159130096,1,1,1,0,0.21617445349693298,16
1541,1541,0.26405104994773865,0.280559241771698,0.31609442830085754,0,0,0,0,0.25850486755371094,2
1542,1542,0.14406059682369232,0.16811110079288485,0.23228047788143158,0,1,0,0,0.14332127571105957,6
1543,1543,0.17632845044136047,0.15734075009822845,0.19843843579292297,0,1,0,0,0.20178157091140747,6
1544,1544,0.7349280118942261,0.7251452207565308,0.7048856616020203,1,1,1,1,0.7451186776161194,59
1545,1545,0.29416459798812866,0.2936479449272156,0.34515225887298584,1,1,1,0,0.2915664315223694,81
1546,1546,0.3242634236812592,0.3112547993659973,0.29431596398353577,1,1,1,0,0.3351554870605469,39
1547,1547,0.4277560412883759,0.4228664934635161,0.4100743532180786,1,1,1,1,0.4321541488170624,79
1548,1548,0.5857170820236206,0.5636033415794373,0.5152134299278259,1,1,1,1,0.6056225299835205,25
1549,1549,0.18447867035865784,0.15398910641670227,0.16618245840072632,0,1,1,0,0.22270117700099945,75
1550,1550,0.13350938260555267,0.12742064893245694,0.1921176165342331,0,1,1,0,0.1381487399339676,3
1551,1551,0.13720883429050446,0.13454370200634005,0.14077958464622498,0,1,1,0,0.13927020132541656,30
1552,1552,0.4644013047218323,0.4557478129863739,0.4371475875377655,1,1,1,1,0.472633421421051,17
1553,1553,0.12533347308635712,0.14235544204711914,0.17806775867938995,1,0,0,0,0.12050164490938187,49
1554,1554,0.2841804623603821,0.25510460138320923,0.2633175849914551,0,1,1,0,0.3106074631214142,71
1555,1555,0.3178407251834869,0.3091341853141785,0.31364905834198,1,1,1,0,0.3253982365131378,74
1556,1556,0.6560422778129578,0.6493968367576599,0.6330279111862183,1,1,1,1,0.661963164806366,63
1557,1557,0.8058313727378845,0.8003368973731995,0.7871612906455994,0,1,1,1,0.8104149699211121,28
1558,1558,0.332690954208374,0.3093781769275665,0.2532707750797272,1,1,1,1,0.3540666997432709,56
1559,1559,0.37199798226356506,0.35163065791130066,0.299054890871048,0,1,1,1,0.38792943954467773,21
1560,1560,0.1829308420419693,0.16756746172904968,0.18018081784248352,0,1,1,0,0.20013903081417084,1
1561,1561,0.566355288028717,0.5491322278976439,0.5129582285881042,1,1,1,1,0.5828214287757874,11
1562,1562,0.8795711398124695,0.8789557814598083,0.8771442770957947,1,1,1,1,0.8803523182868958,9
1563,1563,0.32620179653167725,0.3303800225257873,0.3313910663127899,1,1,1,1,0.3211258351802826,17
1564,1564,0.2275553643703461,0.22738198935985565,0.22592146694660187,1,1,1,1,0.2279217690229416,31
1565,1565,0.4051788151264191,0.39176473021507263,0.3722943067550659,1,1,1,0,0.4191102981567383,52
1566,1566,0.3354156017303467,0.3481025695800781,0.37282177805900574,0,0,0,0,0.340952605009079,96
1567,1567,0.13462163507938385,0.14486163854599,0.17119713127613068,0,1,0,0,0.13781727850437164,43
1568,1568,0.7812903523445129,0.7760206460952759,0.7610263228416443,1,1,1,1,0.7857939600944519,58
1569,1569,0.16990920901298526,0.19495655596256256,0.2474239468574524,0,0,0,0,0.17661286890506744,65
1570,1570,0.11800317466259005,0.12049855291843414,0.14630438387393951,0,1,0,0,0.12721401453018188,43
1571,1571,0.07818973064422607,0.08490193635225296,0.10644203424453735,0,1,0,0,0.07996723055839539,78
1572,1572,0.12046263366937635,0.12107525765895845,0.14591147005558014,1,1,0,0,0.12125610560178757,15
1573,1573,0.25234249234199524,0.24477894604206085,0.228613018989563,1,1,1,1,0.25886350870132446,15
1574,1574,0.1612178236246109,0.156926229596138,0.1762988567352295,0,1,1,0,0.16560208797454834,18
1575,1575,0.5220950841903687,0.492395430803299,0.431427001953125,1,1,1,1,0.5504533648490906,56
1576,1576,0.20440061390399933,0.1934702694416046,0.20315583050251007,1,1,1,0,0.21542888879776,3
1577,1577,0.2205324023962021,0.2296266108751297,0.23694629967212677,0,1,1,1,0.20828324556350708,95
1578,1578,0.7925690412521362,0.7836589217185974,0.761817991733551,1,1,1,1,0.8000409007072449,57
1579,1579,0.6287568807601929,0.6210014820098877,0.6023777723312378,1,1,1,1,0.6353580355644226,5
1580,1580,0.2384004145860672,0.2581590712070465,0.32173484563827515,0,1,0,0,0.23885875940322876,23
1581,1581,0.1762995719909668,0.2116350829601288,0.330512136220932,0,1,0,0,0.1973186433315277,54
1582,1582,0.6130600571632385,0.603082001209259,0.5822180509567261,0,1,1,1,0.6226582527160645,52
1583,1583,0.18617480993270874,0.1816224306821823,0.22433941066265106,0,1,0,0,0.20583084225654602,96
1584,1584,0.3032737076282501,0.29736095666885376,0.28391245007514954,1,1,1,1,0.3083886206150055,64
1585,1585,0.25474536418914795,0.2526404857635498,0.24426081776618958,1,1,1,1,0.2562014162540436,3
1586,1586,0.5339484214782715,0.494784027338028,0.4148787558078766,1,1,1,1,0.5720969438552856,22
1587,1587,0.116046205163002,0.14350125193595886,0.2075367122888565,0,0,0,0,0.09244437515735626,50
1588,1588,0.35664984583854675,0.337307870388031,0.34093543887138367,1,1,1,0,0.37573716044425964,15
1589,1589,0.7600551843643188,0.743717610836029,0.7073071599006653,1,1,1,1,0.7751543521881104,83
1590,1590,0.32668864727020264,0.3213894665241241,0.3079310953617096,1,1,1,1,0.33103105425834656,19
1591,1591,0.15909706056118011,0.1487070471048355,0.13090161979198456,1,1,1,1,0.1705329716205597,64
1592,1592,0.7744054198265076,0.7633419036865234,0.7383999824523926,1,1,1,1,0.7850255370140076,61
1593,1593,0.6225644946098328,0.6142691373825073,0.5943735837936401,1,1,1,1,0.6295874118804932,33
1594,1594,0.7896005511283875,0.7834095358848572,0.7676577568054199,1,1,1,1,0.7948287129402161,16
1595,1595,0.5479124188423157,0.5316182374954224,0.49122270941734314,1,1,1,1,0.5640773773193359,76
1596,1596,0.4884836077690125,0.4631111919879913,0.4131104648113251,0,1,1,1,0.5134191513061523,56
1597,1597,0.1846855729818344,0.18161365389823916,0.17490127682685852,1,1,1,0,0.18389463424682617,87
1598,1598,0.2621819376945496,0.2808293998241425,0.31802693009376526,1,0,0,0,0.2505255937576294,92
1599,1599,0.7674602270126343,0.7472662925720215,0.695076048374176,1,1,1,1,0.7845842838287354,39
1600,1600,0.28620633482933044,0.31223392486572266,0.3699135184288025,0,0,0,0,0.2930125296115875,71
1601,1601,0.5723676681518555,0.5347945094108582,0.4557148814201355,1,1,1,1,0.6073430180549622,59
1602,1602,0.13889703154563904,0.14319933950901031,0.15139564871788025,0,1,1,1,0.13423514366149902,37
1603,1603,0.16467545926570892,0.19364388287067413,0.2533184289932251,0,0,0,0,0.17116442322731018,45
1604,1604,0.6333707571029663,0.6094231009483337,0.5541548132896423,1,1,1,1,0.6532617211341858,68
1605,1605,0.17705753445625305,0.17042140662670135,0.1648349016904831,0,1,1,0,0.183440700173378,18
1606,1606,0.7358852028846741,0.7195534706115723,0.6779146194458008,1,1,1,1,0.7496883273124695,23
1607,1607,0.11540847271680832,0.11679837852716445,0.13037480413913727,1,1,1,0,0.11357438564300537,42
1608,1608,0.2340199500322342,0.23096901178359985,0.3023380637168884,1,1,0,0,0.27073371410369873,47
1609,1609,0.1243438646197319,0.1307707279920578,0.13833211362361908,0,1,1,1,0.11672130227088928,11
1610,1610,0.34076157212257385,0.32168519496917725,0.33707544207572937,0,1,1,0,0.35862118005752563,25
1611,1611,0.13560669124126434,0.12984639406204224,0.13437563180923462,1,1,1,0,0.14169976115226746,80
1612,1612,0.7468907237052917,0.7320746779441833,0.6945039629936218,1,1,1,1,0.7596352696418762,24
1613,1613,0.5837376117706299,0.5629125237464905,0.5171712040901184,1,1,1,1,0.6040986180305481,17
1614,1614,0.4893076419830322,0.4536744654178619,0.4139270782470703,1,1,1,0,0.5239432454109192,12
1615,1615,0.14770323038101196,0.1659443825483322,0.20459792017936707,0,0,0,0,0.1355471909046173,78
1616,1616,0.16981136798858645,0.19011147320270536,0.23353055119514465,1,0,0,0,0.17790327966213226,13
1617,1617,0.445402055978775,0.4297316372394562,0.4524458348751068,0,1,1,0,0.45957663655281067,37
1618,1618,0.10592523962259293,0.10234244912862778,0.10620336979627609,0,1,1,0,0.10916157066822052,32
1619,1619,0.6065865755081177,0.5965745449066162,0.5751097798347473,1,1,1,1,0.6165139079093933,21
1620,1620,0.5257651805877686,0.5205811858177185,0.5083770751953125,1,1,1,1,0.5317525267601013,42
1621,1621,0.7385677695274353,0.7328216433525085,0.7200191617012024,1,1,1,1,0.7444251179695129,21
1622,1622,0.17423571646213531,0.16092494130134585,0.16348876059055328,0,1,1,0,0.1873645782470703,98
1623,1623,0.10502029955387117,0.12642650306224826,0.17101846635341644,0,0,0,0,0.0932181254029274,8
1624,1624,0.3203189074993133,0.3040816187858581,0.27213889360427856,1,1,1,1,0.33504849672317505,21
1625,1625,0.7884463667869568,0.7834064960479736,0.7705135345458984,1,1,1,1,0.7933387756347656,61
1626,1626,0.09040464460849762,0.09033595025539398,0.09135150909423828,0,1,1,0,0.09046103060245514,80
1627,1627,0.8807196617126465,0.8793561458587646,0.8766615986824036,1,1,1,1,0.8820939660072327,41
1628,1628,0.6809285283088684,0.6468642950057983,0.5656499266624451,1,1,1,1,0.7111546397209167,16
1629,1629,0.5054787397384644,0.4869506359100342,0.44946765899658203,0,1,1,1,0.5235763192176819,51
1630,1630,0.4328441619873047,0.4214106500148773,0.3979294002056122,1,1,1,1,0.4440523087978363,54
1631,1631,0.5482376217842102,0.5224592685699463,0.4681628346443176,0,1,1,1,0.5730886459350586,92
1632,1632,0.2470882087945938,0.2402869015932083,0.22428420186042786,0,1,1,1,0.25349166989326477,21
1633,1633,0.2966112196445465,0.3487083315849304,0.45200321078300476,1,0,0,0,0.30832618474960327,84
1634,1634,0.122675359249115,0.1194249615073204,0.1337881088256836,0,1,1,0,0.1250808984041214,4
1635,1635,0.22742605209350586,0.21464884281158447,0.2631480097770691,1,1,0,0,0.24792708456516266,37
1636,1636,0.3342125713825226,0.3236666321754456,0.300693541765213,0,1,1,1,0.34422048926353455,52
1637,1637,0.3158474564552307,0.34052595496177673,0.38663217425346375,1,0,0,0,0.3033643960952759,92
1638,1638,0.707768976688385,0.7006465196609497,0.6845269799232483,1,1,1,1,0.7149609327316284,71
1639,1639,0.7251569032669067,0.7132332921028137,0.6878212094306946,1,1,1,1,0.7368088960647583,17
1640,1640,0.24427765607833865,0.24282823503017426,0.25859394669532776,1,1,1,0,0.24381573498249054,96
1641,1641,0.8990743160247803,0.8969409465789795,0.8894047737121582,1,1,1,1,0.9005119204521179,94
1642,1642,0.6453646421432495,0.6481367349624634,0.6461701989173889,1,1,1,1,0.6411375403404236,39
1643,1643,0.12366370856761932,0.13984017074108124,0.17487052083015442,0,0,0,0,0.11850155889987946,64
1644,1644,0.16388797760009766,0.15215317904949188,0.19028693437576294,1,1,1,0,0.17692416906356812,79
1645,1645,0.1375076323747635,0.1360965371131897,0.16739392280578613,1,1,1,0,0.13741028308868408,34
1646,1646,0.7066154479980469,0.6898655295372009,0.6490253210067749,1,1,1,1,0.722603440284729,26
1647,1647,0.35569658875465393,0.3392738699913025,0.3077032268047333,1,1,1,1,0.37338194251060486,33
1648,1648,0.17642775177955627,0.20884498953819275,0.2800442576408386,1,0,0,0,0.15235860645771027,24
1649,1649,0.1726972907781601,0.15092305839061734,0.24428491294384003,0,1,1,0,0.19368892908096313,37
1650,1650,0.4124545156955719,0.4381164610385895,0.4891464412212372,1,0,0,0,0.4323497414588928,53
1651,1651,0.08993582427501677,0.1063537448644638,0.14781750738620758,0,1,0,0,0.08959165215492249,42
1652,1652,0.9086276888847352,0.908316969871521,0.9081560373306274,1,1,1,1,0.9090197682380676,20
1653,1653,0.22624805569648745,0.22338630259037015,0.2279902547597885,1,1,1,0,0.228429913520813,47
1654,1654,0.12025702744722365,0.12001706659793855,0.15607434511184692,0,1,0,0,0.12202174961566925,45
1655,1655,0.14819610118865967,0.15615114569664,0.19938352704048157,0,1,1,0,0.139037624001503,13
1656,1656,0.2229904383420944,0.2549057006835937,0.3230999708175659,0,0,0,0,0.22018344700336456,48
1657,1657,0.4774563312530518,0.4709628820419312,0.4508821368217468,1,1,1,1,0.4812094569206238,25
1658,1658,0.3023962378501892,0.28467297554016113,0.29169633984565735,0,1,1,0,0.31808793544769287,10
1659,1659,0.8339501023292542,0.8335820436477661,0.8313524127006531,1,1,1,1,0.8340535759925842,56
1660,1660,0.7360867261886597,0.7190436124801636,0.6801947355270386,1,1,1,1,0.7518974542617798,68
1661,1661,0.11685706675052646,0.11613060534000395,0.1453937441110611,0,1,0,0,0.11960641294717789,43
1662,1662,0.21924246847629547,0.2409444749355316,0.28593626618385315,0,0,0,0,0.2131907194852829,81
1663,1663,0.4571857154369354,0.43991559743881226,0.40545469522476196,1,1,1,1,0.4742947220802307,92
1664,1664,0.21660420298576355,0.20491477847099304,0.19996824860572815,1,1,1,0,0.22683513164520264,12
1665,1665,0.6061892509460449,0.5977054834365845,0.5784429907798767,1,1,1,1,0.6141529083251953,46
1666,1666,0.4049442410469055,0.3587208390235901,0.43445390462875366,1,1,1,0,0.45172327756881714,76
1667,1667,0.5420481562614441,0.5296754240989685,0.5046694874763489,1,1,1,1,0.5547877550125122,67
1668,1668,0.2001015543937683,0.2163110375404358,0.24909047782421112,0,0,0,0,0.20257417857646942,44
1669,1669,0.43732473254203796,0.4350380003452301,0.4286510646343231,1,1,1,1,0.4382319152355194,2
1670,1670,0.16792060434818268,0.1612388640642166,0.16326896846294403,0,1,1,0,0.1758524775505066,12
1671,1671,0.8952478170394897,0.8948652148246765,0.8935803771018982,1,1,1,1,0.8954839706420898,48
1672,1672,0.2326138019561768,0.2463161200284958,0.27420103549957275,1,0,0,0,0.22145165503025055,3
1673,1673,0.1159353256225586,0.1291857808828354,0.16635920107364655,0,1,0,0,0.11836026608943939,21
1674,1674,0.9281970858573914,0.9271373748779296,0.9254594445228577,1,1,1,1,0.9292356371879578,20
1675,1675,0.8855339288711548,0.8806779384613037,0.8710177540779114,1,1,1,1,0.8903273940086365,8
1676,1676,0.2633192241191864,0.2438948452472687,0.19605304300785065,0,1,1,1,0.28169605135917664,77
1677,1677,0.4730962514877319,0.4634217321872711,0.4427977204322815,0,1,1,1,0.48253747820854187,83
1678,1678,0.17788968980312347,0.16878670454025269,0.18625867366790771,1,1,1,0,0.1862366497516632,63
1679,1679,0.4947241544723511,0.4677356481552124,0.40281763672828674,1,1,1,1,0.5177799463272095,7
1680,1680,0.582567572593689,0.5626949667930603,0.5142488479614258,1,1,1,1,0.5992007255554199,10
1681,1681,0.4705651104450226,0.4575674533843994,0.4278271794319153,0,1,1,1,0.4826304614543915,56
1682,1682,0.3067100346088409,0.300216943025589,0.3054870367050171,0,1,1,0,0.3129478394985199,2
1683,1683,0.21731291711330414,0.20802949368953705,0.19360153377056122,0,1,1,1,0.2274678349494934,96
1684,1684,0.371294230222702,0.3622001111507416,0.34417223930358887,1,1,1,1,0.3794974684715271,90
1685,1685,0.5829619765281677,0.5516090989112854,0.4769580662250519,1,1,1,1,0.6103322505950928,69
1686,1686,0.07552927732467651,0.08697351813316345,0.11298521608114243,0,0,0,0,0.06797788292169571,72
1687,1687,0.13464704155921936,0.13229216635227206,0.15516026318073273,0,1,1,0,0.1351844072341919,19
1688,1688,0.11042105406522752,0.11333633959293365,0.1477857232093811,0,1,0,0,0.11292898654937744,74
1689,1689,0.0871547982096672,0.1008319929242134,0.13254745304584503,0,0,0,0,0.08808698505163193,84
1690,1690,0.4775715470314026,0.4559069275856018,0.4126589894294739,0,1,1,1,0.49888989329338074,22
1691,1691,0.6145719885826111,0.5777744650840759,0.4975855052471161,1,1,1,1,0.6487723588943481,5
1692,1692,0.14409738779067993,0.14194835722446442,0.14043094217777252,0,1,1,0,0.1449049711227417,27
1693,1693,0.8753738403320312,0.8737319707870483,0.8698211312294006,1,1,1,1,0.8769322633743286,86
1694,1694,0.2917183041572571,0.2634045779705048,0.30565309524536133,1,1,1,0,0.31936895847320557,85
1695,1695,0.4211823642253876,0.4063738584518433,0.3755018711090088,1,1,1,1,0.4354141056537628,33
1696,1696,0.374322921037674,0.3652698993682861,0.34841760993003845,1,1,1,1,0.38331612944602966,10
1697,1697,0.10694930702447893,0.11906109005212785,0.14475606381893158,1,0,0,0,0.10138951241970062,44
1698,1698,0.1979909241199493,0.1936119943857193,0.1855066567659378,1,1,1,1,0.20248012244701385,34
1699,1699,0.8489089012145996,0.8452964425086975,0.8370859026908875,1,1,1,1,0.852448582649231,24
1700,1700,0.13814818859100342,0.1626579463481903,0.21765866875648499,1,0,0,0,0.13738852739334106,56
1701,1701,0.2766084671020508,0.3083256185054779,0.3793233335018158,1,0,0,0,0.28202810883522034,61
1702,1702,0.3422932028770447,0.3345634639263153,0.3922419846057892,1,1,0,0,0.3751590847969055,62
1703,1703,0.7984114289283752,0.7881526350975037,0.7642940282821655,1,1,1,1,0.8076841235160828,38
1704,1704,0.19524645805358887,0.18216939270496368,0.21331632137298584,0,1,1,0,0.2095486968755722,79
1705,1705,0.20025408267974854,0.20909655094146729,0.2635260820388794,1,1,0,0,0.21079248189926147,44
1706,1706,0.9178454279899596,0.915745735168457,0.9121245741844177,1,1,1,1,0.9199296832084656,53
1707,1707,0.4042192995548248,0.38797396421432495,0.35549667477607727,1,1,1,1,0.4219534397125244,7
1708,1708,0.10723719000816344,0.139264777302742,0.21339298784732819,0,0,0,0,0.09228187054395676,79
1709,1709,0.4412747323513031,0.4260942935943604,0.392999529838562,1,1,1,1,0.4561153054237366,17
1710,1710,0.09785286337137222,0.1488349437713623,0.27948442101478577,0,0,0,0,0.07223668694496155,6
1711,1711,0.1809312403202057,0.17251019179821014,0.1628243774175644,0,1,0,1,0.18848992884159088,24
1712,1712,0.234284445643425,0.22295540571212769,0.2567885220050812,0,1,1,0,0.24513551592826843,92
1713,1713,0.8733447194099426,0.8646561503410339,0.8420179486274719,1,1,1,1,0.8807118535041809,82
1714,1714,0.3886523544788361,0.4141031205654144,0.46453309059143066,0,0,0,0,0.3629891276359558,22
1715,1715,0.5549061894416809,0.5450294017791748,0.5258374214172363,1,1,1,1,0.564267635345459,21
1716,1716,0.3069244623184204,0.3025795817375183,0.3435616195201874,1,1,1,0,0.3108697533607483,30
1717,1717,0.16268454492092133,0.1825184673070908,0.22315967082977295,0,0,0,0,0.16040726006031036,64
1718,1718,0.26673823595047,0.28576889634132385,0.32322120666503906,1,0,0,0,0.2624601423740387,47
1719,1719,0.8940014839172363,0.8921289443969727,0.8882141709327698,1,1,1,1,0.8956714272499084,57
1720,1720,0.8291819095611572,0.8160087466239929,0.7852079272270203,1,1,1,1,0.8416051268577576,16
1721,1721,0.16675789654254913,0.14691714942455292,0.1922086477279663,1,1,1,0,0.18883714079856873,81
1722,1722,0.4591692388057709,0.4477299451828003,0.423918217420578,0,1,1,1,0.47094103693962097,95
1723,1723,0.1434648334980011,0.1397859901189804,0.13280877470970154,1,1,1,1,0.14685264229774475,72
1724,1724,0.3995290696620941,0.388410747051239,0.3639092445373535,0,1,1,1,0.4103516638278961,52
1725,1725,0.15782226622104645,0.15707351267337802,0.15367858111858368,0,1,1,1,0.15901140868663788,33
