,sample_idx,cifar_resnet50_cifar10_autoaugment_trades4_255_adv_conf4_255,cifar_resnet50_cifar10_autoaugment_trades4_255_is_acc,cifar_resnet50_cifar10_autoaugment_trades4_255_is_rob4_255,cifar_resnet50_cifar10_autoaugment_trades4_255_nat_conf,cifar_resnet50_cifar10_autoaugment_trades4_255_pred
1053,1053,0.610350489616394,0,0,0.4380824565887451,5
1054,1054,0.5505102276802063,1,1,0.7059786915779114,1
1055,1055,0.5745752453804016,1,1,0.6991714239120483,5
1056,1056,0.5185530185699463,0,0,0.5184258222579956,5
1057,1057,0.3827054798603058,0,0,0.5754110813140869,5
1058,1058,0.4506182372570038,1,1,0.6327041387557983,6
1059,1059,0.5934891104698181,1,1,0.6798025369644165,8
1060,1060,0.8784390687942505,1,1,0.9240453839302063,9
1061,1061,0.39047232270240784,1,1,0.5582037568092346,1
1062,1062,0.5681369304656982,1,1,0.7398539781570435,6
1063,1063,0.553419828414917,1,1,0.6875911951065063,4
1064,1064,0.35388442873954773,0,1,0.4200877845287323,3
1065,1065,0.3884052038192749,0,0,0.41222772002220154,9
1066,1066,0.9289829134941101,0,1,0.9565544724464417,1
1067,1067,0.973694384098053,1,1,0.9827269315719604,0
1068,1068,0.8308303356170654,1,1,0.8909969329833984,9
1069,1069,0.8389581441879272,1,1,0.8818833231925964,6
1070,1070,0.6468948721885681,1,1,0.7162036895751953,3
1071,1071,0.8084077835083008,1,1,0.853883683681488,6
1072,1072,0.6357119679450989,0,1,0.7111667990684509,8
1073,1073,0.9682102203369141,1,1,0.9773979783058167,7
1074,1074,0.682069718837738,1,1,0.739441990852356,3
1075,1075,0.4566991627216339,1,1,0.6573725342750549,8
1076,1076,0.6132104396820068,1,1,0.8141689300537109,0
1077,1077,0.9352370500564575,1,1,0.9477232098579407,0
1078,1078,0.984243631362915,1,1,0.9881755113601685,0
1079,1079,0.925701379776001,1,1,0.9582191705703735,6
1080,1080,0.6754330396652222,1,1,0.8109133839607239,6
1081,1081,0.8246237635612488,1,1,0.8815755248069763,6
1082,1082,0.8017061948776245,1,1,0.8783746361732483,9
1083,1083,0.31064504384994507,1,1,0.37919706106185913,2
1084,1084,0.5260998606681824,1,1,0.6553485989570618,5
1085,1085,0.800684928894043,1,1,0.8577353358268738,4
1086,1086,0.6340847015380859,1,1,0.685718834400177,4
1087,1087,0.6820881366729736,1,1,0.7574161887168884,6
1088,1088,0.5813212990760803,1,1,0.6584041118621826,3
1089,1089,0.618678629398346,1,1,0.7282219529151917,6
1090,1090,0.5200151801109314,1,1,0.6683001518249512,0
1091,1091,0.7648431658744812,1,1,0.8737749457359314,8
1092,1092,0.39162084460258484,1,0,0.35673972964286804,6
1093,1093,0.37342140078544617,1,0,0.2637684941291809,0
1094,1094,0.37390294671058655,1,0,0.3588548004627228,6
1095,1095,0.43795016407966614,1,1,0.563927948474884,2
1096,1096,0.9122055172920227,1,1,0.9444783926010132,7
1097,1097,0.7437999844551086,1,1,0.8020526170730591,5
1098,1098,0.8224520683288574,1,1,0.8868712186813354,1
1099,1099,0.6145039200782776,1,1,0.6866134405136108,2
1100,1100,0.5343538522720337,0,0,0.33139854669570923,0
1101,1101,0.8779993057250977,1,1,0.9256377816200256,8
1102,1102,0.779746949672699,1,1,0.8433374762535095,8
1103,1103,0.8550466895103455,1,1,0.9238166213035583,0
1104,1104,0.809312641620636,1,1,0.8845407962799072,9
1105,1105,0.3764271140098572,0,1,0.36338672041893005,3
1106,1106,0.9020830988883972,1,1,0.9213221669197083,9
1107,1107,0.7590910196304321,1,1,0.8156182765960693,7
1108,1108,0.5597508549690247,1,1,0.6595341563224792,2
1109,1109,0.5412254929542542,1,1,0.659042477607727,0
1110,1110,0.9940693378448486,1,1,0.9959887862205505,2
1111,1111,0.7819408774375916,1,1,0.8474055528640747,8
1112,1112,0.3936710059642792,1,1,0.44847196340560913,3
1113,1113,0.8020820617675781,1,1,0.8862898945808411,8
1114,1114,0.7221056818962097,1,1,0.8086288571357727,9
1115,1115,0.9375434517860413,1,1,0.9513543844223022,1
1116,1116,0.4241180419921875,1,1,0.5699092149734497,5
1117,1117,0.6681764125823975,1,1,0.7414713501930237,5
1118,1118,0.4464496672153473,1,0,0.4723450541496277,4
1119,1119,0.8720941543579102,1,1,0.9126434326171875,7
1120,1120,0.5570639371871948,0,0,0.41763511300086975,2
1121,1121,0.4097222089767456,1,1,0.4990173280239105,3
1122,1122,0.5426859855651855,1,0,0.6257553100585938,8
1123,1123,0.39320337772369385,1,1,0.5220959186553955,3
1124,1124,0.4616152048110962,0,1,0.5371065139770508,2
1125,1125,0.7136176824569702,1,1,0.7845904231071472,6
1126,1126,0.8512412309646606,0,1,0.9018172025680542,0
1127,1127,0.711186408996582,1,1,0.7502254247665405,8
1128,1128,0.40868163108825684,1,1,0.5560690760612488,4
1129,1129,0.40594860911369324,0,0,0.3706386387348175,6
1130,1130,0.4210264980792999,1,0,0.2894838750362396,7
1131,1131,0.3992478549480438,0,0,0.6229998469352722,9
1132,1132,0.2891666293144226,1,0,0.42462587356567383,2
1133,1133,0.22623325884342194,1,1,0.26846691966056824,4
1134,1134,0.6113354563713074,1,1,0.7664308547973633,1
1135,1135,0.60263991355896,1,1,0.7435234189033508,6
1136,1136,0.6918235421180725,1,1,0.8384484648704529,9
1137,1137,0.38552990555763245,0,0,0.22079460322856903,9
1138,1138,0.3681357502937317,1,0,0.3110111951828003,5
1139,1139,0.8894323110580444,1,1,0.9237927198410034,8
1140,1140,0.39082324504852295,1,0,0.5312188267707825,6
1141,1141,0.9858391880989075,1,1,0.9929053783416748,1
1142,1142,0.7923563718795776,1,1,0.864630937576294,8
1143,1143,0.9607399702072144,1,1,0.9735445380210876,6
1144,1144,0.6641259789466858,1,1,0.7598789930343628,1
1145,1145,0.46077823638916016,1,0,0.4253915250301361,4
1146,1146,0.46663767099380493,1,0,0.48676741123199463,2
1147,1147,0.4222589135169983,1,0,0.4594469964504242,6
1148,1148,0.46638238430023193,1,1,0.6535470485687256,2
1149,1149,0.3911571800708771,0,0,0.4306669235229492,4
1150,1150,0.5130399465560913,0,0,0.3865864872932434,7
1151,1151,0.38973987102508545,1,1,0.5273563265800476,2
1152,1152,0.8161299228668213,1,1,0.8556125164031982,0
1153,1153,0.6273596286773682,1,1,0.800991952419281,8
1154,1154,0.5076830983161926,1,1,0.6500623226165771,6
1155,1155,0.650384783744812,1,1,0.7845304012298584,9
1156,1156,0.4268141984939575,1,0,0.4495912194252014,1
1157,1157,0.7885676622390747,1,1,0.8500937819480896,7
1158,1158,0.7762427926063538,1,1,0.879450798034668,1
1159,1159,0.4966970384120941,1,1,0.7360846400260925,8
1160,1160,0.7641259431838989,1,1,0.8694460988044739,8
1161,1161,0.611192524433136,1,1,0.6678668856620789,0
1162,1162,0.8990819454193115,1,1,0.9283019304275513,7
1163,1163,0.4272426962852478,0,0,0.35208263993263245,5
1164,1164,0.6701019406318665,1,1,0.7554827332496643,8
1165,1165,0.6224547028541565,1,1,0.7209028005599976,0
1166,1166,0.4017672538757324,0,0,0.2295132875442505,4
1167,1167,0.358140766620636,1,0,0.4020414352416992,4
1168,1168,0.5666298866271973,1,0,0.5000032782554626,3
1169,1169,0.8273481726646423,1,1,0.9119112491607666,7
1170,1170,0.9689114689826965,1,1,0.9769682288169861,7
1171,1171,0.9357788562774658,1,1,0.9403238892555237,9
1172,1172,0.5085613131523132,1,0,0.3931822180747986,2
1173,1173,0.49558526277542114,1,0,0.46572571992874146,3
1174,1174,0.9771590828895569,1,1,0.9828029870986938,1
1175,1175,0.8004446029663086,1,1,0.8407272100448608,9
1176,1176,0.9412555694580078,1,1,0.9524818658828735,1
1177,1177,0.4943355321884155,1,1,0.7408187985420227,9
1178,1178,0.41656261682510376,0,1,0.4708704948425293,2
1179,1179,0.5354966521263123,1,1,0.5923474431037903,3
1180,1180,0.4009789526462555,1,1,0.5374513268470764,3
1181,1181,0.34076568484306335,0,1,0.41424769163131714,6
1182,1182,0.8724592924118042,1,1,0.9008371233940125,1
1183,1183,0.8435277938842773,1,1,0.8977042436599731,0
1184,1184,0.46193763613700867,1,1,0.5628829002380371,6
1185,1185,0.6278311014175415,0,0,0.4052789807319641,8
1186,1186,0.35313209891319275,1,1,0.42059141397476196,4
1187,1187,0.834181547164917,1,1,0.8855030536651611,1
1188,1188,0.6853321194648743,1,1,0.7641331553459167,0
1189,1189,0.4732947051525116,1,1,0.6724324226379395,0
1190,1190,0.926937997341156,1,1,0.9511812329292297,1
1191,1191,0.45630112290382385,1,1,0.8323531150817871,1
1192,1192,0.3974652886390686,1,1,0.548303484916687,6
1193,1193,0.32231059670448303,1,0,0.35529232025146484,5
1194,1194,0.8962733745574951,1,1,0.9210518002510071,4
1195,1195,0.9098138213157654,1,1,0.9344921708106995,6
1196,1196,0.8236619830131531,1,1,0.8737516403198242,2
1197,1197,0.7674689292907715,1,1,0.8833015561103821,0
1198,1198,0.9245743751525879,1,1,0.9499853253364563,7
1199,1199,0.8164591193199158,1,1,0.8620824813842773,9
1200,1200,0.8246282935142517,1,1,0.8823714256286621,8
1201,1201,0.6824564933776855,1,1,0.8249194025993347,7
1202,1202,0.8598766922950745,1,1,0.9057087302207947,2
1203,1203,0.43551361560821533,1,0,0.4385741949081421,0
1204,1204,0.6260088682174683,1,1,0.6888517141342163,6
1205,1205,0.720537006855011,1,1,0.8268014192581177,8
1206,1206,0.9382471442222595,1,1,0.9520813822746277,1
1207,1207,0.4933784604072571,0,0,0.4272955060005188,8
1208,1208,0.35023778676986694,0,0,0.21882551908493042,8
1209,1209,0.6060778498649597,1,1,0.7210922837257385,7
1210,1210,0.7958049178123474,1,1,0.8522945046424866,0
1211,1211,0.426690012216568,1,1,0.528436541557312,6
1212,1212,0.9419808387756348,1,1,0.9577997922897339,1
1213,1213,0.8195810317993164,1,1,0.8812763690948486,8
1214,1214,0.9232112169265747,1,1,0.9445693492889404,5
1215,1215,0.9370117783546448,1,1,0.9546030759811401,7
1216,1216,0.6149665713310242,1,0,0.4335406720638275,8
1217,1217,0.40827620029449463,1,1,0.5126068592071533,4
1218,1218,0.64627605676651,1,1,0.7885408401489258,8
1219,1219,0.5084315538406372,1,0,0.5835666060447693,3
1220,1220,0.3696958124637604,0,0,0.2471977174282074,3
1221,1221,0.40677639842033386,1,0,0.46935126185417175,9
1222,1222,0.6834222078323364,1,0,0.516629159450531,9
1223,1223,0.7379173040390015,0,0,0.5003190040588379,0
1224,1224,0.5582449436187744,1,0,0.35246822237968445,7
1225,1225,0.4121854603290558,1,1,0.48150569200515747,6
1226,1226,0.5035358667373657,1,1,0.6009536385536194,6
1227,1227,0.4463297128677368,1,0,0.5229571461677551,3
1228,1228,0.35931113362312317,0,1,0.42634549736976624,3
1229,1229,0.9523552656173706,1,1,0.9642111659049988,1
1230,1230,0.5112645626068115,0,0,0.5067052841186523,3
1231,1231,0.8364808559417725,1,1,0.8937317132949829,9
1232,1232,0.987060546875,1,1,0.9908767342567444,1
1233,1233,0.5230497717857361,1,1,0.6345778703689575,4
1234,1234,0.8533105850219727,1,1,0.9083588719367981,1
1235,1235,0.5256683230400085,1,1,0.6220487356185913,5
1236,1236,0.3422749936580658,0,0,0.3660803437232971,3
1237,1237,0.7672588229179382,1,1,0.8610092997550964,0
1238,1238,0.9444843530654907,1,1,0.9631496667861938,1
1239,1239,0.41808369755744934,1,0,0.37526580691337585,5
1240,1240,0.46451130509376526,1,0,0.6359663009643555,2
1241,1241,0.6738293170928955,1,1,0.8388264775276184,0
1242,1242,0.3963846266269684,1,0,0.48329615592956543,8
1243,1243,0.874840259552002,1,1,0.9064367413520813,8
1244,1244,0.5301288366317749,1,0,0.41382157802581787,5
1245,1245,0.8320552706718445,1,1,0.900016188621521,6
1246,1246,0.4875454306602478,1,1,0.6410350799560547,7
1247,1247,0.3946981430053711,0,0,0.3461630046367645,5
1248,1248,0.30571892857551575,0,1,0.37988170981407166,4
1249,1249,0.415865957736969,1,1,0.5336487293243408,4
1250,1250,0.4890603721141815,1,1,0.6564216613769531,7
1251,1251,0.3624117970466614,0,1,0.3884234130382538,5
1252,1252,0.8123335838317871,1,1,0.8747764825820923,5
1253,1253,0.632805585861206,1,1,0.8643701076507568,8
1254,1254,0.8410088419914246,1,1,0.8975135684013367,2
1255,1255,0.6246761083602905,1,1,0.6961356997489929,4
1256,1256,0.6859197616577148,0,0,0.4629271328449249,8
1257,1257,0.37210026383399963,1,1,0.5316347479820251,2
1258,1258,0.8064706921577454,1,1,0.8546509146690369,1
1259,1259,0.8439733982086182,1,1,0.8900163769721985,8
1260,1260,0.6248759031295776,1,0,0.7875248789787292,1
1261,1261,0.5188583135604858,1,0,0.32850465178489685,9
1262,1262,0.8324169516563416,1,1,0.9152669906616211,8
1263,1263,0.6980113983154297,0,0,0.47065266966819763,0
1264,1264,0.8113241195678711,1,1,0.8779923319816589,8
1265,1265,0.4821489155292511,0,0,0.800177276134491,1
1266,1266,0.6478466987609863,1,0,0.5939761400222778,0
1267,1267,0.5457969903945923,1,1,0.6445620059967041,4
1268,1268,0.3700331151485443,1,0,0.3360143303871155,3
1269,1269,0.8181509375572205,1,1,0.8727876543998718,3
1270,1270,0.741349458694458,1,1,0.8361899852752686,1
1271,1271,0.9406718611717224,1,1,0.9594826102256775,8
1272,1272,0.34594863653182983,0,0,0.3788689076900482,7
1273,1273,0.5328679084777832,1,1,0.6473708748817444,6
1274,1274,0.43435660004615784,1,1,0.5336568355560303,3
1275,1275,0.34271925687789917,1,1,0.36195114254951477,3
1276,1276,0.49525976181030273,1,0,0.5298272967338562,5
1277,1277,0.4454117715358734,0,1,0.5186286568641663,3
1278,1278,0.5405765175819397,1,1,0.691637396812439,2
1279,1279,0.44983917474746704,1,1,0.6422870755195618,8
1280,1280,0.4611752927303314,1,1,0.5589637160301208,3
1281,1281,0.919964075088501,1,1,0.9569166898727417,8
1282,1282,0.8878136277198792,1,1,0.9135652184486389,9
1283,1283,0.764819324016571,1,1,0.8382646441459656,5
1284,1284,0.4997299611568451,1,1,0.7167556285858154,8
1285,1285,0.3588390648365021,1,1,0.49655842781066895,9
1286,1286,0.5786443948745728,1,1,0.7254090905189514,8
1287,1287,0.6179043650627136,1,0,0.6749331951141357,9
1288,1288,0.9721207618713379,1,1,0.9791959524154663,1
1289,1289,0.4139624536037445,1,1,0.5713517665863037,6
1290,1290,0.8780518770217896,1,1,0.9037960171699524,5
1291,1291,0.7991465926170349,1,1,0.8481492400169373,9
1292,1292,0.44129860401153564,1,1,0.5599364042282104,4
1293,1293,0.38032835721969604,1,0,0.3060794174671173,4
1294,1294,0.5402038097381592,1,0,0.5139951705932617,8
1295,1295,0.8583849668502808,1,1,0.9004727602005005,0
1296,1296,0.7546085715293884,1,1,0.8138237595558167,7
1297,1297,0.4911707639694214,0,1,0.6804195046424866,0
1298,1298,0.9259757399559021,1,1,0.9520180225372314,9
1299,1299,0.37090951204299927,1,0,0.2552850842475891,7
1300,1300,0.31142911314964294,1,0,0.3468814492225647,4
1301,1301,0.9779807925224304,1,1,0.9839006662368774,1
1302,1302,0.4558334946632385,0,0,0.30649322271347046,5
1303,1303,0.4476534128189087,1,1,0.6194756031036377,4
1304,1304,0.3693262040615082,0,0,0.30987006425857544,8
1305,1305,0.6963735222816467,1,1,0.8862922191619873,9
1306,1306,0.369931697845459,1,0,0.4034029543399811,1
1307,1307,0.512090802192688,0,1,0.6129460334777832,0
1308,1308,0.38493168354034424,0,0,0.3728739023208618,4
1309,1309,0.36543580889701843,1,0,0.4093938171863556,6
1310,1310,0.9330486059188843,1,1,0.9589580297470093,0
1311,1311,0.7991183400154114,1,1,0.8683829307556152,8
1312,1312,0.5289721488952637,1,1,0.6338263154029846,6
1313,1313,0.9388918280601501,1,1,0.959164023399353,1
1314,1314,0.8520193696022034,1,1,0.8967478275299072,9
1315,1315,0.6243590116500854,1,1,0.6850005388259888,4
1316,1316,0.8624728322029114,1,1,0.8922885656356812,5
1317,1317,0.986339807510376,1,1,0.9878827333450317,9
1318,1318,0.5602187514305115,1,1,0.6662097573280334,5
1319,1319,0.9714492559432983,1,1,0.9813535213470459,0
1320,1320,0.695282518863678,1,1,0.7931481599807739,7
1321,1321,0.36251628398895264,1,1,0.48228025436401367,2
1322,1322,0.7689104080200195,1,1,0.8682624101638794,0
1323,1323,0.408757746219635,0,0,0.4136081337928772,8
1324,1324,0.42317527532577515,1,1,0.5732177495956421,4
1325,1325,0.42572206258773804,0,0,0.47298523783683777,4
1326,1326,0.3915025591850281,1,0,0.5212202668190002,6
1327,1327,0.9515295028686523,1,1,0.9623430967330933,6
1328,1328,0.6119508147239685,0,0,0.4666002690792084,3
1329,1329,0.4872671365737915,0,0,0.4030435085296631,7
1330,1330,0.4328141510486603,0,0,0.2517651915550232,3
1331,1331,0.80511474609375,1,1,0.8614902496337891,8
1332,1332,0.751473069190979,1,1,0.8597073554992676,1
1333,1333,0.42188560962677,1,0,0.6233097314834595,7
1334,1334,0.4759846031665802,0,0,0.36021605134010315,2
1335,1335,0.9743062257766724,1,1,0.9850522875785828,1
1336,1336,0.3995130658149719,1,0,0.5693013668060303,4
1337,1337,0.30140870809555054,1,0,0.35176578164100647,5
1338,1338,0.8200335502624512,1,1,0.8869379758834839,6
1339,1339,0.5840359926223755,0,0,0.3906136453151703,3
1340,1340,0.9814350605010986,1,1,0.9876502156257629,1
1341,1341,0.6401646733283997,1,1,0.7283902168273926,4
1342,1342,0.34936827421188354,1,1,0.5419232249259949,7
1343,1343,0.8968473672866821,1,1,0.9486978054046631,0
1344,1344,0.5024770498275757,1,1,0.6847447156906128,9
1345,1345,0.4483006000518799,1,1,0.5836254358291626,4
1346,1346,0.3038133978843689,1,0,0.1875559538602829,3
1347,1347,0.8956361413002014,1,1,0.923719584941864,8
1348,1348,0.33049634099006653,1,0,0.38276010751724243,2
1349,1349,0.9484990239143372,1,1,0.96475750207901,8
1350,1350,0.4597545564174652,1,0,0.42858654260635376,4
1351,1351,0.9922669529914856,1,1,0.9933655858039856,7
1352,1352,0.3688875734806061,0,1,0.46245357394218445,4
1353,1353,0.3517371118068695,1,0,0.24423807859420776,3
1354,1354,0.9063225388526917,1,1,0.9301048517227173,1
1355,1355,0.3321051001548767,0,0,0.36661452054977417,3
1356,1356,0.41308897733688354,0,0,0.2220488339662552,3
1357,1357,0.8768159747123718,1,1,0.917309582233429,9
1358,1358,0.8972305059432983,1,1,0.9281482100486755,8
1359,1359,0.9431169033050537,1,1,0.9576042890548706,9
1360,1360,0.6422487497329712,1,1,0.7306967377662659,7
1361,1361,0.9056675434112549,1,1,0.9289426207542419,9
1362,1362,0.6277862787246704,1,1,0.714053213596344,5
1363,1363,0.9009895920753479,1,1,0.9342694282531738,1
1364,1364,0.7857900261878967,1,1,0.8231549263000488,4
1365,1365,0.945837676525116,1,1,0.9585376977920532,0
1366,1366,0.9034618735313416,1,1,0.9350104331970215,8
1367,1367,0.5315871238708496,1,1,0.6213303208351135,2
1368,1368,0.5655677914619446,0,0,0.43326514959335327,5
1369,1369,0.8518394231796265,1,1,0.8896457552909851,8
1370,1370,0.783749520778656,0,0,0.4942586421966553,1
1371,1371,0.9601025581359863,1,1,0.9725010991096497,1
1372,1372,0.5064581632614136,1,0,0.715600848197937,1
1373,1373,0.42134058475494385,1,1,0.4937998056411743,3
1374,1374,0.4901823401451111,1,0,0.6185339093208313,2
1375,1375,0.9094469547271729,1,1,0.9289554357528687,4
1376,1376,0.5839468240737915,1,0,0.6820018887519836,9
1377,1377,0.36715251207351685,1,0,0.49745309352874756,3
1378,1378,0.9680822491645813,1,1,0.9770972728729248,1
1379,1379,0.5846565961837769,1,0,0.5455413460731506,7
1380,1380,0.3360774517059326,1,0,0.46652865409851074,4
1381,1381,0.5838708877563477,1,1,0.6644022464752197,6
1382,1382,0.6583114862442017,1,1,0.774454653263092,2
1383,1383,0.39051684737205505,1,1,0.5194128751754761,8
1384,1384,0.5328735113143921,1,0,0.6482172012329102,9
1385,1385,0.5317670702934265,1,1,0.6312112212181091,5
1386,1386,0.7891710996627808,1,1,0.8376732468605042,3
1387,1387,0.9188811182975769,1,1,0.9374270439147949,9
1388,1388,0.3657420575618744,1,1,0.520625650882721,5
1389,1389,0.41171735525131226,0,0,0.39125630259513855,4
1390,1390,0.7268407940864563,1,1,0.8207429051399231,6
1391,1391,0.357252299785614,0,0,0.2893940210342407,2
1392,1392,0.6899651288986206,1,1,0.7940506935119629,2
1393,1393,0.36014828085899353,0,0,0.3280229866504669,3
1394,1394,0.4010196626186371,0,0,0.3248337507247925,5
1395,1395,0.3633520305156708,0,0,0.4122829735279083,6
1396,1396,0.6725101470947266,1,1,0.8604687452316284,1
1397,1397,0.9645347595214844,1,1,0.9714150428771973,0
1398,1398,0.6278219223022461,1,1,0.6990529894828796,7
1399,1399,0.5275666117668152,0,1,0.708093523979187,0
1400,1400,0.4258563220500946,1,1,0.5365619659423828,5
1401,1401,0.398200124502182,1,1,0.5573047399520874,4
1402,1402,0.7343151569366455,1,1,0.8278644680976868,7
1403,1403,0.528581976890564,0,0,0.40457090735435486,4
1404,1404,0.8227617144584656,1,1,0.8817780613899231,1
1405,1405,0.3579261302947998,1,0,0.49183326959609985,1
1406,1406,0.7270563840866089,1,1,0.8344099521636963,9
1407,1407,0.7345866560935974,1,1,0.8725481629371643,8
1408,1408,0.9440116286277771,1,1,0.9691833853721619,1
1409,1409,0.5672091245651245,1,1,0.7940340638160706,0
1410,1410,0.9807311296463013,1,1,0.9852820038795471,1
1411,1411,0.6228531002998352,1,1,0.6939582228660583,3
1412,1412,0.9668349623680115,1,1,0.9759594798088074,1
1413,1413,0.8497873544692993,1,1,0.9008306264877319,1
1414,1414,0.9317110180854797,1,1,0.9504242539405823,1
1415,1415,0.8233171701431274,1,1,0.8696122765541077,7
1416,1416,0.46685758233070374,1,0,0.48910680413246155,3
1417,1417,0.6485856771469116,1,1,0.8215429186820984,9
1418,1418,0.43796905875205994,0,0,0.42252641916275024,2
1419,1419,0.9596295952796936,1,1,0.9679442048072815,8
1420,1420,0.6603453159332275,0,0,0.5270973443984985,7
1421,1421,0.711277425289154,1,1,0.7594950199127197,6
1422,1422,0.564751148223877,1,1,0.7553990483283997,8
1423,1423,0.6402649879455566,1,1,0.7344395518302917,4
1424,1424,0.9035391807556152,1,1,0.9195454716682434,9
1425,1425,0.3728589713573456,1,1,0.516591489315033,4
1426,1426,0.7766085863113403,1,1,0.8240959048271179,7
1427,1427,0.6531765460968018,1,1,0.8036872148513794,9
1428,1428,0.5298875570297241,1,1,0.7739329934120178,7
1429,1429,0.4972313344478607,1,0,0.43814489245414734,6
1430,1430,0.36659446358680725,1,0,0.44051623344421387,8
1431,1431,0.4029572606086731,1,1,0.5289760828018188,4
1432,1432,0.9481557607650757,1,1,0.9625868797302246,9
1433,1433,0.7293579578399658,1,1,0.7965902090072632,7
1434,1434,0.3616166412830353,1,0,0.35573410987854004,0
1435,1435,0.9636431336402893,1,1,0.9705393314361572,1
1436,1436,0.9552564024925232,1,1,0.9669898748397827,6
1437,1437,0.8326171636581421,1,1,0.8779507875442505,1
1438,1438,0.35480064153671265,0,0,0.25748637318611145,8
1439,1439,0.5257834792137146,1,1,0.7423900365829468,9
1440,1440,0.4455144703388214,0,0,0.442609965801239,2
1441,1441,0.529704749584198,1,1,0.5855616927146912,4
1442,1442,0.48608118295669556,1,0,0.4404471218585968,3
1443,1443,0.4012521207332611,1,0,0.5563350915908813,4
1444,1444,0.8829984664916992,1,1,0.9340023994445801,1
1445,1445,0.5027715563774109,1,0,0.3997771441936493,3
1446,1446,0.797705888748169,1,1,0.8959662914276123,0
1447,1447,0.8482331037521362,1,1,0.8948761224746704,8
1448,1448,0.7217758893966675,1,1,0.7986834049224854,4
1449,1449,0.8883887529373169,1,1,0.9153754711151123,6
1450,1450,0.42436379194259644,1,1,0.5023147463798523,2
1451,1451,0.41871756315231323,1,0,0.3514515459537506,2
1452,1452,0.748568058013916,1,1,0.8278737664222717,6
1453,1453,0.40465429425239563,0,0,0.25199809670448303,6
1454,1454,0.6700749397277832,1,1,0.753322422504425,3
1455,1455,0.9547405242919922,1,1,0.9678903818130493,6
1456,1456,0.4594261944293976,1,0,0.2969496250152588,2
1457,1457,0.9537723660469055,1,1,0.9668226838111877,1
1458,1458,0.8835306763648987,1,1,0.9252180457115173,1
1459,1459,0.6730735301971436,1,1,0.8112655282020569,8
1460,1460,0.6500906348228455,1,1,0.7298229932785034,6
1461,1461,0.6318361163139343,1,1,0.7541782259941101,0
1462,1462,0.43234723806381226,1,0,0.34729477763175964,4
1463,1463,0.507627010345459,1,1,0.670069694519043,0
1464,1464,0.7101151943206787,1,1,0.8103343844413757,1
1465,1465,0.7414195537567139,1,1,0.8347945213317871,9
1466,1466,0.9788773655891418,1,1,0.9837460517883301,7
1467,1467,0.7929452061653137,1,1,0.9043927192687988,1
1468,1468,0.7734664082527161,1,1,0.8368154764175415,3
1469,1469,0.9052831530570984,1,1,0.9352208971977234,7
1470,1470,0.3685604929924011,1,0,0.24718545377254486,7
1471,1471,0.5623081922531128,0,0,0.4364294111728668,0
1472,1472,0.6462031602859497,1,1,0.834694504737854,7
1473,1473,0.9539173245429993,1,1,0.965110719203949,7
1474,1474,0.6369301080703735,1,1,0.7612559199333191,3
1475,1475,0.8271775841712952,1,1,0.9190424680709839,9
1476,1476,0.9252421259880066,1,1,0.9426299333572388,7
1477,1477,0.6858353018760681,1,1,0.8372297883033752,7
1478,1478,0.5194448828697205,1,0,0.4239087402820587,7
1479,1479,0.3188031315803528,1,0,0.29181379079818726,2
1480,1480,0.3900180160999298,1,0,0.5906727910041809,1
1481,1481,0.8626328110694885,1,1,0.9237699508666992,2
1482,1482,0.7219047546386719,1,1,0.7854452133178711,8
1483,1483,0.8331388235092163,1,1,0.8831004500389099,6
1484,1484,0.3940577208995819,1,1,0.5073114037513733,4
1485,1485,0.7939688563346863,1,1,0.8808149695396423,0
1486,1486,0.8038230538368225,1,1,0.8357834219932556,7
1487,1487,0.868166446685791,1,1,0.9112187623977661,9
1488,1488,0.4688946604728699,1,1,0.6753445267677307,8
1489,1489,0.5109919309616089,1,1,0.613872766494751,6
1490,1490,0.9390810132026672,1,1,0.9617794752120972,8
1491,1491,0.4763909876346588,0,0,0.3940962851047516,6
1492,1492,0.45450711250305176,1,0,0.2829499840736389,9
1493,1493,0.6833530068397522,1,1,0.7639384269714355,1
1494,1494,0.5165358185768127,1,1,0.6624786853790283,7
1495,1495,0.5674564242362976,0,0,0.5615202784538269,0
1496,1496,0.4702812433242798,0,0,0.433876097202301,4
1497,1497,0.83945631980896,1,1,0.8783073425292969,8
1498,1498,0.542193591594696,0,1,0.658220648765564,3
1499,1499,0.5041441917419434,1,1,0.6423459649085999,8
1500,1500,0.8779042959213257,1,1,0.9197048544883728,1
1501,1501,0.3485882580280304,0,1,0.4705583453178406,3
1502,1502,0.34206652641296387,1,0,0.3682529330253601,2
1503,1503,0.40455928444862366,1,0,0.36146536469459534,4
1504,1504,0.3736787736415863,1,0,0.5276155471801758,1
1505,1505,0.2922680675983429,1,1,0.3386247456073761,2
1506,1506,0.5150654911994934,0,1,0.6868203282356262,7
1507,1507,0.4152205288410187,0,0,0.25998538732528687,9
1508,1508,0.8660184741020203,1,1,0.925266444683075,8
1509,1509,0.8852895498275757,1,1,0.9280565977096558,1
1510,1510,0.5873965620994568,1,1,0.6696489453315735,8
1511,1511,0.9905080795288086,1,1,0.9936568140983582,1
1512,1512,0.6736571192741394,1,1,0.8484391570091248,8
1513,1513,0.375369668006897,0,0,0.3113664984703064,5
1514,1514,0.3605061173439026,1,1,0.4517326354980469,0
1515,1515,0.5219243168830872,1,1,0.6502187848091125,2
