,sample_idx,resnet50_sbb_l_trades8_255_mra4_255_is_acc,resnet50_sbb_l_trades8_255_mra4_255_is_rob2_255,resnet50_sbb_l_trades8_255_mra4_255_is_rob4_255,resnet50_sbb_l_trades8_255_mra4_255_pred
1125,1125,1,1,1,1
1126,1126,1,1,1,1
1127,1127,1,1,1,1
1128,1128,1,1,0,1
1129,1129,0,1,1,3
1130,1130,1,1,1,1
1131,1131,1,1,1,1
1132,1132,1,1,1,1
1133,1133,1,1,1,1
1134,1134,1,1,1,1
1135,1135,1,1,1,1
1136,1136,1,1,1,1
1137,1137,1,1,1,1
1138,1138,1,1,1,1
1139,1139,1,1,1,1
1140,1140,1,1,1,1
1141,1141,1,1,1,1
1142,1142,1,1,1,1
1143,1143,1,1,1,1
1144,1144,1,1,1,1
1145,1145,1,1,1,1
1146,1146,1,1,1,1
1147,1147,1,1,1,1
1148,1148,1,0,1,1
1149,1149,1,1,1,1
1150,1150,1,1,1,1
1151,1151,0,0,1,3
1152,1152,1,1,1,1
1153,1153,0,1,1,3
1154,1154,1,1,1,1
1155,1155,1,0,1,1
1156,1156,1,1,1,1
1157,1157,1,1,1,1
1158,1158,1,1,1,1
1159,1159,1,1,1,1
1160,1160,1,1,1,1
1161,1161,1,0,0,1
1162,1162,1,1,1,1
1163,1163,1,1,1,1
1164,1164,1,1,1,1
1165,1165,1,1,1,1
1166,1166,1,1,1,1
1167,1167,1,1,1,1
1168,1168,1,1,1,1
1169,1169,1,1,1,1
1170,1170,0,1,1,3
1171,1171,1,1,1,1
1172,1172,1,1,1,1
1173,1173,1,1,1,1
1174,1174,1,1,1,1
1175,1175,1,1,1,1
1176,1176,1,1,1,1
1177,1177,0,0,1,3
1178,1178,1,0,1,1
1179,1179,1,1,1,1
1180,1180,1,1,1,1
1181,1181,1,1,1,1
1182,1182,1,1,1,1
1183,1183,1,1,0,1
1184,1184,1,1,1,1
1185,1185,1,1,1,1
1186,1186,1,1,0,1
1187,1187,1,1,1,1
1188,1188,1,1,1,1
1189,1189,1,1,0,1
1190,1190,1,1,1,1
1191,1191,1,1,1,1
1192,1192,1,1,1,1
1193,1193,1,1,1,1
1194,1194,1,1,1,1
1195,1195,1,1,1,1
1196,1196,1,1,1,1
1197,1197,1,1,1,1
1198,1198,1,1,1,1
1199,1199,0,1,1,3
1200,1200,1,0,1,1
1201,1201,1,1,1,1
1202,1202,1,1,0,1
1203,1203,1,1,1,1
1204,1204,1,1,1,1
1205,1205,1,1,1,1
1206,1206,1,1,1,1
1207,1207,1,1,0,1
1208,1208,1,1,1,1
1209,1209,1,1,1,1
1210,1210,1,1,1,1
1211,1211,1,1,1,1
1212,1212,1,1,1,1
1213,1213,1,1,1,1
1214,1214,1,1,1,1
1215,1215,1,1,1,1
1216,1216,1,1,1,1
1217,1217,1,1,1,1
1218,1218,1,1,1,1
1219,1219,1,1,1,1
1220,1220,1,1,0,1
1221,1221,1,1,1,1
1222,1222,1,1,0,1
1223,1223,1,1,1,1
1224,1224,1,1,1,1
1225,1225,1,1,1,1
1226,1226,1,1,1,1
1227,1227,1,1,1,1
1228,1228,0,0,1,3
1229,1229,1,1,1,1
1230,1230,1,1,1,1
1231,1231,1,1,1,1
1232,1232,1,1,1,1
1233,1233,1,1,1,1
1234,1234,1,1,1,1
1235,1235,1,1,1,1
1236,1236,1,1,1,1
1237,1237,1,0,1,1
1238,1238,1,1,1,1
1239,1239,1,1,1,1
1240,1240,1,1,1,1
1241,1241,1,1,1,1
1242,1242,1,1,1,1
1243,1243,0,1,1,3
1244,1244,1,1,1,1
1245,1245,1,1,1,1
1246,1246,1,1,1,1
1247,1247,1,1,1,1
1248,1248,0,0,1,3
1249,1249,1,1,1,1
1250,1250,0,1,1,3
1251,1251,1,1,1,1
1252,1252,1,1,1,1
1253,1253,1,1,1,1
1254,1254,1,1,1,1
1255,1255,1,1,1,1
1256,1256,1,1,1,1
1257,1257,1,1,1,1
1258,1258,1,1,1,1
1259,1259,1,1,1,1
1260,1260,1,1,1,1
1261,1261,1,1,1,1
1262,1262,1,1,1,1
1263,1263,1,1,1,1
1264,1264,1,1,1,1
1265,1265,0,0,0,3
1266,1266,1,1,1,1
1267,1267,1,1,1,1
1268,1268,1,0,1,1
1269,1269,1,1,1,1
1270,1270,1,1,1,1
1271,1271,1,1,1,1
1272,1272,1,1,1,1
1273,1273,1,1,1,1
1274,1274,1,1,1,1
1275,1275,1,1,1,1
1276,1276,1,1,1,1
1277,1277,1,1,1,1
1278,1278,1,1,1,1
1279,1279,1,1,1,1
1280,1280,1,1,1,1
1281,1281,1,1,1,1
1282,1282,1,1,1,1
1283,1283,1,1,1,1
1284,1284,1,1,1,1
1285,1285,1,1,1,1
1286,1286,1,1,1,1
1287,1287,1,1,1,1
1288,1288,1,1,1,1
1289,1289,1,1,1,1
1290,1290,1,1,1,1
1291,1291,1,1,1,1
1292,1292,1,1,1,1
1293,1293,1,1,1,1
1294,1294,1,1,1,1
1295,1295,1,1,1,1
1296,1296,1,1,1,1
1297,1297,1,1,0,1
1298,1298,1,1,1,1
1299,1299,1,1,1,1
1300,1300,1,1,1,1
1301,1301,1,1,1,1
1302,1302,1,1,1,1
1303,1303,1,1,1,1
1304,1304,1,1,1,1
1305,1305,1,1,1,1
1306,1306,1,1,1,1
1307,1307,1,1,1,1
1308,1308,1,1,1,1
1309,1309,1,1,1,1
1310,1310,1,1,1,1
1311,1311,1,1,1,1
1312,1312,1,1,1,1
1313,1313,1,1,1,1
1314,1314,1,1,1,1
1315,1315,1,1,1,1
1316,1316,1,1,1,1
1317,1317,1,1,1,1
1318,1318,1,1,1,1
1319,1319,1,1,1,1
1320,1320,1,1,1,1
1321,1321,1,1,1,1
1322,1322,1,1,1,1
1323,1323,0,1,1,3
1324,1324,0,1,0,3
1325,1325,1,1,1,1
1326,1326,1,1,1,1
1327,1327,1,1,1,1
1328,1328,1,1,1,1
1329,1329,1,1,1,1
1330,1330,1,1,1,1
1331,1331,1,1,1,1
1332,1332,1,1,0,1
1333,1333,1,1,1,1
1334,1334,1,1,1,1
1335,1335,1,1,1,1
1336,1336,1,1,1,1
1337,1337,1,0,0,1
1338,1338,1,1,1,1
1339,1339,1,1,1,1
1340,1340,1,1,1,1
1341,1341,1,1,1,1
1342,1342,1,1,1,1
1343,1343,1,1,1,1
1344,1344,1,1,1,1
1345,1345,1,1,1,1
1346,1346,1,1,1,1
1347,1347,1,1,0,1
1348,1348,1,1,1,1
1349,1349,1,1,1,1
1350,1350,1,1,1,1
1351,1351,1,1,1,1
1352,1352,1,1,1,1
1353,1353,0,0,0,4
1354,1354,1,1,1,1
1355,1355,1,1,1,1
1356,1356,1,1,1,1
1357,1357,1,1,1,1
1358,1358,1,1,1,1
1359,1359,1,1,1,1
1360,1360,1,1,1,1
1361,1361,1,1,1,1
1362,1362,1,1,1,1
1363,1363,1,1,0,1
1364,1364,1,1,0,1
1365,1365,1,1,1,1
1366,1366,1,1,1,1
1367,1367,1,1,1,1
1368,1368,1,1,1,1
1369,1369,1,1,1,1
1370,1370,1,1,1,1
1371,1371,1,1,1,1
1372,1372,1,1,1,1
1373,1373,0,0,1,3
1374,1374,1,1,1,1
1375,1375,1,1,1,1
1376,1376,1,1,1,1
1377,1377,1,1,1,1
1378,1378,1,1,1,1
1379,1379,1,1,1,1
1380,1380,1,1,1,1
1381,1381,0,0,0,4
1382,1382,0,1,1,3
1383,1383,1,1,1,1
1384,1384,1,1,1,1
1385,1385,1,1,1,1
1386,1386,1,1,1,1
1387,1387,0,1,1,3
1388,1388,1,1,0,1
1389,1389,1,1,1,1
1390,1390,1,1,0,1
1391,1391,1,1,1,1
1392,1392,1,1,1,1
1393,1393,1,1,1,1
1394,1394,1,1,1,1
1395,1395,1,1,1,1
1396,1396,1,1,1,1
1397,1397,1,1,1,1
1398,1398,1,1,1,1
1399,1399,1,1,1,1
1400,1400,1,1,1,1
1401,1401,1,1,1,1
1402,1402,1,1,1,1
1403,1403,1,0,1,1
1404,1404,0,1,1,3
1405,1405,1,0,1,1
1406,1406,1,1,1,1
1407,1407,1,1,1,1
1408,1408,1,1,1,1
1409,1409,1,1,1,1
1410,1410,0,1,1,3
1411,1411,1,1,1,1
1412,1412,1,1,1,1
1413,1413,1,1,0,1
1414,1414,1,1,1,1
1415,1415,1,1,1,1
1416,1416,1,1,1,1
1417,1417,1,1,1,1
1418,1418,0,1,0,3
1419,1419,1,1,0,1
1420,1420,1,1,1,1
1421,1421,1,1,1,1
1422,1422,1,1,1,1
1423,1423,1,1,1,1
1424,1424,1,1,1,1
1425,1425,1,1,1,1
1426,1426,1,1,1,1
1427,1427,1,1,1,1
1428,1428,1,1,0,1
1429,1429,1,1,1,1
1430,1430,1,1,0,1
1431,1431,1,1,1,1
1432,1432,1,1,1,1
1433,1433,1,1,1,1
1434,1434,1,1,1,1
1435,1435,0,0,1,3
1436,1436,1,1,1,1
1437,1437,1,1,1,1
1438,1438,0,1,0,3
1439,1439,1,1,1,1
1440,1440,1,1,1,1
1441,1441,1,1,0,1
1442,1442,1,1,1,1
1443,1443,1,1,1,1
1444,1444,1,1,1,1
1445,1445,1,1,1,1
1446,1446,1,1,1,1
1447,1447,1,1,1,1
1448,1448,1,1,1,1
1449,1449,1,0,1,1
1450,1450,1,1,1,1
1451,1451,1,1,1,1
1452,1452,1,1,1,1
1453,1453,1,1,0,1
1454,1454,0,0,1,3
1455,1455,1,1,1,1
1456,1456,1,1,1,1
1457,1457,0,1,0,3
1458,1458,0,1,1,4
1459,1459,0,1,1,3
1460,1460,0,1,1,3
1461,1461,0,1,1,3
1462,1462,0,1,1,4
1463,1463,0,0,0,3
1464,1464,0,1,0,1
1465,1465,0,1,0,3
1466,1466,1,1,0,2
1467,1467,0,1,1,3
1468,1468,0,1,0,1
1469,1469,1,1,1,2
1470,1470,0,1,1,4
1471,1471,0,1,1,3
1472,1472,0,1,1,3
1473,1473,0,1,0,3
1474,1474,0,0,0,3
1475,1475,0,1,0,3
1476,1476,0,1,1,3
1477,1477,0,1,0,1
1478,1478,0,1,1,3
1479,1479,0,0,0,1
1480,1480,1,0,0,2
1481,1481,0,1,1,4
1482,1482,0,1,1,4
1483,1483,1,1,1,2
1484,1484,1,0,0,2
1485,1485,0,0,0,4
1486,1486,0,0,0,4
1487,1487,0,1,1,3
1488,1488,0,1,1,3
1489,1489,0,0,0,4
1490,1490,1,0,0,2
1491,1491,0,1,1,3
1492,1492,0,1,1,3
1493,1493,0,1,1,3
1494,1494,1,1,1,2
1495,1495,1,0,0,2
1496,1496,0,1,1,3
1497,1497,0,1,0,1
1498,1498,0,1,1,1
1499,1499,0,0,0,3
1500,1500,1,1,1,2
1501,1501,0,1,0,1
1502,1502,1,0,0,2
1503,1503,0,0,0,3
1504,1504,1,0,0,2
1505,1505,0,1,0,3
1506,1506,1,1,0,2
1507,1507,0,0,0,3
1508,1508,1,0,0,2
1509,1509,0,1,1,3
1510,1510,1,1,1,2
1511,1511,1,1,0,2
1512,1512,0,0,0,4
1513,1513,0,0,1,1
1514,1514,1,0,0,2
1515,1515,0,1,1,3
1516,1516,1,0,0,2
1517,1517,0,1,0,4
1518,1518,1,0,0,2
1519,1519,1,0,0,2
1520,1520,0,1,0,1
1521,1521,0,1,0,3
1522,1522,0,1,1,4
1523,1523,0,1,0,4
1524,1524,0,1,1,1
1525,1525,0,1,1,3
1526,1526,0,1,0,3
1527,1527,0,0,1,3
1528,1528,1,1,1,2
1529,1529,0,1,1,3
1530,1530,0,1,1,3
1531,1531,0,1,1,3
1532,1532,0,1,1,3
1533,1533,1,0,1,2
1534,1534,1,0,0,2
1535,1535,0,0,0,3
1536,1536,1,1,0,2
1537,1537,1,1,0,2
1538,1538,0,0,0,3
1539,1539,1,0,0,2
1540,1540,0,1,0,1
1541,1541,1,1,1,2
1542,1542,1,1,0,2
1543,1543,0,0,0,3
1544,1544,0,1,1,3
1545,1545,0,1,1,3
1546,1546,0,1,1,4
1547,1547,0,0,0,1
1548,1548,0,1,1,3
1549,1549,1,1,0,2
1550,1550,1,1,0,2
1551,1551,1,0,0,2
1552,1552,0,0,0,1
1553,1553,1,1,0,2
1554,1554,0,1,0,1
1555,1555,0,1,1,3
1556,1556,0,0,0,1
1557,1557,0,0,0,3
1558,1558,0,1,1,3
1559,1559,0,1,1,4
1560,1560,0,1,1,4
1561,1561,1,1,1,2
1562,1562,0,1,0,3
1563,1563,1,0,0,2
1564,1564,0,1,1,3
1565,1565,0,1,1,3
1566,1566,0,1,1,3
1567,1567,0,1,1,3
1568,1568,1,0,0,2
1569,1569,0,0,1,3
1570,1570,0,1,1,4
1571,1571,0,0,0,3
1572,1572,0,1,1,3
1573,1573,0,1,1,3
1574,1574,0,1,0,3
1575,1575,0,1,1,3
1576,1576,0,1,0,1
1577,1577,1,1,1,2
1578,1578,0,0,0,4
1579,1579,1,1,0,2
1580,1580,1,1,0,2
1581,1581,0,1,1,3
1582,1582,1,0,0,2
1583,1583,0,1,1,3
1584,1584,1,0,0,2
1585,1585,0,1,0,3
1586,1586,0,1,0,3
1587,1587,0,0,1,3
1588,1588,0,0,0,4
1589,1589,0,1,0,3
1590,1590,1,1,0,2
1591,1591,1,1,1,3
1592,1592,1,1,1,3
1593,1593,1,0,0,3
1594,1594,1,1,1,3
1595,1595,1,1,1,3
1596,1596,1,1,1,3
1597,1597,1,1,1,3
1598,1598,0,0,0,1
1599,1599,1,1,1,3
1600,1600,1,0,0,3
1601,1601,1,1,1,3
1602,1602,1,1,1,3
1603,1603,1,1,1,3
1604,1604,1,1,1,3
1605,1605,1,1,1,3
1606,1606,1,1,0,3
1607,1607,1,1,1,3
1608,1608,1,1,1,3
1609,1609,1,1,1,3
1610,1610,1,1,1,3
1611,1611,1,1,1,3
1612,1612,1,1,1,3
1613,1613,1,1,1,3
1614,1614,1,1,1,3
1615,1615,1,1,1,3
1616,1616,1,1,1,3
1617,1617,1,1,0,3
1618,1618,0,1,1,1
1619,1619,1,1,1,3
1620,1620,1,1,1,3
1621,1621,1,1,1,3
1622,1622,1,1,1,3
1623,1623,0,1,1,2
1624,1624,0,1,1,1
1625,1625,0,1,0,1
1626,1626,0,1,1,1
1627,1627,0,1,0,1
1628,1628,1,1,1,3
1629,1629,1,1,1,3
1630,1630,1,1,1,3
1631,1631,1,1,1,3
1632,1632,1,1,1,3
1633,1633,1,1,1,3
1634,1634,1,1,1,3
1635,1635,1,1,1,3
1636,1636,1,1,1,3
1637,1637,1,1,1,3
1638,1638,1,1,1,3
1639,1639,1,1,1,3
1640,1640,1,1,1,3
1641,1641,1,1,1,3
1642,1642,1,1,1,3
1643,1643,1,1,1,3
1644,1644,1,1,1,3
1645,1645,1,1,1,3
1646,1646,1,1,1,3
1647,1647,1,1,1,3
1648,1648,1,1,1,3
1649,1649,1,1,1,3
1650,1650,1,1,1,3
1651,1651,1,1,1,3
1652,1652,1,1,1,3
1653,1653,1,1,1,3
1654,1654,1,1,1,3
1655,1655,1,1,1,3
1656,1656,1,1,1,3
1657,1657,1,1,1,3
1658,1658,1,1,1,3
1659,1659,1,1,1,3
1660,1660,1,0,0,3
1661,1661,1,1,1,3
1662,1662,1,1,1,3
1663,1663,0,1,0,1
1664,1664,1,1,1,3
1665,1665,1,1,1,3
1666,1666,0,0,0,2
1667,1667,1,1,1,3
1668,1668,1,1,1,3
1669,1669,1,1,1,3
1670,1670,1,1,1,3
1671,1671,1,1,1,3
1672,1672,1,1,1,3
1673,1673,1,1,1,3
1674,1674,1,1,1,3
1675,1675,1,1,1,3
1676,1676,1,1,1,3
1677,1677,1,1,1,3
1678,1678,1,1,1,3
1679,1679,1,0,0,3
1680,1680,1,1,1,3
1681,1681,1,1,1,3
1682,1682,1,1,0,3
1683,1683,1,1,1,3
1684,1684,0,1,1,2
1685,1685,1,1,1,3
1686,1686,1,1,1,3
1687,1687,1,1,1,3
1688,1688,1,1,1,3
1689,1689,1,1,1,3
1690,1690,1,1,1,3
1691,1691,1,1,1,3
1692,1692,1,1,1,3
1693,1693,1,1,1,3
1694,1694,1,1,1,3
1695,1695,1,1,1,3
1696,1696,1,1,1,3
1697,1697,1,1,1,3
1698,1698,1,1,1,3
1699,1699,1,1,1,3
1700,1700,1,1,1,3
1701,1701,1,1,1,3
1702,1702,1,1,1,3
1703,1703,1,1,1,3
1704,1704,1,1,1,3
1705,1705,1,1,1,3
1706,1706,1,1,1,3
1707,1707,1,1,1,3
1708,1708,1,1,1,3
1709,1709,1,1,1,3
1710,1710,1,1,1,3
1711,1711,1,1,1,3
1712,1712,1,1,1,3
1713,1713,1,1,1,3
1714,1714,1,1,1,3
1715,1715,1,1,1,3
1716,1716,1,1,1,3
1717,1717,1,1,1,3
1718,1718,0,1,1,1
1719,1719,1,1,1,3
1720,1720,0,0,1,1
1721,1721,1,1,1,3
1722,1722,1,1,1,3
1723,1723,1,1,1,3
1724,1724,1,1,1,3
1725,1725,1,1,1,3
1726,1726,1,1,1,3
1727,1727,1,1,1,3
1728,1728,1,1,1,3
1729,1729,1,1,1,3
1730,1730,1,1,1,3
1731,1731,1,1,1,3
1732,1732,1,1,1,3
1733,1733,1,1,1,3
1734,1734,1,1,1,3
1735,1735,1,1,1,3
1736,1736,1,1,1,3
1737,1737,1,1,1,3
1738,1738,1,1,1,3
1739,1739,1,1,1,3
1740,1740,1,1,1,3
1741,1741,1,1,0,3
1742,1742,1,1,1,3
1743,1743,1,1,1,3
1744,1744,1,1,1,3
1745,1745,1,1,1,3
1746,1746,1,1,0,3
1747,1747,1,1,1,3
1748,1748,1,1,1,3
1749,1749,1,1,1,3
1750,1750,1,1,1,3
1751,1751,1,1,1,3
1752,1752,1,1,1,3
1753,1753,1,1,1,3
1754,1754,1,1,1,3
1755,1755,1,1,1,3
1756,1756,1,1,1,3
1757,1757,1,1,1,3
1758,1758,1,1,1,3
1759,1759,1,1,1,3
1760,1760,1,1,1,3
1761,1761,1,1,1,3
1762,1762,1,1,1,3
1763,1763,1,1,1,3
1764,1764,1,1,1,3
1765,1765,1,1,1,3
1766,1766,1,1,1,3
1767,1767,1,1,1,3
1768,1768,1,1,1,3
1769,1769,1,1,1,3
1770,1770,1,1,1,3
1771,1771,1,1,1,3
1772,1772,1,1,1,3
1773,1773,1,1,1,3
1774,1774,1,1,1,3
1775,1775,1,1,1,3
1776,1776,1,1,1,3
1777,1777,1,1,1,3
1778,1778,1,1,1,3
1779,1779,1,1,1,3
1780,1780,1,1,1,3
1781,1781,1,1,1,3
1782,1782,0,1,1,4
1783,1783,1,1,1,3
1784,1784,1,1,1,3
1785,1785,1,1,1,3
1786,1786,1,1,1,3
1787,1787,1,1,0,3
1788,1788,1,1,0,3
1789,1789,1,1,1,3
1790,1790,1,1,1,3
1791,1791,1,1,1,3
1792,1792,1,1,1,3
1793,1793,1,1,1,3
1794,1794,1,1,1,3
1795,1795,0,0,0,4
1796,1796,1,1,1,3
1797,1797,1,1,1,3
1798,1798,1,1,1,3
1799,1799,1,1,1,3
1800,1800,1,1,1,3
1801,1801,1,1,1,3
1802,1802,1,1,1,3
1803,1803,1,1,1,3
1804,1804,1,1,1,3
1805,1805,1,1,1,3
1806,1806,1,1,1,3
1807,1807,1,1,1,3
1808,1808,1,1,1,3
1809,1809,1,1,1,3
1810,1810,1,1,1,3
1811,1811,1,1,1,3
1812,1812,1,1,1,3
1813,1813,1,1,1,3
1814,1814,1,1,1,3
1815,1815,1,1,1,3
1816,1816,1,1,1,3
1817,1817,1,1,1,3
1818,1818,1,1,1,3
1819,1819,1,1,1,3
1820,1820,0,0,0,1
1821,1821,1,1,1,3
1822,1822,1,1,1,3
1823,1823,1,1,1,3
1824,1824,1,1,1,3
1825,1825,1,1,1,3
1826,1826,1,1,1,3
1827,1827,1,1,1,3
1828,1828,0,0,0,1
1829,1829,1,1,1,3
1830,1830,1,1,1,3
1831,1831,1,1,1,3
1832,1832,1,1,1,3
1833,1833,0,1,1,1
1834,1834,1,1,1,3
1835,1835,1,1,1,3
1836,1836,1,1,1,3
1837,1837,0,0,0,1
1838,1838,1,1,1,3
1839,1839,1,1,1,3
1840,1840,1,1,1,3
1841,1841,1,0,0,3
1842,1842,1,1,1,3
1843,1843,1,1,1,3
1844,1844,1,1,1,3
1845,1845,1,1,0,3
1846,1846,1,0,0,3
1847,1847,1,1,1,3
1848,1848,1,1,1,3
1849,1849,1,1,1,3
1850,1850,1,1,1,3
1851,1851,1,1,1,3
1852,1852,1,1,1,3
1853,1853,1,1,1,3
1854,1854,0,0,0,1
1855,1855,1,1,1,3
1856,1856,1,1,1,3
1857,1857,1,1,1,3
1858,1858,1,1,1,3
1859,1859,1,1,1,3
1860,1860,1,1,0,3
1861,1861,1,1,1,3
1862,1862,1,1,1,3
1863,1863,1,0,0,3
1864,1864,1,0,0,3
1865,1865,1,1,1,3
1866,1866,1,1,0,3
1867,1867,1,1,1,3
1868,1868,1,1,1,3
1869,1869,1,1,1,3
1870,1870,0,0,0,1
1871,1871,1,1,1,3
1872,1872,1,0,0,3
1873,1873,0,0,0,1
1874,1874,1,1,1,3
1875,1875,1,1,1,3
1876,1876,1,1,1,3
1877,1877,1,0,0,3
1878,1878,1,1,0,3
1879,1879,1,1,1,3
1880,1880,1,0,0,3
1881,1881,1,1,1,3
1882,1882,1,1,0,3
1883,1883,0,1,1,1
1884,1884,1,1,1,3
1885,1885,1,1,1,3
1886,1886,1,1,1,3
1887,1887,1,1,1,3
1888,1888,1,0,0,3
1889,1889,1,1,0,3
1890,1890,1,1,1,3
1891,1891,1,1,1,3
1892,1892,1,1,1,3
1893,1893,1,1,1,3
1894,1894,1,1,1,3
1895,1895,1,1,0,3
1896,1896,1,0,0,3
1897,1897,1,1,0,3
1898,1898,1,1,1,3
1899,1899,1,1,1,3
1900,1900,1,1,1,3
1901,1901,1,1,1,3
1902,1902,0,1,0,1
1903,1903,1,1,1,3
1904,1904,1,1,1,3
1905,1905,1,1,1,3
1906,1906,1,1,1,3
1907,1907,1,1,1,3
1908,1908,1,0,0,3
1909,1909,1,1,1,3
1910,1910,1,1,1,3
1911,1911,1,1,1,3
1912,1912,1,1,1,3
1913,1913,1,1,0,3
1914,1914,0,0,0,4
1915,1915,1,1,1,3
1916,1916,1,1,1,3
1917,1917,1,1,1,3
1918,1918,1,1,1,3
1919,1919,1,1,1,3
1920,1920,1,1,1,3
1921,1921,1,1,1,3
1922,1922,1,1,0,3
1923,1923,1,0,0,3
1924,1924,1,1,0,3
1925,1925,1,1,1,3
1926,1926,1,1,1,3
1927,1927,1,1,1,3
1928,1928,1,1,1,3
1929,1929,1,1,1,3
1930,1930,1,1,1,3
1931,1931,1,1,1,3
1932,1932,1,1,1,3
1933,1933,1,1,1,3
1934,1934,1,1,1,3
1935,1935,1,1,1,3
1936,1936,1,1,1,3
1937,1937,1,1,1,3
1938,1938,1,1,1,3
1939,1939,1,1,1,3
1940,1940,1,1,1,3
1941,1941,1,1,1,3
1942,1942,1,1,1,3
1943,1943,1,1,1,3
1944,1944,1,1,1,3
1945,1945,1,1,1,3
1946,1946,1,1,1,3
1947,1947,1,1,1,3
1948,1948,1,1,1,3
1949,1949,1,1,1,3
1950,1950,1,1,1,3
1951,1951,1,1,1,3
1952,1952,1,1,1,3
1953,1953,1,1,1,3
1954,1954,1,1,1,3
1955,1955,1,1,1,3
1956,1956,1,1,1,3
1957,1957,1,1,1,3
1958,1958,1,1,1,3
1959,1959,1,1,1,3
1960,1960,1,1,1,3
1961,1961,1,1,1,3
1962,1962,1,1,1,3
1963,1963,1,1,1,3
1964,1964,1,1,1,3
1965,1965,1,1,1,3
1966,1966,1,1,1,3
1967,1967,1,1,1,3
1968,1968,1,1,1,3
1969,1969,1,1,1,3
1970,1970,1,1,1,3
1971,1971,1,1,1,3
1972,1972,1,1,1,3
1973,1973,1,1,1,3
1974,1974,1,1,1,3
1975,1975,1,1,1,3
1976,1976,1,1,1,3
1977,1977,1,1,1,3
1978,1978,1,1,1,3
1979,1979,1,1,1,3
1980,1980,1,1,1,3
1981,1981,1,1,1,3
1982,1982,1,1,1,3
1983,1983,1,1,1,3
1984,1984,1,1,1,3
1985,1985,1,1,1,3
1986,1986,1,1,1,3
1987,1987,1,1,1,3
1988,1988,1,1,1,3
1989,1989,1,1,1,3
1990,1990,1,1,1,3
1991,1991,1,1,1,3
1992,1992,1,1,1,3
1993,1993,1,1,1,3
1994,1994,1,1,1,3
1995,1995,1,1,1,3
1996,1996,1,1,1,3
1997,1997,1,1,1,3
1998,1998,1,1,1,3
1999,1999,1,1,1,3
2000,2000,1,1,1,3
2001,2001,1,1,1,3
2002,2002,1,1,1,3
2003,2003,1,1,1,3
2004,2004,1,1,1,3
2005,2005,1,1,1,3
2006,2006,1,1,1,3
2007,2007,1,1,1,3
2008,2008,1,1,1,3
2009,2009,1,1,1,3
2010,2010,1,1,1,3
2011,2011,1,1,1,3
2012,2012,1,1,0,3
2013,2013,1,1,1,3
2014,2014,1,1,0,3
2015,2015,1,1,1,3
2016,2016,1,1,1,3
2017,2017,1,1,1,3
2018,2018,1,1,1,3
2019,2019,1,1,1,3
2020,2020,1,1,1,3
2021,2021,1,1,1,3
2022,2022,1,1,1,3
2023,2023,1,1,1,3
2024,2024,1,1,1,3
2025,2025,1,1,1,3
2026,2026,1,1,1,3
2027,2027,1,0,0,3
2028,2028,1,1,0,3
2029,2029,1,1,1,3
2030,2030,1,1,1,3
2031,2031,1,1,1,3
2032,2032,1,1,1,3
2033,2033,1,1,1,3
2034,2034,1,1,1,3
2035,2035,1,1,1,3
2036,2036,1,1,1,3
2037,2037,1,1,1,3
2038,2038,1,1,1,3
2039,2039,1,1,1,3
2040,2040,0,1,0,1
2041,2041,1,1,1,3
2042,2042,1,1,1,3
2043,2043,1,1,1,3
2044,2044,0,0,0,1
2045,2045,1,1,1,3
2046,2046,1,1,1,3
2047,2047,1,1,1,3
2048,2048,1,1,1,3
2049,2049,1,1,1,3
2050,2050,1,1,1,3
2051,2051,1,1,1,3
2052,2052,1,1,1,3
2053,2053,0,1,1,1
2054,2054,1,1,1,3
2055,2055,1,1,0,3
2056,2056,0,0,0,1
2057,2057,1,1,1,3
2058,2058,1,1,1,3
2059,2059,1,1,1,3
2060,2060,1,1,1,3
2061,2061,1,1,1,3
2062,2062,1,1,1,3
2063,2063,1,1,1,3
2064,2064,1,1,1,3
2065,2065,1,1,1,3
2066,2066,1,0,0,3
2067,2067,1,1,1,3
2068,2068,1,1,1,3
2069,2069,1,1,1,3
2070,2070,1,1,1,3
2071,2071,1,1,0,3
2072,2072,1,1,1,3
2073,2073,1,1,1,3
2074,2074,1,1,1,3
2075,2075,1,1,1,3
2076,2076,1,1,1,3
2077,2077,1,1,1,3
2078,2078,0,1,0,2
2079,2079,1,1,1,3
2080,2080,1,1,1,3
2081,2081,1,1,1,3
2082,2082,1,1,1,3
2083,2083,0,1,1,2
2084,2084,1,0,0,3
2085,2085,1,1,1,3
2086,2086,0,0,0,2
2087,2087,1,1,1,3
2088,2088,1,1,1,3
2089,2089,1,0,0,3
2090,2090,1,1,1,3
2091,2091,1,1,1,3
2092,2092,1,0,0,3
2093,2093,1,1,1,3
2094,2094,1,1,1,3
2095,2095,1,1,0,3
2096,2096,0,1,0,1
2097,2097,0,1,0,1
2098,2098,0,1,1,1
2099,2099,1,1,1,3
2100,2100,1,1,1,3
2101,2101,1,1,1,3
2102,2102,1,1,1,3
2103,2103,1,1,1,3
2104,2104,1,1,1,3
2105,2105,1,1,1,3
2106,2106,1,1,1,3
2107,2107,1,1,1,3
2108,2108,1,1,1,3
2109,2109,1,1,1,3
2110,2110,1,1,1,3
2111,2111,1,1,1,3
2112,2112,1,1,1,3
2113,2113,1,1,1,3
2114,2114,1,1,1,3
2115,2115,1,1,1,3
