,sample_idx,resnet50_cifar10_trades1_255_adv_conf1_255,resnet50_cifar10_trades1_255_is_acc,resnet50_cifar10_trades1_255_is_rob1_255,resnet50_cifar10_trades1_255_nat_conf,resnet50_cifar10_trades1_255_pred
2693,2693,0.9999483823776245,1,1,0.9999697208404541,9
2694,2694,0.9999039173126221,1,1,0.9999301433563232,1
2695,2695,0.9751555919647217,1,1,0.9874316453933716,2
2696,2696,0.8863778114318848,1,1,0.9633730053901672,2
2697,2697,0.9943154454231262,1,1,0.9979568719863892,0
2698,2698,0.9999643564224243,1,1,0.9999774694442749,3
2699,2699,0.9839858412742615,1,1,0.9944823980331421,4
2700,2700,0.7919500470161438,1,1,0.9437983632087708,9
2701,2701,0.7193019986152649,1,1,0.8949242234230042,1
2702,2702,0.9659802317619324,1,1,0.9903005361557007,6
2703,2703,0.4554348587989807,1,1,0.6913757920265198,9
2704,2704,0.9863411784172058,1,1,0.9950683116912842,0
2705,2705,0.5939624905586243,0,1,0.7568550109863281,0
2706,2706,0.997602641582489,1,1,0.9987107515335083,3
2707,2707,0.9938657879829407,1,1,0.9972672462463379,6
2708,2708,0.5579792857170105,1,1,0.860586404800415,4
2709,2709,0.9861817359924316,1,1,0.9921797513961792,6
2710,2710,0.9990517497062683,1,1,0.9992755055427551,7
2711,2711,0.9886503219604492,1,1,0.9942609071731567,5
2712,2712,0.9932345747947693,1,1,0.9984968900680542,1
2713,2713,0.9999784231185913,1,1,0.9999861717224121,8
2714,2714,0.9994070529937744,1,1,0.9997280240058899,9
2715,2715,0.9998145699501038,1,1,0.9999121427536011,0
2716,2716,0.7381683588027954,1,0,0.42092472314834595,5
2717,2717,0.8684607148170471,1,1,0.959932267665863,0
2718,2718,0.9156654477119446,1,1,0.9709398746490479,5
2719,2719,0.6210243701934814,0,0,0.5579810738563538,3
2720,2720,0.9968685507774353,1,1,0.9986017346382141,3
2721,2721,0.9860771894454956,1,1,0.992319643497467,8
2722,2722,0.8139304518699646,0,0,0.46877822279930115,4
2723,2723,0.5592834949493408,1,0,0.7510359883308411,2
2724,2724,0.9998629093170166,1,1,0.9999123811721802,0
2725,2725,0.9989084005355835,1,1,0.9995001554489136,8
2726,2726,0.9987177848815918,1,1,0.9993157386779785,5
2727,2727,0.9998843669891357,1,1,0.9999576807022095,9
2728,2728,0.9983071088790894,1,1,0.9995445609092712,2
2729,2729,0.6726958155632019,1,1,0.8173400163650513,5
2730,2730,0.9843073487281799,1,1,0.9929295182228088,6
2731,2731,0.9032527804374695,1,1,0.9713405966758728,5
2732,2732,0.9999523162841797,1,1,0.9999688863754272,7
2733,2733,0.9686546325683594,1,1,0.9866581559181213,3
2734,2734,0.9997889399528503,1,1,0.999868631362915,7
2735,2735,0.5094902515411377,1,0,0.8739013671875,2
2736,2736,0.9877762794494629,1,1,0.9977673292160034,8
2737,2737,0.9798422455787659,1,1,0.9912478923797607,8
2738,2738,0.4892672896385193,1,0,0.8620586395263672,4
2739,2739,0.9998457431793213,1,1,0.9999134540557861,2
2740,2740,0.9986542463302612,1,1,0.9991286396980286,1
2741,2741,0.9997603297233582,1,1,0.9998264908790588,6
2742,2742,0.9998540878295898,1,1,0.999946117401123,2
2743,2743,0.9996936321258545,1,1,0.9998337030410767,9
2744,2744,0.999796450138092,1,1,0.9998887777328491,9
2745,2745,0.999822199344635,1,1,0.9999046325683594,8
2746,2746,0.5418680906295776,1,1,0.7464784383773804,2
2747,2747,0.5193193554878235,1,1,0.7682466506958008,3
2748,2748,0.9997720122337341,1,1,0.9998401403427124,1
2749,2749,0.9899536371231079,1,1,0.9949665665626526,0
2750,2750,0.9983953833580017,1,1,0.9993240833282471,5
2751,2751,0.9998621940612793,1,1,0.9999366998672485,2
2752,2752,0.5820237398147583,1,1,0.8112961053848267,3
2753,2753,0.9995880722999573,1,1,0.9998229146003723,7
2754,2754,0.9992994070053101,1,1,0.9994226694107056,9
2755,2755,0.992816686630249,1,1,0.9971733093261719,5
2756,2756,0.9444920420646667,1,1,0.983370304107666,9
2757,2757,0.9975742697715759,1,1,0.9988030195236206,1
2758,2758,0.9405584931373596,1,1,0.9706668853759766,1
2759,2759,0.9848472476005554,1,1,0.9947730898857117,3
2760,2760,0.9994378685951233,1,1,0.9997733235359192,2
2761,2761,0.9918184280395508,1,1,0.9962210059165955,7
2762,2762,0.5185738801956177,1,0,0.7231493592262268,4
2763,2763,0.8923203349113464,1,1,0.9697195887565613,4
2764,2764,0.9998643398284912,1,1,0.9998964071273804,1
2765,2765,0.9999045133590698,1,1,0.9999426603317261,9
2766,2766,0.9643116593360901,1,1,0.9878641963005066,4
2767,2767,0.9796422719955444,0,1,0.9909921884536743,3
2768,2768,0.9984365105628967,1,1,0.9990531802177429,5
2769,2769,0.9336519837379456,1,1,0.9763835668563843,2
2770,2770,0.5920712947845459,0,0,0.43142616748809814,0
2771,2771,0.9999305009841919,1,1,0.9999501705169678,7
2772,2772,0.9969996809959412,1,1,0.9979914426803589,6
2773,2773,0.9991896748542786,1,1,0.9995766282081604,1
2774,2774,0.9976403713226318,1,1,0.9986305236816406,2
2775,2775,0.5175999402999878,0,0,0.7036818861961365,4
2776,2776,0.9979426264762878,1,1,0.9988695979118347,7
2777,2777,0.6232216954231262,0,1,0.7913451194763184,3
2778,2778,0.8801262974739075,1,1,0.9859778881072998,4
2779,2779,0.546530544757843,1,0,0.6395611763000488,3
2780,2780,0.999767005443573,1,1,0.9998831748962402,7
2781,2781,0.9591162204742432,1,1,0.9906142950057983,7
2782,2782,0.9961920976638794,1,1,0.9983701109886169,0
2783,2783,0.5375075936317444,0,0,0.3676750063896179,2
2784,2784,0.7200257778167725,1,1,0.904800295829773,1
2785,2785,0.6562882661819458,0,0,0.3710158169269562,3
2786,2786,0.9979978203773499,1,1,0.9990059733390808,4
2787,2787,0.9662089943885803,1,1,0.9890405535697937,3
2788,2788,0.5503689050674438,1,0,0.8239749670028687,7
2789,2789,0.9999891519546509,1,1,0.9999929666519165,9
2790,2790,0.9999011754989624,1,1,0.9999418258666992,8
2791,2791,0.9994671940803528,1,1,0.9996670484542847,7
2792,2792,0.9999622106552124,1,1,0.9999738931655884,0
2793,2793,0.9998904466629028,1,1,0.9999475479125977,9
2794,2794,0.8698030114173889,1,1,0.9284356236457825,0
2795,2795,0.8360167741775513,1,1,0.9057039022445679,3
2796,2796,0.9973414540290833,1,1,0.9987627267837524,7
2797,2797,0.9666640162467957,1,1,0.9888985753059387,6
2798,2798,0.8046092391014099,1,0,0.5519005656242371,3
2799,2799,0.999957799911499,1,1,0.9999706745147705,8
2800,2800,0.9689114689826965,1,1,0.9936221241950989,4
2801,2801,0.9057039022445679,1,1,0.944955050945282,5
2802,2802,0.9994545578956604,1,1,0.9996885061264038,6
2803,2803,0.9999364614486694,1,1,0.9999604225158691,5
2804,2804,0.6769446134567261,0,0,0.344249427318573,4
2805,2805,0.9898035526275635,1,1,0.9966828227043152,4
2806,2806,0.992630124092102,1,1,0.9978082776069641,2
2807,2807,0.9809719324111938,1,1,0.9922044277191162,9
2808,2808,0.66500324010849,1,1,0.9020640254020691,2
2809,2809,0.7516013979911804,1,1,0.9168670177459717,4
2810,2810,0.539265513420105,1,1,0.7070895433425903,9
2811,2811,0.9734198451042175,1,1,0.9900947213172913,2
2812,2812,0.9864962697029114,1,1,0.9945869445800781,0
2813,2813,0.9998213648796082,1,1,0.9998667240142822,1
2814,2814,0.7548072338104248,1,1,0.9381133913993835,1
2815,2815,0.9990524649620056,1,1,0.9996084570884705,3
2816,2816,0.9986928105354309,1,1,0.9993600249290466,7
2817,2817,0.9998873472213745,1,1,0.9999294281005859,9
2818,2818,0.6170133948326111,1,0,0.5753437280654907,5
2819,2819,0.9994896650314331,1,1,0.9997140765190125,1
2820,2820,0.9997304081916809,1,1,0.9998569488525391,6
2821,2821,0.7081705927848816,0,0,0.4956972897052765,5
2822,2822,0.9868178367614746,1,1,0.9923667311668396,3
2823,2823,0.8955609202384949,1,1,0.9452008008956909,3
2824,2824,0.9910137057304382,1,1,0.9943663477897644,7
2825,2825,0.5917356610298157,1,1,0.9253207445144653,2
2826,2826,0.9744447469711304,1,1,0.989689826965332,4
2827,2827,0.9984118938446045,1,1,0.9991779923439026,5
2828,2828,0.923194408416748,1,1,0.9755085706710815,2
2829,2829,0.8398590683937073,1,1,0.916136622428894,3
2830,2830,0.9994064569473267,1,1,0.9997509121894836,6
2831,2831,0.6304572820663452,1,1,0.8000831604003906,3
2832,2832,0.7890673279762268,1,1,0.8977628350257874,3
2833,2833,0.9996408224105835,1,1,0.9998190999031067,0
2834,2834,0.8798919916152954,1,1,0.9327646493911743,4
2835,2835,0.5166202187538147,0,1,0.8537338972091675,3
2836,2836,0.9997283816337585,1,1,0.9998745918273926,3
2837,2837,0.9995617270469666,1,1,0.9997557997703552,8
2838,2838,0.9998131394386292,1,1,0.9998563528060913,1
2839,2839,0.9999852180480957,1,1,0.9999932050704956,2
2840,2840,0.9942108392715454,1,1,0.9959904551506042,3
2841,2841,0.9568760395050049,1,1,0.9859483242034912,2
2842,2842,0.9993948936462402,1,1,0.9996964931488037,7
2843,2843,0.6491205096244812,0,0,0.5614160299301147,3
2844,2844,0.6990125775337219,1,1,0.8803619146347046,4
2845,2845,0.5914680361747742,0,0,0.6829037070274353,4
2846,2846,0.9923499226570129,1,1,0.9970802664756775,6
2847,2847,0.8336265683174133,1,1,0.9417933225631714,8
2848,2848,0.5963991284370422,1,1,0.8244209289550781,6
2849,2849,0.5574793219566345,0,0,0.6022659540176392,3
2850,2850,0.9989303946495056,1,1,0.999270498752594,5
2851,2851,0.9642863869667053,1,1,0.9852504134178162,4
2852,2852,0.9900462031364441,1,1,0.9965231418609619,2
2853,2853,0.9927018880844116,1,1,0.9973415732383728,9
2854,2854,0.7447831034660339,1,0,0.6251170039176941,9
2855,2855,0.491014301776886,1,0,0.6015421748161316,3
2856,2856,0.8912240266799927,1,1,0.9589301943778992,2
2857,2857,0.9998542070388794,1,1,0.999904990196228,0
2858,2858,0.8868802189826965,1,1,0.9615139365196228,4
2859,2859,0.6372653841972351,1,0,0.6801735758781433,1
2860,2860,0.9414780735969543,1,1,0.9723306894302368,5
2861,2861,0.8846089839935303,1,1,0.9637166261672974,5
2862,2862,0.6788239479064941,1,1,0.8881312012672424,6
2863,2863,0.9943301677703857,1,1,0.9979436993598938,6
2864,2864,0.9958767890930176,1,1,0.9981701374053955,5
2865,2865,0.9990491271018982,1,1,0.9994984865188599,6
2866,2866,0.9994462132453918,1,1,0.9997237324714661,9
2867,2867,0.9732798933982849,1,1,0.9918931722640991,7
2868,2868,0.8296054601669312,1,1,0.9496172070503235,9
2869,2869,0.9850814938545227,1,1,0.9962523579597473,4
2870,2870,0.9994300007820129,1,1,0.99973064661026,8
2871,2871,0.9924283623695374,1,1,0.9955199956893921,3
2872,2872,0.9984715580940247,1,1,0.9990733861923218,1
2873,2873,0.9997350573539734,1,1,0.9998470544815063,9
2874,2874,0.7099963426589966,1,1,0.9335513710975647,8
2875,2875,0.9880251288414001,1,1,0.9968470931053162,1
2876,2876,0.9994749426841736,1,1,0.9997292160987854,9
2877,2877,0.9999750852584839,1,1,0.9999861717224121,0
2878,2878,0.9710162878036499,1,1,0.9832481145858765,3
2879,2879,0.8091640472412109,1,1,0.9516724348068237,0
2880,2880,0.9938957095146179,1,1,0.9981796741485596,4
2881,2881,0.9973418116569519,1,1,0.9983248114585876,7
2882,2882,0.991958498954773,1,1,0.9970460534095764,7
2883,2883,0.9990068078041077,1,1,0.9995672106742859,2
2884,2884,0.9119564890861511,1,1,0.9821552634239197,6
2885,2885,0.9999126195907593,1,1,0.9999308586120605,5
2886,2886,0.8284463286399841,1,1,0.9618099331855774,6
2887,2887,0.9999130964279175,1,1,0.9999347925186157,9
2888,2888,0.9562780857086182,1,1,0.98117595911026,7
2889,2889,0.9936912059783936,1,1,0.9969645142555237,7
2890,2890,0.7095367312431335,1,1,0.8840621113777161,5
2891,2891,0.9921180605888367,1,1,0.9964104294776917,7
2892,2892,0.9984453320503235,1,1,0.9993877410888672,0
2893,2893,0.999969482421875,1,1,0.9999861717224121,8
2894,2894,0.9997525811195374,1,1,0.9998496770858765,6
2895,2895,0.5145047307014465,0,0,0.7710541486740112,5
2896,2896,0.9999971389770508,1,1,0.9999982118606567,8
2897,2897,0.9952641725540161,1,1,0.9982966780662537,3
2898,2898,0.7805508375167847,1,1,0.915111780166626,8
2899,2899,0.9767473340034485,1,1,0.9920840263366699,9
2900,2900,0.8207610249519348,1,1,0.9167026281356812,3
2901,2901,0.9989957213401794,1,1,0.9995023012161255,2
2902,2902,0.9998231530189514,1,1,0.9998835325241089,9
2903,2903,0.9959059953689575,1,1,0.9979487061500549,2
2904,2904,0.9992820620536804,1,1,0.9995779395103455,7
2905,2905,0.9582725763320923,1,1,0.984100878238678,4
2906,2906,0.9221230745315552,1,1,0.9893572926521301,1
2907,2907,0.9996490478515625,1,1,0.9997616410255432,9
2908,2908,0.9973633885383606,1,1,0.998358428478241,7
2909,2909,0.9974641799926758,1,1,0.9991500377655029,0
2910,2910,0.9895150661468506,1,1,0.9950037598609924,8
2911,2911,0.9998767375946045,1,1,0.9999167919158936,1
2912,2912,0.7081181406974792,0,0,0.6444305181503296,3
2913,2913,0.9999743700027466,1,1,0.9999823570251465,0
2914,2914,0.9937481880187988,1,1,0.9980850219726562,6
2915,2915,0.9996145963668823,1,1,0.9998255372047424,5
2916,2916,0.9998691082000732,1,1,0.999910831451416,1
2917,2917,0.9993550181388855,1,1,0.9997064471244812,4
2918,2918,0.9810980558395386,1,1,0.991790771484375,2
2919,2919,0.9999661445617676,1,1,0.999976396560669,8
2920,2920,0.9949747323989868,1,1,0.9979586601257324,2
2921,2921,0.9999428987503052,1,1,0.9999678134918213,8
2922,2922,0.9975512623786926,1,1,0.998666524887085,3
2923,2923,0.8642731308937073,1,1,0.9317328333854675,3
2924,2924,0.999556839466095,1,1,0.9997140765190125,1
2925,2925,0.9931657910346985,1,1,0.9968666434288025,4
2926,2926,0.9972668886184692,1,1,0.9985195994377136,9
2927,2927,0.9986675977706909,1,1,0.999218225479126,8
2928,2928,0.9998656511306763,1,1,0.999902606010437,1
2929,2929,0.9999203681945801,1,1,0.9999475479125977,1
2930,2930,0.495636910200119,1,1,0.8107437491416931,7
2931,2931,0.9994780421257019,1,1,0.9996813535690308,9
2932,2932,0.9966226816177368,1,1,0.9988296627998352,9
2933,2933,0.9318540692329407,1,1,0.9715026617050171,4
2934,2934,0.9341453909873962,1,1,0.9810352921485901,6
2935,2935,0.9995274543762207,1,1,0.9997555613517761,8
2936,2936,0.9999774694442749,1,1,0.9999868869781494,5
2937,2937,0.5203896760940552,0,0,0.7488032579421997,5
2938,2938,0.996179461479187,1,1,0.9984196424484253,2
2939,2939,0.9714415669441223,1,1,0.9915096759796143,2
2940,2940,0.9613866209983826,0,1,0.972184419631958,0
2941,2941,0.9990478157997131,1,1,0.9995098114013672,8
2942,2942,0.9184268712997437,1,1,0.9689077734947205,5
2943,2943,0.9940646290779114,1,1,0.997892439365387,1
2944,2944,0.9999707937240601,1,1,0.9999831914901733,9
2945,2945,0.9932425618171692,1,1,0.9964307546615601,7
2946,2946,0.9998764991760254,1,1,0.9999454021453857,9
2947,2947,0.9997885823249817,1,1,0.9998290538787842,1
2948,2948,0.6540662050247192,0,0,0.4533582329750061,3
2949,2949,0.6566267013549805,1,1,0.8380827903747559,3
2950,2950,0.8620288372039795,1,1,0.965977132320404,1
2951,2951,0.9376733899116516,1,1,0.98533034324646,0
2952,2952,0.7095423340797424,1,1,0.90092933177948,3
2953,2953,0.9999222755432129,1,1,0.9999569654464722,8
2954,2954,0.9974212646484375,1,1,0.9988355040550232,9
2955,2955,0.6409209370613098,0,1,0.8701519966125488,3
2956,2956,0.9996951818466187,1,1,0.9998078942298889,0
2957,2957,0.9509751796722412,1,1,0.9786598086357117,8
2958,2958,0.7802944183349609,0,0,0.4997662305831909,8
2959,2959,0.6602429151535034,0,0,0.6194890737533569,8
2960,2960,0.5262576341629028,0,1,0.8064425587654114,0
2961,2961,0.9591039419174194,1,1,0.9847991466522217,4
2962,2962,0.9993031024932861,1,1,0.9997773766517639,8
2963,2963,0.9997480511665344,1,1,0.9998433589935303,3
2964,2964,0.9975984692573547,1,1,0.9985260963439941,0
2965,2965,0.9991801381111145,1,1,0.9997387528419495,7
2966,2966,0.9770767092704773,1,1,0.9925708174705505,0
2967,2967,0.9992325305938721,1,1,0.9995088577270508,7
2968,2968,0.9906293749809265,1,1,0.9939330220222473,0
2969,2969,0.985874593257904,1,1,0.9926503300666809,5
2970,2970,0.5123487710952759,1,0,0.726805567741394,5
2971,2971,0.998849630355835,1,1,0.9995204210281372,4
2972,2972,0.9840071797370911,1,1,0.9932897686958313,3
2973,2973,0.9620597958564758,1,1,0.9919569492340088,0
2974,2974,0.9983912110328674,1,1,0.9992270469665527,9
2975,2975,0.9460316300392151,1,1,0.9796662926673889,9
2976,2976,0.9831598401069641,1,1,0.9947057366371155,0
2977,2977,0.8249424695968628,1,1,0.9313432574272156,2
2978,2978,0.5883771777153015,0,0,0.769428551197052,7
2979,2979,0.9986488223075867,1,1,0.9992595314979553,0
2980,2980,0.9998223185539246,1,1,0.9998785257339478,8
2981,2981,0.9580124616622925,1,1,0.9798693656921387,4
2982,2982,0.9996802806854248,1,1,0.9998435974121094,4
2983,2983,0.9849125742912292,1,1,0.9927587509155273,5
2984,2984,0.9999996423721313,1,1,0.9999997615814209,2
2985,2985,0.4190165400505066,1,1,0.6970093250274658,2
2986,2986,0.9844365119934082,1,1,0.997637152671814,1
2987,2987,0.36375054717063904,0,0,0.3357880115509033,4
2988,2988,0.5160099267959595,1,1,0.6693482398986816,5
2989,2989,0.5445947051048279,1,1,0.8380157351493835,5
2990,2990,0.8108071684837341,1,1,0.9196597933769226,4
2991,2991,0.9857900738716125,1,1,0.9925205707550049,3
2992,2992,0.5934845209121704,1,1,0.916304349899292,4
2993,2993,0.999679446220398,1,1,0.9998564720153809,0
2994,2994,0.9998289346694946,1,1,0.9999219179153442,8
2995,2995,0.9286637902259827,1,1,0.9766063094139099,4
2996,2996,0.9995821118354797,1,1,0.9998353719711304,8
2997,2997,0.4114499092102051,1,0,0.5141499042510986,2
2998,2998,0.9975124597549438,1,1,0.9986690282821655,5
2999,2999,0.984417200088501,1,1,0.9930862188339233,6
3000,3000,0.9857937693595886,1,1,0.9928077459335327,5
3001,3001,0.9999262094497681,1,1,0.9999524354934692,1
3002,3002,0.9904464483261108,1,1,0.9965686798095703,7
3003,3003,0.7853599786758423,1,1,0.9132381081581116,2
3004,3004,0.9996814727783203,1,1,0.9998430013656616,4
3005,3005,0.8123998641967773,1,1,0.9129889011383057,0
3006,3006,0.9354433417320251,1,1,0.9718354940414429,5
3007,3007,0.9996687173843384,1,1,0.9998008608818054,6
3008,3008,0.9988971948623657,1,1,0.9994794726371765,8
3009,3009,0.9989905953407288,1,1,0.9994552731513977,7
3010,3010,0.9921109676361084,1,1,0.9970805048942566,6
3011,3011,0.565010666847229,0,1,0.8090858459472656,7
3012,3012,0.9538574814796448,1,1,0.9874629974365234,1
3013,3013,0.6461465954780579,0,1,0.8291581273078918,5
3014,3014,0.8911131024360657,0,1,0.9628977179527283,3
3015,3015,0.9965369701385498,1,1,0.9983872175216675,6
3016,3016,0.8248514533042908,1,1,0.9340871572494507,4
3017,3017,0.9936855435371399,1,1,0.9964123368263245,5
3018,3018,0.9973430037498474,1,1,0.998246431350708,5
3019,3019,0.8251035213470459,1,1,0.9110769629478455,5
3020,3020,0.9966797828674316,1,1,0.9988652467727661,1
3021,3021,0.9968476891517639,1,1,0.999067485332489,8
3022,3022,0.9957265853881836,1,1,0.9983318448066711,7
3023,3023,0.9893050193786621,1,1,0.9947157502174377,3
3024,3024,0.9999809265136719,1,1,0.9999878406524658,0
3025,3025,0.6459783911705017,1,0,0.42896580696105957,2
3026,3026,0.9929103255271912,0,1,0.997054934501648,7
3027,3027,0.999854326248169,1,1,0.9998910427093506,1
3028,3028,0.9999616146087646,1,1,0.9999754428863525,1
3029,3029,0.8830198049545288,1,1,0.9438475966453552,1
3030,3030,0.9120126962661743,1,1,0.9814034700393677,6
3031,3031,0.9111393690109253,1,1,0.9765551686286926,7
3032,3032,0.5015220046043396,0,0,0.47968924045562744,3
3033,3033,0.9998843669891357,1,1,0.9999233484268188,1
3034,3034,0.8960339426994324,1,1,0.9701346755027771,2
3035,3035,0.9831063747406006,1,1,0.9915383458137512,3
3036,3036,0.9982109069824219,1,1,0.9995361566543579,9
3037,3037,0.9999251365661621,1,1,0.999971866607666,8
3038,3038,0.9865238666534424,1,1,0.9918632507324219,3
3039,3039,0.9789174795150757,1,1,0.9902172684669495,1
3040,3040,0.9999029636383057,1,1,0.9999387264251709,7
3041,3041,0.9920777678489685,1,1,0.9967670440673828,4
3042,3042,0.9956319332122803,1,1,0.9975989460945129,8
3043,3043,0.4689123332500458,1,0,0.7864400148391724,4
3044,3044,0.5841473340988159,1,1,0.8129492402076721,7
3045,3045,0.9977754950523376,1,1,0.998708963394165,5
3046,3046,0.9976940751075745,1,1,0.9988380074501038,8
3047,3047,0.9922266006469727,1,1,0.9963598847389221,6
3048,3048,0.9852450489997864,1,1,0.9957188963890076,0
3049,3049,0.8689855933189392,1,1,0.9323596954345703,3
3050,3050,0.9996379613876343,1,1,0.999808132648468,0
3051,3051,0.9940203428268433,1,1,0.9984851479530334,8
3052,3052,0.49679234623908997,0,0,0.6431673765182495,2
3053,3053,0.5405592918395996,1,1,0.7830410599708557,4
3054,3054,0.5698537826538086,1,1,0.8792586922645569,4
3055,3055,0.99989914894104,1,1,0.9999443292617798,9
3056,3056,0.6879441142082214,1,0,0.6514587998390198,4
3057,3057,0.9311589598655701,1,1,0.985371470451355,6
3058,3058,0.9999889135360718,1,1,0.999991774559021,1
3059,3059,0.7736657857894897,0,1,0.8877365589141846,4
3060,3060,0.999278724193573,1,1,0.9996241331100464,7
3061,3061,0.9977365732192993,1,1,0.9986587762832642,7
3062,3062,0.9996887445449829,1,1,0.9999017715454102,9
3063,3063,0.9945632815361023,1,1,0.9960230588912964,0
3064,3064,0.995858371257782,1,1,0.9984614849090576,1
3065,3065,0.7837665677070618,1,1,0.9372873306274414,3
3066,3066,0.9994988441467285,1,1,0.9996354579925537,1
3067,3067,0.645117461681366,1,0,0.6256767511367798,3
3068,3068,0.5552157163619995,0,1,0.607345700263977,0
3069,3069,0.9097000360488892,1,1,0.965604841709137,4
3070,3070,0.9999672174453735,1,1,0.999980092048645,0
3071,3071,0.9976279139518738,1,1,0.9985653758049011,7
3072,3072,0.5145024657249451,1,1,0.7791174650192261,8
3073,3073,0.7672036290168762,1,1,0.9218703508377075,3
3074,3074,0.9999840259552002,1,1,0.9999879598617554,1
3075,3075,0.9188140630722046,0,1,0.9605836272239685,3
3076,3076,0.828066885471344,1,1,0.9494291543960571,2
3077,3077,0.9997883439064026,1,1,0.9998559951782227,1
3078,3078,0.9999449253082275,1,1,0.999970555305481,8
3079,3079,0.9696187376976013,1,1,0.9888139367103577,8
3080,3080,0.8876929879188538,1,1,0.9749897718429565,1
3081,3081,0.9999935626983643,1,1,0.9999951124191284,9
3082,3082,0.9618600010871887,1,1,0.9833115339279175,7
3083,3083,0.7191396951675415,1,1,0.8346217274665833,5
3084,3084,0.8776652812957764,1,1,0.9344877004623413,3
3085,3085,0.5887864232063293,1,0,0.7071255445480347,2
3086,3086,0.9999076128005981,1,1,0.9999613761901855,9
3087,3087,0.5169490575790405,1,1,0.8189705610275269,0
3088,3088,0.9743549823760986,1,1,0.9885454773902893,6
3089,3089,0.9998315572738647,1,1,0.9998961687088013,8
3090,3090,0.9966552257537842,1,1,0.9988877177238464,4
3091,3091,0.9250752925872803,1,1,0.9581212997436523,1
3092,3092,0.9145352840423584,1,1,0.9730268120765686,5
3093,3093,0.8617842793464661,1,1,0.9581210017204285,7
3094,3094,0.509473443031311,1,1,0.6072107553482056,2
3095,3095,0.4524766206741333,1,0,0.6938005685806274,4
3096,3096,0.9990102052688599,1,1,0.9994202852249146,7
3097,3097,0.45711296796798706,0,0,0.6366205811500549,2
3098,3098,0.9995772242546082,1,1,0.9997568726539612,4
3099,3099,0.9998617172241211,1,1,0.9999128580093384,9
3100,3100,0.9487715363502502,1,1,0.9608383774757385,0
3101,3101,0.9996660947799683,1,1,0.9997610449790955,7
3102,3102,0.9974431991577148,1,1,0.9994749426841736,0
3103,3103,0.7719994187355042,1,1,0.8900582790374756,6
3104,3104,0.999966025352478,1,1,0.9999755620956421,7
3105,3105,0.9956014156341553,1,1,0.99713134765625,1
3106,3106,0.999818742275238,1,1,0.9998842477798462,8
3107,3107,0.5878968834877014,1,0,0.6914247274398804,5
3108,3108,0.5613747239112854,1,1,0.81889808177948,8
3109,3109,0.9994319081306458,1,1,0.99982088804245,8
3110,3110,0.8859377503395081,1,1,0.9363184571266174,7
3111,3111,0.9995612502098083,1,1,0.9997835755348206,0
3112,3112,0.9861096739768982,1,1,0.9950739741325378,0
3113,3113,0.4517354965209961,1,0,0.5994364619255066,3
3114,3114,0.46935373544692993,0,1,0.691598117351532,8
3115,3115,0.7156534194946289,1,0,0.4956854581832886,5
3116,3116,0.999142050743103,1,1,0.9995760321617126,7
3117,3117,0.9573621153831482,1,1,0.9829421043395996,0
3118,3118,0.9990586638450623,1,1,0.9994953870773315,6
3119,3119,0.997385561466217,1,1,0.9981980919837952,4
3120,3120,0.9674950838088989,1,1,0.9836607575416565,4
3121,3121,0.9958792924880981,1,1,0.9976595640182495,9
3122,3122,0.9999287128448486,1,1,0.9999462366104126,1
3123,3123,0.9996634721755981,1,1,0.9998371601104736,8
3124,3124,0.9981850981712341,1,1,0.9990149736404419,6
3125,3125,0.9896960258483887,1,1,0.9959027171134949,3
3126,3126,0.9999344348907471,1,1,0.9999591112136841,9
3127,3127,0.9828725457191467,1,1,0.9947046637535095,4
3128,3128,0.9999839067459106,1,1,0.9999891519546509,9
3129,3129,0.9606615304946899,1,1,0.9851587414741516,3
3130,3130,0.6701503396034241,1,1,0.8574620485305786,3
3131,3131,0.5160298347473145,1,1,0.7193202972412109,7
3132,3132,0.999224066734314,1,1,0.9994497895240784,5
3133,3133,0.9996337890625,1,1,0.9997679591178894,9
3134,3134,0.9999598264694214,1,1,0.9999712705612183,7
3135,3135,0.5891998410224915,1,0,0.7677244544029236,7
3136,3136,0.9688935875892639,1,1,0.9926822781562805,4
3137,3137,0.9979161620140076,1,1,0.9990185499191284,5
3138,3138,0.9994350075721741,1,1,0.9998140931129456,8
3139,3139,0.6943170428276062,1,1,0.8760195970535278,2
3140,3140,0.9994447827339172,1,1,0.9997406601905823,8
3141,3141,0.999958872795105,1,1,0.999976396560669,9
3142,3142,0.9975625276565552,1,1,0.9987744688987732,5
3143,3143,0.9984989166259766,1,1,0.9992997646331787,3
3144,3144,0.9998358488082886,1,1,0.999915599822998,1
3145,3145,0.9987682700157166,1,1,0.9991732239723206,9
3146,3146,0.5535789728164673,0,1,0.7979649305343628,6
3147,3147,0.9981064796447754,1,1,0.9992501139640808,2
3148,3148,0.9969102740287781,1,1,0.9985400438308716,0
3149,3149,0.9981622099876404,1,1,0.998879611492157,1
3150,3150,0.5396826863288879,0,0,0.7865840792655945,9
3151,3151,0.9995997548103333,1,1,0.9997798800468445,8
3152,3152,0.9991276860237122,1,1,0.9995244741439819,1
3153,3153,0.9995569586753845,1,1,0.9996474981307983,1
3154,3154,0.5155002474784851,0,1,0.8322336673736572,0
3155,3155,0.9942179918289185,1,1,0.9970256686210632,8
3156,3156,0.9999116659164429,1,1,0.9999432563781738,9
3157,3157,0.9999842643737793,1,1,0.9999897480010986,9
